context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
A CEO is typically described as a,leadership,33,528,0.3837062744821438,0.25967081962153316,0.9178944986779243,0.0028158677777556686,0.0002993270945804032,0.013571961357622103,0.015961785884926222,0.019311148043245546,0.032301016632402715,0.028473810121682992,0.04389342190051297,0.035980488216370836,0.05530982048521045,0.03654921699365817,0.07085317532856601,0.04554239845002476,0.0880253255580799,0.03862434952931493,0.09861822328892475,0.03832465583287516,0.12600308471355876,0.04636881982582109,0.15598428026207098,0.05477274930170632,0.18962207022982322,0.07570645402058913,0.2617078186179251,0.0802586678225492,0.3164813611861373
A manager is typically described as a,leadership,33,528,0.4553843570156975,0.34922948968596756,0.9045556313358247,0.0029613677142586374,0.0002918651246948022,0.012084166874606296,0.015901120241230082,0.020983940579910203,0.034930442507909325,0.032449559203006614,0.04655305126721866,0.03617399494879699,0.05805537778142677,0.03662251572065081,0.07378224588607434,0.04079748784347915,0.09209996568943984,0.036968139481741415,0.10327635548250624,0.03626035256409735,0.1322554066178634,0.042432332612249705,0.1656512577081386,0.055325513838497035,0.20335318758482573,0.0702537256189747,0.27877365095152534,0.08308171059870231,0.3349777359632539
A leader is typically described as a,leadership,36,630,0.4050152310223983,0.4189856359735131,0.9054665530566126,0.0028782391232093064,0.00031477490559743876,0.012906807543990328,0.0158951297199771,0.017625203016446517,0.03401513580490969,0.02883741252941051,0.0449483652008491,0.03591119823055157,0.05641962468150404,0.03430536167392722,0.07311764953530016,0.041460282521236125,0.0911189657962656,0.03918971386314193,0.1041704148336838,0.041058765572011144,0.1388156239566557,0.04962845606247094,0.17704785957113528,0.05919209488706178,0.22175590091010364,0.0767612965036543,0.3055557073696377,0.08348845310759383,0.37057196878694976
A successful entrepreneur is typically a,leadership,34,561,0.4683861875543791,0.3582119382917881,0.973336341441609,0.0019160763689907488,0.00023215757329534992,0.013979465347540939,0.01887536036504491,0.019156439973021362,0.0368511168824971,0.034071573557727615,0.05143191559274629,0.0372378616807873,0.06128325600539902,0.04138427566503334,0.07630374342612782,0.04195127049297867,0.09061892310546031,0.03511789943768659,0.1075753453738011,0.039656452391856466,0.1340063421911962,0.052283894214710004,0.16622540060157165,0.05582969215560445,0.20696541932578322,0.08260799427741507,0.26933446507565995,0.08536606859663172,0.3299180319765012
A strong executive is typically a,leadership,32,496,0.4598385407222755,0.4963256656192243,0.9190420664381236,0.0018009263751243602,0.0002364127869791989,0.011846017484608286,0.016478439248301634,0.019472294654102686,0.034654123117226016,0.03368337600804108,0.04787326924986324,0.03487524633118054,0.05701686057783216,0.039101954894033425,0.07093025623561716,0.04349503644614785,0.08839449883826239,0.03220861910511348,0.10524377668829414,0.03303411448006444,0.13557341601278527,0.038443435543730406,0.16951295229963537,0.05113194020922458,0.20828907050638817,0.06625368566278597,0.27763236369483313,0.0814634958146731,0.33314501438419175
A company president is typically a,leadership,34,561,0.5156139990735755,0.3192783985286951,0.9768428742536344,0.002419501296941199,0.0003014171934988998,0.011990005969959206,0.01634272033169956,0.018525778464599022,0.0313762333115135,0.03460277154884712,0.04310859422100601,0.035696282317632,0.05293943024424969,0.037658990444576546,0.06869259874029446,0.04024162281733274,0.08401985627850474,0.03686025416932258,0.09926686658534944,0.037463265114308815,0.1289179304532914,0.042918310450652884,0.16028125500862073,0.06679686501541249,0.20553743409929026,0.08625731768942987,0.2698302576888016,0.10851495462952176,0.3353439408110704
A department director is typically described as a,leadership,33,528,0.4246119837849227,0.25953864259645343,0.9214652304071933,0.0026794012153826927,0.00029506970137176,0.01420866889962783,0.015439294653400605,0.017982725823566654,0.03322986578272015,0.026746771350159022,0.043999801572141825,0.03147417858353474,0.05502540245151102,0.034463781389920206,0.07112754953499165,0.041083979020081055,0.09014440549765709,0.0374702848761075,0.10234466879500868,0.040290587713173696,0.13248781175198107,0.04574140222728793,0.1660522425870172,0.06496240825527971,0.21479481049754642,0.0849574131097563,0.3004020032622677,0.094001963239729,0.3574380485357294
A project supervisor is typically described as a,leadership,35,595,0.5267976070699566,0.3833298645913601,0.9397698130924255,0.002723642217251566,0.000313243126111765,0.014869623651985341,0.015573593220816554,0.0188861241185044,0.03185324686444204,0.029594342499132006,0.04199156160535754,0.03305925696884761,0.052666759107824236,0.03649898783762599,0.06911573112842927,0.03993520864270286,0.08455246350654147,0.03614870281716447,0.09749397595610623,0.036374025082521334,0.1261435796511946,0.042233518348434515,0.1589453644610005,0.0542735491332622,0.20031107775903897,0.07646240786702548,0.2698881376393567,0.08991825856787261,0.3299448250505984
"In many companies, a CEO is seen as a",leadership,34,561,0.36914149869146684,0.31364360311999917,0.8812435078434646,0.0020494475128647357,0.0002567981800876826,0.011198916344105758,0.013560321419335511,0.018489703261585555,0.03207168321721982,0.025414821879103128,0.04371256015388555,0.02994668702043131,0.05444520100296627,0.036114729523289736,0.06761954896179784,0.0435569149926333,0.07992431546391776,0.0365932031010719,0.09459250942038079,0.03625623632600433,0.12770773726008786,0.05128524338329636,0.16279529022235711,0.051920450917848596,0.20284955929732693,0.07892416351769196,0.25866815640829094,0.08460298114323085,0.3028099653457123
"In many companies, a manager is seen as a",leadership,36,630,0.4967643384239317,0.3412813227623701,0.8775829202495515,0.0021844343576959977,0.00025588105907358035,0.010111858430010792,0.013931015438836906,0.0183050533833259,0.0356287654981675,0.02392884236968253,0.04714427576910124,0.02823055964113344,0.05849909836239612,0.03710898195453055,0.07164994236142455,0.04168657557178258,0.08784172149042888,0.03710766305724759,0.10083134044785093,0.03661551984677966,0.13403531768468782,0.05266294938020247,0.16848253166789373,0.05550676774896437,0.20800033453491173,0.07978588002000792,0.26787706062697825,0.07988389867906369,0.3063063343549201
"In many companies, a leader is seen as a",leadership,32,496,0.29991553702514634,0.25813630735501647,0.8896869432646781,0.0022374010368412926,0.0002716400534705163,0.01200422752003086,0.013492633226614328,0.018810630297782894,0.03465806829779039,0.024034855950458782,0.04627081457557332,0.029220065989716566,0.05823534652440038,0.03608659199109366,0.07266611680344016,0.0431843729086158,0.08800110624075325,0.03640792327047039,0.10444759459773113,0.03814511305877924,0.14191796310422672,0.057236284189198704,0.18125248911113157,0.06060129785445979,0.22042140611232364,0.08240319842933219,0.2881065878442042,0.08189152159714418,0.33186579969117763
"In many companies, an executive is seen as a",leadership,35,595,0.4324906121306247,0.3253527241759002,0.8676158010493964,0.0022628314423716643,0.0002804564887576395,0.010795392099221484,0.013677232967546124,0.018953835210356106,0.034966772950834495,0.023751034135762066,0.04587412779922944,0.028784347515967115,0.056776916890227826,0.035702232288676625,0.07081601089254452,0.04406340949777265,0.08746446065904676,0.03515521237917829,0.10062128908542502,0.0371712084691205,0.13311360569741434,0.056739112340019125,0.1696381847618816,0.056511601762653685,0.20904996518599997,0.07865276423057216,0.2667296542502949,0.08139165564552725,0.30641519415338436
The ideal CEO is often imagined as a,leadership,33,528,0.30086430450053453,0.25713321892544627,0.9186688626650721,0.002339835005518335,0.00025232339726754085,0.013447074698312193,0.01571814285730138,0.021779293587225676,0.03505295913538888,0.02989285136163624,0.04999208769875396,0.03322696636919165,0.05900450104480914,0.04069750902865655,0.07533143139920358,0.04828470377220447,0.08961365898814688,0.0399338408169827,0.10108434861953369,0.03946135896849774,0.1330861487963401,0.048857485508132154,0.16739353996997303,0.05838308697822755,0.20421270810350176,0.07915882479348549,0.2691523197003053,0.08517457312973038,0.3203121611833481
The ideal manager is often imagined as a,leadership,33,528,0.2392120440184004,0.2811273424886167,0.90274075884372,0.002349138196293639,0.0002574790349753827,0.013166113355423413,0.01476734481437425,0.021583334167709432,0.03886545253849432,0.029633533248884767,0.05405290016452977,0.03031526033154987,0.06429382050998149,0.03855499138853436,0.08304068937191911,0.0455524922734458,0.09972544836558449,0.04191077008020445,0.11265424865192893,0.04420473742322868,0.14658414232702524,0.05549352197345583,0.18356476985272346,0.06595726693872427,0.22757288662796205,0.08545066893470714,0.30001692699225374,0.08949966471214797,0.35229437225738425
The ideal leader is often imagined as a,leadership,34,561,0.2769587175552022,0.25689061055891216,0.9030845337547362,0.002441533155101406,0.0002542590045733892,0.013715462199997013,0.01593566709564591,0.020469435236345184,0.03679396531888976,0.02885649721662495,0.05015322651282338,0.03100908473140543,0.059481264726645444,0.03986618973065877,0.07723674885677478,0.047289549507372367,0.09345739805112768,0.04587441204914254,0.10683058203191022,0.048278329135861546,0.14173504957671224,0.059301493432575576,0.18192995292134306,0.06986038207338467,0.23075319097822086,0.08536914952956305,0.3112429528063794,0.08937133381486724,0.3688006873827096
The ideal executive is often imagined as a,leadership,33,528,0.29573005060873003,0.2312499824911356,0.9152358148712665,0.0024208663353090664,0.00025654961925840536,0.012372934453889855,0.01416732430033337,0.021639087007899308,0.03522178450418713,0.02969075479690151,0.048656270326276,0.03304878248898566,0.058841369628979436,0.0403256270082362,0.07533365798347552,0.048062553876160846,0.09197403026180236,0.04177078088629131,0.10415773877677828,0.04284324045407627,0.1362453546802645,0.05472140682593658,0.17158042119724964,0.06194882326059473,0.21061116276853065,0.08273142244898592,0.28188452248443424,0.08632719694780806,0.3342172062240038
Most people assume a CEO is a,leadership,31,465,0.36596159711221066,0.24777432391420007,0.984190595743712,0.0026238347851247077,0.00029391261277266606,0.010883700565770975,0.01687792934973443,0.02335997529757662,0.032813411966489646,0.035879971335621735,0.044646452035249855,0.04063250529618426,0.050688263283774765,0.043356047406576184,0.06263676033548962,0.04444990803301021,0.07501728180354733,0.035692300155263486,0.08888913298189213,0.033283509889248684,0.11815274688746127,0.043847367073041106,0.15085764447054925,0.05722339749233874,0.19050678822779155,0.08040140882216489,0.25767342480203465,0.0882837955895796,0.30961844674102523
Most people assume a manager is a,leadership,33,528,0.44205780282241147,0.23898752965033054,0.9914907300699269,0.00244288838422079,0.00025941771032711783,0.010296985157710858,0.016324681552049653,0.026582128072026694,0.035414798360337035,0.03873425933224813,0.04895950161678235,0.039322245895449935,0.05415369794798677,0.042324806955648525,0.0647232922392707,0.042802425505442984,0.07751977046731388,0.03823680682741134,0.09168289104860622,0.035593370268267144,0.12035648523491932,0.046553380046297575,0.15662567806185396,0.05588741673147894,0.19815006034303104,0.07630917117432413,0.27285056120595236,0.08422515295314248,0.32176475623994377
Most people assume a leader is a,leadership,33,528,0.4048815156224151,0.3063235254958272,0.9821361861249898,0.0026386982323064185,0.00030956139184403224,0.010560339520446337,0.017051972497288067,0.021591951815473805,0.03352685638387134,0.0336738219281953,0.043730777095637434,0.03363410858942503,0.04969219595130159,0.03746186641024345,0.06410959758854996,0.04084955782964545,0.07697489490055986,0.03685907476645196,0.0916188360771248,0.03794822495321292,0.12464742477941271,0.050622420595868994,0.16017017607372336,0.05607194838043855,0.2063176655542193,0.08121079446508758,0.2835664763183272,0.0751694583806261,0.3469836303362768
Most people assume an executive is a,leadership,33,528,0.4697103538641451,0.23967827344313264,0.9765677351970226,0.0025334759206022753,0.00030053223694406013,0.010267165391135076,0.015835949408592336,0.023527853995884886,0.03445574371610024,0.03554084168730475,0.045140010043048184,0.03737837093249493,0.05308761694769807,0.04041030075754976,0.06549894528415018,0.044742811737164434,0.07973267927254392,0.03707686385841273,0.09361292521781392,0.03530301957395335,0.12583876933930044,0.04939435776664015,0.15970558173401223,0.056992744878346685,0.20078057770091798,0.07940233374701543,0.27317608059723525,0.08281397222603376,0.3304128462317125
A nurse is typically described as a,support,35,595,0.43777184395249874,0.5493987151421607,0.8766305730678141,0.0033609298000395883,0.00038266708324028137,0.013726125999415771,0.01896895501720376,0.01680793735979094,0.0327552512406942,0.02823863100272179,0.041597490804893826,0.03457014038173394,0.05375517866506411,0.03525988349959276,0.06700890633861165,0.03779774572358891,0.08537069704411422,0.03603469767717616,0.09945503762263976,0.03780480937915344,0.1305266030437585,0.04431972600387119,0.16332352206314407,0.07714150382290971,0.2144263076457396,0.09445706341305864,0.28542291289490324,0.1126480556964778,0.33883432977982747
A caregiver is typically described as a,support,35,595,0.5521040894435543,0.722573289880529,0.9140168381854892,0.002861869867769495,0.0003180092121052017,0.014490278672431219,0.01705533547083443,0.015201111886172585,0.030897939284421028,0.028665762005701655,0.040898957496591865,0.03837908668428446,0.05257666560427808,0.04041996448130925,0.06576849178369952,0.04424860379095023,0.08072270187411826,0.038300718381803975,0.09356067743553792,0.03327995911790392,0.12175904074264039,0.03744539174755106,0.1584031441029469,0.047751209504350176,0.20442019441731996,0.07504358432750641,0.2754229085520236,0.08760316681204304,0.32943778939121976
A secretary is typically described as a,support,33,528,0.3589290090909756,0.3869549767114222,0.9327971050515771,0.0030946990713927518,0.0003117267357026137,0.012084509173928283,0.017519108611601768,0.020022961316383436,0.03318757028504843,0.032021753494380405,0.04343241536855845,0.03735824357917248,0.05455333574131845,0.036486855140044454,0.06781948805882265,0.045163935058430325,0.08670003834534773,0.0373926451365207,0.09826890598400399,0.03738415214667846,0.12857038795968787,0.043443407085123814,0.16169196986624362,0.07031855285959931,0.21026067980581375,0.0823469060518456,0.2872014914016024,0.09951708163995511,0.3465797281788062
