context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24
A CEO is typically described as a,leadership,36,630,0.45309961830985207,0.3934315303340554,0.9720528320176527,0.0009755987633536309,0.00010359820892564635,0.04979977351626111,0.04235215624855001,0.09041564201655623,0.09410294752491266,0.11839914394753369,0.11732270886651662,0.08726563263934227,0.1384629109040854,0.07764478005029161,0.14513514538130654,0.05611525142367012,0.1536210293551073,0.06574222131290272,0.21474563221061221,0.08019120496049703,0.2634413944083043,0.08430048469298417,0.26313831892715245,0.07691314382359957,0.2622049713357265,0.07720463417995771,0.2728437412320287,0.07732018090361843,0.2747724437680853,0.08443279773140565,0.28060855433600534,0.08110045180301041,0.28320411971832377,0.09350658728181659,0.2926814375523951,0.10206957244290835,0.30951892580908213,0.08885697382351401,0.2967471669461623,0.07373240525301702,0.29222619259662386,0.0739532706402724,0.2964507181644794,0.08786370115338946,0.2763686674555787,0.09054316200223221,0.28859079546466687,0.11121546971179395,0.2693136543285527,0.15785318485006913,0.3308823592904142,0.2978429411798911,0.35785145011378555
A manager is typically described as a,leadership,36,630,0.5645316074182977,0.48615114693529904,0.9804841072764248,0.0010117913495779332,0.00010569476830267333,0.04911889964890025,0.04063722208933789,0.08366016278122022,0.09505481266830418,0.11348224868625381,0.11944922453346167,0.07951090549058579,0.1410204696624181,0.07340803876648934,0.15025455550898895,0.05477563457473452,0.1593560491152617,0.06773070777396258,0.22554451731793984,0.0804725015931862,0.2825428370383178,0.07692233347032006,0.2801420578595623,0.07026224961504077,0.2790666770909685,0.06834303101795144,0.2917402351603091,0.06899609147884012,0.29506028893077796,0.07515905705155863,0.3012151428648252,0.06978592895277705,0.3015318343868312,0.0828974417611358,0.3128151751710388,0.0880130930334273,0.3324048515094175,0.07658207829581554,0.31331764015391905,0.06696764984337887,0.30654669277498225,0.06590914955649844,0.3033941798333272,0.06758279455408446,0.2816846735543815,0.0676760826132182,0.2888763743295662,0.08963707698771727,0.2640568497000166,0.1376052423723014,0.3247937367997534,0.26470121258288454,0.3475574314195635
A leader is typically described as a,leadership,36,630,0.46178963151228647,0.4067388833500445,0.9787044576369226,0.0009495953452395934,9.984566524123211e-05,0.05274987847242028,0.04044607490384489,0.09129606892619137,0.09654841139478781,0.10905830945958708,0.1158844255005344,0.0721906181537948,0.13649860265346034,0.07429422272828086,0.14700175691690695,0.06085789678921248,0.1597922021290935,0.07349843635156213,0.21958140937901705,0.08325836312273827,0.26809400003890205,0.07892157088530204,0.26785773424825543,0.06863593115548151,0.26709111127219815,0.07000762393404295,0.27843614245505727,0.0697330192839055,0.2794758179845923,0.0715040874486306,0.28372609567102924,0.06879020420605997,0.28307910974427986,0.07817125754951856,0.2932758641230806,0.07888891577151044,0.30934727449769767,0.07299284762249027,0.2916574920497739,0.06966718224242334,0.2889618358190152,0.06748087058180487,0.28979262529812544,0.06436520616201956,0.2717822704297705,0.06119157125521157,0.2850597538817402,0.07016639613759076,0.25578148817027846,0.10888036011047474,0.314238777513599,0.23459830711926843,0.32839768190373697
A successful entrepreneur is typically a,leadership,36,630,0.4590615072177273,0.42847663862630725,0.9642667950829491,0.0009225083086486338,0.00010442445840475354,0.06846562983693057,0.04247571140955408,0.09069428612237838,0.09334442977491826,0.1171118555982926,0.12559652972971294,0.08662139540320445,0.13931036910750033,0.0765426955471112,0.1478215653390862,0.048249659436211685,0.15623327234025902,0.0658494483683934,0.21349851613991924,0.08893466722794431,0.25661758797686945,0.09431531113596489,0.2668363431391072,0.07430770695429169,0.26840631966681383,0.0642507201324806,0.27285657770959987,0.06124384623685144,0.28666615493958925,0.07321526648819152,0.29271754205150446,0.07209907171135974,0.29547754784375363,0.08128020796559467,0.2956942389371487,0.09000196094597497,0.30797508431779,0.07569178875518505,0.3000001289154741,0.0705242996530096,0.2862062345898972,0.07565102761428666,0.28763332012433784,0.08124178322303163,0.2682210031725669,0.08724621738644792,0.27090977685368334,0.12277671009044387,0.2733535102949582,0.17926231589600422,0.32035458504935194,0.3384446544448249,0.3986421539798252
A strong executive is typically a,leadership,37,666,0.45404418111410083,0.4429864501580596,0.9712326482404023,0.0009040903659016027,0.00010374089756611835,0.05876923750989198,0.043112950661648775,0.09110504198981126,0.09561503040153914,0.11581036123448733,0.12380591335994348,0.08320479321197939,0.14474121196494477,0.06701632129257196,0.14863306933428522,0.05288089974695532,0.15837582458498192,0.06789056572307349,0.2227516096214281,0.08324209435755771,0.2628267652438893,0.08690602478706969,0.27008176101615927,0.07642172335741769,0.27312734607189754,0.06974435013606589,0.28103202479061057,0.061274385670888304,0.2905083191363418,0.06884234909528918,0.29264594766927005,0.06354499935798595,0.295719641462989,0.07354553024737946,0.29960563279213287,0.08566893936711778,0.3096037100243061,0.07018106588140086,0.29735500302008067,0.06320925060507766,0.28614693027528487,0.06465515693754313,0.28218533064049617,0.0727685533118353,0.2508349962030914,0.07756358698967337,0.2556197840409383,0.09326423998352956,0.2519190048952584,0.14697758780274311,0.3010999441072735,0.29367718263728315,0.34965566450656665
A company president is typically a,leadership,37,666,0.4222169275043704,0.2936409809626639,0.9716118840733543,0.0008967612215848623,9.852514666094711e-05,0.06442113255649454,0.043420710847409914,0.08659813948864181,0.09610435019719578,0.10641458306775757,0.12324842134025338,0.07813027847323616,0.14323490815763393,0.06404408319693225,0.1450534633094124,0.053758663029551935,0.15344545168362744,0.075191612357381,0.2215232249888823,0.0851166478504997,0.27048102767257987,0.08760610125161152,0.27504953848228963,0.07397567030990877,0.2746919625525079,0.06493969102442174,0.28191396829974186,0.06572374480919065,0.2864440600022227,0.07404455850536426,0.28316664297071337,0.07237584811857199,0.2884205549060826,0.0859027827856192,0.28897191494833435,0.09847248990200079,0.2990629639446419,0.08359946039954629,0.285442146219281,0.07057050146969211,0.2736577955817553,0.07419307489338274,0.27520219799300316,0.08680256349953311,0.2486755657779706,0.09303926905929864,0.25602797578939473,0.11456877500028326,0.24927782187836892,0.17037122160019308,0.2958127304186543,0.3358219881311214,0.3585410390135177
A department director is typically described as a,leadership,35,595,0.4605363582898396,0.24862466589547694,0.9581163448747247,0.000906613056756827,8.891224870315779e-05,0.055716260454209986,0.039183449232809794,0.09099233734664908,0.09136357742988713,0.11584182403585887,0.11962091529387922,0.08083110668856618,0.13707401123031238,0.07063027968458865,0.14308126269783894,0.05637859119871767,0.148164852542295,0.07262671957130198,0.21232064112037094,0.08619028156491407,0.2648284594701192,0.08467969699164749,0.26242907627753304,0.07641460191094081,0.26339050591815144,0.07756655859038342,0.2785203745497406,0.08113097851829339,0.2809389678572986,0.09084892504943377,0.283556444738521,0.08827110767169852,0.2858166888214473,0.10143693724423708,0.29640027494018373,0.10699160553127701,0.3124182274369393,0.09508660795291372,0.296609704541605,0.08685573030423298,0.2925661423379137,0.08334190257743555,0.2929975293226346,0.0887705391097028,0.27457735511555015,0.08739284667811875,0.2829678868972228,0.10405833971989589,0.2642071252217803,0.14889029765752346,0.3216294532610732,0.2885213823795027,0.34871983009076024
A project supervisor is typically described as a,leadership,37,666,0.6078348327250446,0.34869724651798606,0.9666771398624405,0.0008138525308846116,7.868451107539975e-05,0.053359451611721946,0.03739289676683978,0.08753340529116953,0.08162242107842556,0.10855306227152661,0.1052251055260396,0.07416013788169766,0.12244001401789184,0.06548217949213965,0.13076968852297605,0.05342485318967379,0.14196999018952164,0.0725678083885651,0.21021882978828127,0.08690171532067137,0.2708243907253331,0.08527311589828984,0.2687655077703494,0.0758305360278242,0.268073719690653,0.07152687655087869,0.28090241866548116,0.07489408710472792,0.280469314640011,0.08547137035069445,0.2830038851886977,0.0776070774266466,0.28305707891046783,0.09246037598583057,0.29234430060931166,0.10398849985237116,0.30884039810624647,0.08616950445770083,0.28938085101940036,0.06703485315840416,0.28484996978957755,0.0691254044285975,0.2888146627243907,0.07769797306779144,0.2732590905992972,0.0776373394431719,0.2807554791047936,0.10808076768943847,0.265216615320304,0.16371376032675053,0.3292785250957498,0.2962201492882937,0.3776751074492125
"In many companies, a CEO is seen as a",leadership,37,666,0.6119216577981403,0.37535918969661,0.9686204575700685,0.0008209973988354008,8.075705063930243e-05,0.05267916534669414,0.03958904863774358,0.06352515513334295,0.0841570122690625,0.10221267066074759,0.10467989315659156,0.07644802693389097,0.12564822730732308,0.06591076849194656,0.13278060989787224,0.055192048924339626,0.14231977089314524,0.060527775556356696,0.19853774897617987,0.0849434925503197,0.25020750082048715,0.09779512728505359,0.2558966061988135,0.07556530803179763,0.2542259718677281,0.070542522288658,0.25476112483778746,0.06790622339024761,0.26695295175702105,0.07356721452425387,0.26988322680008336,0.07115044537942154,0.2820460982928131,0.0810156019679362,0.28623809530390965,0.09430904396185691,0.3054726690621371,0.08445965356685849,0.2887677441969871,0.06891900144691207,0.28723774220958886,0.06986460518795161,0.2873927283520134,0.08257462365839943,0.2659792580898968,0.08526743890639536,0.2735038918328296,0.10530527228786461,0.2669997235630468,0.16416530093452825,0.3114828721312191,0.32348284657300214,0.3948693720859694
"In many companies, a manager is seen as a",leadership,36,630,0.5906049866552917,0.38688073959201574,0.9732310764957219,0.0008673272724066439,8.498154222778985e-05,0.05581723772467587,0.03940554654368982,0.06339119306136473,0.08804685486867495,0.10123527364773884,0.10971214877145838,0.07418244950269402,0.13192424963666818,0.06544323969968652,0.1366950502495504,0.055446237597711376,0.14457591657884483,0.06323623926136694,0.20255574566133291,0.08719958578707429,0.2539791834191464,0.09776335771731356,0.2579592646548259,0.07610581791140347,0.25783047930753183,0.0714908017327507,0.2609039215038106,0.06817089733247134,0.2715125526204427,0.07188582908186482,0.2761990516493776,0.07107848132361753,0.29138323805996513,0.0779495099496004,0.29292037825085965,0.09219648046679414,0.3108360523015007,0.08449095289990595,0.2930283192745054,0.07058700996586481,0.2895775169232809,0.07013243114289808,0.28749360203451685,0.08789573336833027,0.27015156423422204,0.08946194714544602,0.2749625162429197,0.10494036592688187,0.2678345472863031,0.1655176261257616,0.31102599613361726,0.30590846729582105,0.3816582048425916
