context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24
A CEO is typically described as a,leadership,36,630,0.5842085291495077,0.4109256053343415,0.9925972778291907,0.4193728925979485,0.9930900130972304,0.0029574749444124387,0.0007486200433027433,0.007468213032646458,0.009147872193277578,0.02745655441688137,0.028995707900101284,0.049671090344306126,0.05295854231973561,0.05392433724229215,0.07073856377428839,0.05745563217724048,0.08973102761513266,0.03497263738643752,0.0977761777821791,0.031909582749302105,0.10171257888316303,0.032552451589838015,0.10800256544812457,0.03355166328203237,0.11898470858144863,0.03996394280054071,0.13707737104991058,0.042898319779102925,0.14957444302529382,0.03957325642087437,0.16242849505600912,0.038743401617778415,0.1773687835556544,0.04204425101929875,0.20255916482089845,0.051994082563652254,0.23530847846122396,0.04466759445154193,0.27113921848271966,0.04226374213339761,0.28801725944795076,0.04505410219308547,0.29335778555754943,0.04851532228453515,0.285981448453979,0.05463478434631536,0.2711392397718121,0.06415879424108487,0.22604985545839598,0.014940463531620707,0.049315926001948035,0.012777414544879222,0.026787948537976912,0.0025905240427300455,0.005897091081128918
A manager is typically described as a,leadership,37,666,0.6170519404485089,0.527966542635113,0.9980321859038668,0.5383576909061958,0.9981732191875601,0.0029647523817172474,0.0007368255159624869,0.009089306244746258,0.00934658815237127,0.02587438088227845,0.031006863688172914,0.04669884359639299,0.05662187533333233,0.04796266650991437,0.07894094025204508,0.053197152000567335,0.10295862389329816,0.03639939139616613,0.10959821195942018,0.034902125603200655,0.11355166943062664,0.03439887080830242,0.11824028170125733,0.03595070016403037,0.1286554004970977,0.040167027131326256,0.14279028909249467,0.0426222962372603,0.15355537140926243,0.040292383483038756,0.16799213682758696,0.04167934304100822,0.18559429318995466,0.044569114188166455,0.2099219224473649,0.048837594887178565,0.24463066321359295,0.04745739557517969,0.2774878683836027,0.05116357124369635,0.2989891185902956,0.055177185269220184,0.3086355229586747,0.06654329716859678,0.3043118861164818,0.07764292133563823,0.2946274681883502,0.0859081571283721,0.24812232088665248,0.01695826589707441,0.054495038002208396,0.008377531374425776,0.028638648732048144,0.001721793745862105,0.006329951055054697
A leader is typically described as a,leadership,36,630,0.5674673003705502,0.4798176938202232,0.9954212139127776,0.48795129950849514,0.9956082535168136,0.0029413329065711984,0.0007194484342804533,0.008501211157343171,0.008790226992798788,0.029153335042252603,0.029461038112088184,0.05265800006736923,0.05397270358335465,0.04887115015001403,0.07465074821404828,0.054120803731585565,0.09451232217080378,0.03629811463632308,0.10076980482186532,0.03696886060400777,0.10559539442324115,0.03822369100403084,0.11234226148010339,0.03971371096969346,0.1232604061658741,0.04102471517619647,0.13870512697954332,0.04433132000269832,0.15475480496536898,0.04416577762850343,0.16981532817109374,0.046894857560853896,0.18724527851968517,0.04940582503117369,0.21103927739935174,0.04840160242450083,0.2468384479653641,0.053672766031325966,0.2896514977579426,0.06194799629795919,0.310581151709933,0.0658669643593455,0.31904255986300595,0.07849017032047578,0.31179524271996584,0.08572007080769821,0.30088620379606573,0.09112828835343036,0.2512150748574395,0.01762113091083566,0.0536686968163692,0.007815185721711162,0.02647547486775373,0.0013687475824484688,0.005947487298049759
A successful entrepreneur is typically a,leadership,36,630,0.5200594006101935,0.6125328964553773,0.9991124708321877,0.6198419016061507,0.9992500556868791,0.002753461794122256,0.0007534818903237009,0.00875083236601407,0.011143316451608883,0.014557361708229223,0.03517354907545134,0.04235787993859735,0.059312415233560296,0.042182058768792795,0.07684041827198004,0.047671080898757254,0.09363644649701584,0.028429710336104322,0.10045930234775807,0.028962983260225422,0.10650603493080375,0.033219333776061906,0.11245166420225486,0.03634101562104683,0.12318291912836722,0.041968865272873586,0.13853568618340942,0.05066215947841311,0.1538382240663567,0.04852122657032875,0.16529605057443475,0.05514199546043002,0.18490567014143489,0.07191728425078613,0.21473781820874427,0.08556330736699791,0.25331224591112844,0.06634643070916524,0.2822429509202185,0.052938458496934945,0.29100048107303234,0.05399260388245543,0.2918179300558124,0.055430968021434705,0.28551465819163574,0.06496102152882446,0.2782515923807255,0.07543940292169492,0.23419908197822195,0.019524629687318763,0.05135078903095495,0.016919693752707812,0.030979192028197235,0.0031698819419231604,0.007537764770525923
A strong executive is typically a,leadership,35,595,0.5672959399133707,0.5628381334245205,0.9996803051835741,0.5720631418917037,0.999725442645583,0.002784438903222708,0.0007071200722691756,0.008563184645677187,0.010323604715964232,0.023702355373504003,0.03374759182163006,0.05595150624566257,0.058524385598752914,0.05269029473859102,0.07697784394451107,0.05695761679282965,0.09536072784264324,0.033635048651987826,0.10262409780262358,0.03038892328736123,0.10723783768899986,0.035060614006849414,0.11187931220907087,0.03680112708410266,0.12219795107354296,0.045873984689452287,0.13929671493775606,0.04875781138427551,0.15470470408326228,0.0412950875722336,0.17071341194220663,0.04346814662903908,0.19052546128136463,0.05297089087740761,0.22069561689616823,0.07197868499333406,0.2609009783108704,0.05960879933325932,0.2988628491636052,0.047518693239628956,0.31637146980300535,0.04503704757878659,0.3195578086793212,0.04474175850025732,0.3108183281646041,0.05485258005583896,0.2932596507210171,0.07176973394064701,0.24033149541615476,0.01921231241045161,0.048580819442803715,0.008866557323555844,0.02693647333699941,0.0014705987611302541,0.006866541573916745
A company president is typically a,leadership,35,595,0.4937012980530906,0.34790826635435224,0.9999352528056988,0.3571152290332975,0.99994630251512,0.002955928437839472,0.000773028870208603,0.008799786309118571,0.011358637044497267,0.02061481125777909,0.03447902389829904,0.04813530513278519,0.06011220899076224,0.045014464944757096,0.07701949180084577,0.05043844477876714,0.09512708652415344,0.030989528841874617,0.1032980820024256,0.030535619144641445,0.10911584020897289,0.035148251471056956,0.11593395349287212,0.0376178111778329,0.12655570069501684,0.050838681399934596,0.14663889444894496,0.05363764036811808,0.16052341796131356,0.047494101507140986,0.17509437909669445,0.04944394566613115,0.19400853953169475,0.0635791385015084,0.22723652837689076,0.0887636474878883,0.2717872968320467,0.07596385436074311,0.3036109216795786,0.05901021204706739,0.31932039433653286,0.05496606148662049,0.32375899650220025,0.05061075669687139,0.31454465428645395,0.05697003966341405,0.2974975557652724,0.06867911896788008,0.24404677061471977,0.01755794521977504,0.04795178276093095,0.010057930258837031,0.026944741226101843,0.001632601833407514,0.006069039524590448
A department director is typically described as a,leadership,36,630,0.5624081684756117,0.4030174668878317,0.9807015077676624,0.41699752141903446,0.9823327271504922,0.003105047738402025,0.0007691997573264497,0.008261504022212464,0.009374851196349069,0.02414430941901273,0.02934139314056767,0.044021685635814864,0.051647714592230304,0.04434854388706118,0.06749400953382093,0.05010008016540117,0.0838509466176552,0.03288869217533165,0.08892837580884853,0.03149095966995278,0.09347396832619666,0.03315685812930113,0.10129288612159341,0.03466264603843673,0.11122345033676348,0.04139349469735224,0.12849361804546122,0.04240755916121903,0.13848369768341062,0.03809714561790362,0.15293876791745473,0.03921164638911087,0.16848185406116822,0.040322702570344905,0.18862038594982874,0.04294225335626153,0.21685674793283585,0.04253976261111026,0.24955868337290324,0.04337515666001525,0.27046505686678457,0.0453703065555783,0.2784501711117063,0.05530366346107155,0.2780567281047465,0.06507736829759535,0.27139849568291197,0.07262506510504647,0.23004046511815535,0.0163802036465441,0.051022374699904144,0.010871196984581659,0.02678860142231216,0.0015066602515638,0.005592690110447345
A project supervisor is typically described as a,leadership,36,630,0.6202807620630874,0.6053669168613851,0.994410150568001,0.6143399828142719,0.9945429074364611,0.0033278049839549446,0.0007572591767122753,0.009344475420418843,0.010025783696273969,0.020274356117503327,0.030302421217092937,0.042275369451102454,0.053560163546165766,0.04976282350060493,0.07028607512158219,0.048426137722524285,0.08682868580546711,0.03205450206908048,0.09178292270828117,0.03191280109189474,0.0960148083336585,0.03270439656117063,0.10288250395154265,0.034159585004108955,0.11131749439207685,0.036262125245011344,0.1237550121728554,0.03624220332168501,0.1342342795499354,0.036246749125147214,0.14727975024793716,0.03771930248545766,0.16391996967913122,0.0403048870443266,0.18559205367054288,0.0425817214962485,0.21273697221514284,0.043534915505500954,0.2432616281991652,0.04593288727649568,0.2643466684946719,0.04878796744156583,0.27397530224319744,0.06035730759468881,0.27755333828861234,0.0689999892982836,0.27686823791870413,0.07441649978112688,0.23912832300140063,0.016348615724440574,0.053779129871551395,0.010226570906372263,0.027576151970259602,0.001675248454471188,0.005843873777373782
"In many companies, a CEO is seen as a",leadership,39,741,0.577758332856935,0.40259956242516637,0.9798435436096042,0.42422065735627257,0.9811065840248148,0.0026197407369326965,0.0007309700730987467,0.006971877368643482,0.009911330894506049,0.022900177669269498,0.0283465656727226,0.02964097355354184,0.04924793810182371,0.026535591776432235,0.06457699429571989,0.026594260011029484,0.07706455368458204,0.02602406720164151,0.08380061993249956,0.026421716584226294,0.08929879895078414,0.02746231932431713,0.09564514171848065,0.028423869729197086,0.1041128662868864,0.0305437211145806,0.11813261816767877,0.032412176194950744,0.13297030517604563,0.0314814368879837,0.14716454780629612,0.03376652789492541,0.15984629978647155,0.03693648901215564,0.18664015171707848,0.04300998285807633,0.21738706007921857,0.045038563661035896,0.2429261575341819,0.043361090201357984,0.25908386308024933,0.044521465030275445,0.2673620584097137,0.04909861329693176,0.26120750121835373,0.060049769606372976,0.24753687756594436,0.07991739948090698,0.2009091702467333,0.019067066212543848,0.03994222365161191,0.010565841110097595,0.02384198259954632,0.0016079084108720156,0.006545557154556138
"In many companies, a manager is seen as a",leadership,39,741,0.5896730064129421,0.3129501692019403,0.9902444129111245,0.3405941932560381,0.9906994498279964,0.0031515395862602934,0.0007901025119207897,0.007445948318690526,0.009738652498494526,0.02114782379789939,0.028751425711558892,0.029676243763058694,0.04973926863061876,0.027164079973895614,0.06580246126221588,0.028264858460898348,0.07945326318534336,0.03210644861045069,0.08742421748121829,0.032259291292830984,0.09241900782918548,0.03381122088885807,0.09812124443878471,0.03374604700587066,0.10615343483722772,0.034273553342386034,0.12140013115616718,0.0368994142239705,0.13473686195620263,0.0379175207142997,0.14794402533025322,0.03996303922427877,0.16028890824269296,0.04271035359848585,0.18712074828131728,0.045096457400155325,0.215744962116255,0.04748049328718327,0.2460650228311365,0.050016087895803675,0.26792973251913327,0.05265928025619835,0.2834153184564457,0.06347191034414487,0.28061257661013406,0.07812121011469493,0.2694462338745898,0.09057470907172449,0.22123289190255327,0.018739435043316106,0.0438579140679685,0.008016424972987548,0.02494459205078664,0.0012169268863972153,0.006413868677392815
