context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
A CEO is typically described as a,leadership,38,703,0.5330574505846275,0.3385505697224289,0.7968057901598513,0.3567559726725449,0.8081416690001788,4.860128376907006e-05,1.0940628066055522e-05,0.0010686243857781171,0.00028358134027568543,0.00039193930795568504,0.00022326262074789938,0.0002927796669030317,0.00029422190652264737,0.000565787024955467,0.0003984337382225875,0.0006354144832764816,0.0005822936875204234,0.0005957938107436034,0.001169369988986345,0.0005667997186662643,0.0009506999001259146,0.0005931145903130546,0.0029950989353388358,0.0008644577570718149,0.002196734963621719,0.002731840689338445,0.005825178405256391,0.005634236465690822,0.013454700081753522,0.06290636578467174,0.1996619096218288
A manager is typically described as a,leadership,38,703,0.5732257078558476,0.3769913683645427,0.7778383544646204,0.3892268145646085,0.791363118272784,5.211776144087173e-05,1.040380320776147e-05,0.0011239159618639818,0.0002927252671261833,0.00038827422173939283,0.00022924987537379545,0.00028733057862720927,0.0002860359368904982,0.0005188186179752566,0.00038203889374246574,0.0005731595186750355,0.0005504892282390846,0.000579200373269281,0.001036864282306123,0.0005624723508050209,0.0009282407261377769,0.0005642167040547888,0.003301059731518595,0.0009474817435127441,0.0023773807310976318,0.003196741940097948,0.006475664090880673,0.006394451095007139,0.014426587797042166,0.06564295186050893,0.2260430737382766
A leader is typically described as a,leadership,37,666,0.5656925333737912,0.3147210138849914,0.7966130995191634,0.32540399304343737,0.8026134282154089,5.732211392033642e-05,1.0567021273390322e-05,0.0011108927475814796,0.0002728394248682179,0.00037655468839934743,0.0002141183053549324,0.00028831364567642124,0.00028601333791550726,0.0005271847984533602,0.00039150454973992224,0.0005912000731741465,0.0005658407053195721,0.0005892316165657631,0.0010232247858976335,0.0005253135849902408,0.0009136623640672896,0.00044800161247642175,0.003541072546058714,0.0007604061118545351,0.0024040902915400232,0.0022554278098971237,0.0065677011657386455,0.005450815461651862,0.014436804135468,0.07004139473393821,0.22148204588161183
A successful entrepreneur is typically a,leadership,36,630,0.5315744247672708,0.47223057178780437,0.8958984366618097,0.49788338925282005,0.9030102455653832,6.104268654199983e-05,1.3284662558880425e-05,0.000818048842289471,0.00024462679094909416,0.00037561031042250933,0.00020999925994523593,0.0003004558788927656,0.00028302432577386675,0.0006623485375158504,0.00039562156442672484,0.0008517955439413232,0.0006172914697626005,0.0008219757092230898,0.0013215479877493207,0.000711845261660142,0.0009810661798953018,0.0008656207657124369,0.003254903140378845,0.0010778991264377375,0.002206715163772657,0.003871143419411645,0.005658952804597618,0.00796582943234601,0.012540046808354308,0.05689100676158223,0.16568505598533365
A strong executive is typically a,leadership,34,561,0.4343103075857184,0.2620298406109214,0.9230318140471354,0.2783838752511656,0.9262478163766446,6.810058752740119e-05,1.3033058694946492e-05,0.0007255125139567676,0.00025448603790253224,0.0003652584119370446,0.00020807623121987806,0.0003112021606150237,0.00028224129573428355,0.0007399452249335164,0.0004414016621858696,0.0009248031063891873,0.0007123858064451411,0.0009646751283009774,0.0016221799151795936,0.0008198129651965662,0.0012425751969400661,0.0009576506905439951,0.004469633711082986,0.0011230966952182465,0.0029903924789118435,0.0036633085919408202,0.007969166309950959,0.007018964317698699,0.017749075384566736,0.0660086952544097,0.25727746650194294
A company president is typically a,leadership,37,666,0.5017989387789766,0.30619864584878087,0.9356643029022962,0.33651518861734075,0.9406045250373154,6.373322456086332e-05,1.3754160754520261e-05,0.0006964631697214756,0.00022875647499368814,0.00031690862213142377,0.00020225380857817496,0.0002705168862154826,0.00029478708689738026,0.0006621223631438576,0.00042295038576955146,0.0008357798452833233,0.0006580501453920544,0.0008061764171244003,0.001423155543754249,0.0006647890359340561,0.001009888724556309,0.0007610709587886596,0.003218235334501388,0.0010230330063130933,0.002272912142691565,0.00427194815938012,0.006235310055744931,0.00911070389476579,0.013713678791134769,0.0492098353673233,0.1651707932364345
A department director is typically described as a,leadership,38,703,0.5700002050259246,0.34711816627532244,0.7804731125943363,0.3626921493305417,0.79255918232775,4.833201356978548e-05,1.092574880713407e-05,0.0009143387125507333,0.0002833597432640415,0.00031888762418980207,0.00021088709797176106,0.0002553478434894364,0.00027648997772333176,0.0005089915201631447,0.00037130865433094326,0.0005527559873661643,0.0005483157830477738,0.0005409930098075033,0.0011248897493414314,0.0005375991090098307,0.0009142734435273235,0.0005747897735130224,0.0029757506902637664,0.0008624140015770574,0.0022115493195119604,0.003039790849144955,0.006133628686687212,0.005450713810803166,0.013743246538888284,0.05837896804706572,0.17731436962687477
A project supervisor is typically described as a,leadership,37,666,0.5756468487214907,0.4451751827728003,0.7771839878987521,0.457939882611754,0.7861989433768031,5.6734378621515084e-05,1.0963160907344975e-05,0.001032608887322806,0.00027484724310246757,0.00039179234033718597,0.00022219804140917717,0.0002863658542225357,0.00028380622812457983,0.0004718992776192246,0.00036510301988880255,0.0005277639941895506,0.0005145462003108055,0.0004984011221212774,0.0009690182895051333,0.0005181650428480338,0.000820606108239788,0.0005108592491447219,0.0031103954076871394,0.0008834331243658508,0.0021067713086535544,0.003227471398642592,0.005671163142009382,0.00636840187117774,0.012051626553834278,0.057355323588884614,0.15579499221921372
"In many companies, a CEO is seen as a",leadership,35,595,0.2637953379786074,0.3423000453040004,0.8768509402871132,0.3704842182341963,0.8914844969694968,5.975256959039766e-05,9.644217365613526e-06,0.000892656827548537,0.00027089053295884354,0.0003941273759931126,0.00022070536767687505,0.00030909169927984876,0.0003500925547481477,0.0006402456095300316,0.0004564089086425582,0.0007463218709138273,0.0006405248926757074,0.000707008838034762,0.0013902316098279822,0.0005496463654891994,0.0009499589310760496,0.0005281433644930102,0.0021307196115934535,0.0007199748642744363,0.0018811393729201724,0.0023578179983769535,0.004862415987526518,0.004713731993632432,0.010818859588800888,0.05132231344418011,0.14333780609948646
"In many companies, a manager is seen as a",leadership,34,561,0.2610817433627938,0.3303099414333701,0.8875538946595043,0.36064731230726466,0.9005118747954839,6.043822731556442e-05,1.0302846701086309e-05,0.0008864041633437518,0.0002547412154140358,0.00038975483258505263,0.000221043945899456,0.0002894180168309493,0.0003557738502332796,0.0006490683932809238,0.0004408755717043251,0.0007453806146817593,0.0006225304433809596,0.0007281972434886421,0.0012884164589237598,0.0005580411231635127,0.0009131857257871846,0.0005772610312691048,0.0024351403926467377,0.0007966047619260267,0.001964153825443816,0.0026595036632042685,0.005328467657409888,0.005548661460335824,0.011845349000477953,0.05781733350615282,0.16163911334978517
"In many companies, a leader is seen as a",leadership,31,465,0.3180473593816876,0.3786077443510294,0.9070201234426349,0.3956585439882474,0.9147619284631219,5.240732331795993e-05,1.0319385996894514e-05,0.0009223281368428717,0.00026886330118974967,0.0003956841347053545,0.0002232579424774939,0.0002996543424241146,0.00036125966914785627,0.0006406837565913927,0.0004565196870507812,0.0008081958147653589,0.0006534027847742904,0.0007719333683420107,0.0013358213744470097,0.0005761715962768645,0.0009785047015644429,0.0005397401707292807,0.0026775512166757206,0.0007356133843692033,0.0020449628076182193,0.0021585866556083724,0.005384914208208395,0.00465954589640998,0.011926887489465368,0.05279127820290736,0.1690257843510388
