context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24
A CEO is typically described as a,leadership,36,630,0.4360698882699667,0.35237907199189067,0.9188194228336215,0.0011194443539471164,6.774538115272843e-05,0.0036988903823121726,0.0009075439372416036,0.02542315354608918,0.0029210225291027075,0.004624419813485743,0.004859633763288407,0.003756369315080116,0.005176188356686922,0.0060197976842867144,0.005227940715524111,0.0035314392859566563,0.00686195923755238,0.005285997349977164,0.009844463684055789,0.005561427116051311,0.011687377349886766,0.006465475468954651,0.01438547064708031,0.008387478854343246,0.018230694594210017,0.011778781695680392,0.022493163720796634,0.013315911495042642,0.028752768904080222,0.012733898142542364,0.03525311182824485,0.013082367268683255,0.04340928699022132,0.013495643566927576,0.05204456446101778,0.01719071493243646,0.06211377856957753,0.019010879706209245,0.06832660347323197,0.024312493435072927,0.07237356310246523,0.027426760452804358,0.08018188729223874,0.030345508934960914,0.0766857159431436,0.027073813236546843,0.06835692633754348,0.021845353496142875,0.05682555266925466,0.03057245482443487,0.050721052913460116,0.11988101213374273,0.06354278481030369
A manager is typically described as a,leadership,34,561,0.44911200614853564,0.2948012128472328,0.8753593601286411,0.0009950476580502003,7.585500619287023e-05,0.004554162334765598,0.001025702194509478,0.02863616752971003,0.003264840467311354,0.0052498094983611234,0.005115478215644322,0.003710664246336159,0.005657412119506681,0.006755061096344492,0.005864533457364057,0.003787202346740177,0.007539333479404171,0.0065413071504218,0.011418065792018487,0.006012523310689829,0.013278521649236982,0.007672915769917334,0.015610108684694349,0.010027153651466975,0.020504637962427918,0.013021624674523138,0.02586993766416837,0.014558874205796164,0.03294797136242538,0.015050722147741518,0.0405567783589453,0.016504147361782212,0.051332027847559365,0.01648554653457982,0.060567226354479614,0.022129073160909427,0.07126632250286405,0.023469186024079457,0.07720478442677599,0.03273931206063326,0.08120064538303658,0.036927253523222056,0.08869019480769995,0.03826679579212456,0.08309722370286299,0.03248162474904945,0.07229321399223516,0.032407982254172164,0.06407292306247137,0.04724338059152849,0.06728978614099473,0.217910429390808,0.1185358264860939
A leader is typically described as a,leadership,36,630,0.4105990847160758,0.32568081049248576,0.9112125758547336,0.0011043750166690848,7.226497989398475e-05,0.004844354565240696,0.001014216208738215,0.026151229325758644,0.0031631307423475833,0.0044944170503877,0.005200697905561075,0.0035378675113070094,0.005590131587665171,0.006866469030979437,0.005772748219932542,0.0037301986040620926,0.0072541633259598625,0.006206209473568976,0.011129727556703424,0.005853567423076272,0.013074588368582255,0.007317242113584779,0.015092656901497213,0.00934250248048364,0.018839269402557583,0.012014428630067431,0.02330634311902124,0.014882165472420725,0.030274106335793145,0.015471470815549023,0.03739602427651491,0.015301743214845237,0.047510392173613226,0.016516616155679623,0.05732464483572778,0.021407871967402122,0.06744627063502792,0.02249471241746487,0.07425317966438945,0.031843642356935445,0.07842622900328049,0.03590823656182362,0.08550103083060012,0.03626143182576365,0.07998053636541086,0.032435917744799786,0.07156538730076735,0.030211790280461087,0.06255716635699742,0.045457269990707594,0.06354102223654713,0.40443743698918094,0.2329910210857547
A successful entrepreneur is typically a,leadership,35,595,0.5265453366844014,0.3759164665825665,0.8866907299961895,0.0008685465711608763,5.7861838511809514e-05,0.004008163771093867,0.0009980973999015286,0.022909954042413735,0.0030376128129488947,0.004370756887191594,0.005316776279552921,0.0032908191646494815,0.005958253737920992,0.005316017107284157,0.005732863222275654,0.004576269759038515,0.007435472049928988,0.004622094856577325,0.010058717298487225,0.007659041554684326,0.011913465941601989,0.012151938697221455,0.01430049766086096,0.014790691148666157,0.0176330955680846,0.018445548541573178,0.02196292105566555,0.021117983132797263,0.027488740776955584,0.020697337589800427,0.03408638262142817,0.019047218055599672,0.04091819953568636,0.016673872693041752,0.04902563007195905,0.020703747941503974,0.05598047278854216,0.019709459411816982,0.05922130598630949,0.025749199126411368,0.06233465280082994,0.028028161670199298,0.06671019960530415,0.031742698829948145,0.06458264935867182,0.028027892410894796,0.058883154408658746,0.020952770211765694,0.05024551683931636,0.030013924601418374,0.044655746411542546,0.1331969952463116,0.07117712191395756
A strong executive is typically a,leadership,32,496,0.547050411201138,0.3768941964954138,0.9892079565324821,0.0010071767955576036,5.9462291337242235e-05,0.0037989940307288036,0.0010004088823972468,0.022415292234491683,0.003272151378807212,0.003226822000391482,0.005893727421744214,0.003593797905319151,0.006430696508676503,0.0077256566156815205,0.006444704277477471,0.006126886819971587,0.008597604416053398,0.004754677647684647,0.012004312999448069,0.007697386213122056,0.014402050383674331,0.013658279305011945,0.017119882960820038,0.01689627519308618,0.02110407485772212,0.020171761148730656,0.026202329176699207,0.02308863263940289,0.03261326967190808,0.02290932042538272,0.03961980315153692,0.021500799048641845,0.04835646666150709,0.01948707176028829,0.05992149111929671,0.023316810443066424,0.07039808886816638,0.0233710419570733,0.07571979538291426,0.032677464762995205,0.0822893797190402,0.036342677694486326,0.08689454366156042,0.034574755139153764,0.08002956343264916,0.03194088073278768,0.07332482046523353,0.025528039045814434,0.06128025462889349,0.035275169115285006,0.04976948526520959,0.06928221941222683,0.03347916845223012
A company president is typically a,leadership,37,666,0.5851192027254625,0.2980634435079992,0.9440046969102696,0.0008769216842024822,6.049173328453255e-05,0.004263091824300067,0.0009348951166484838,0.02526135667763186,0.003230249154626288,0.0038256456701066303,0.005745065913222327,0.0036965467547980533,0.006292497847419314,0.0046359396074597175,0.005923831288913927,0.00395636845594111,0.007765628920649593,0.004446134577590015,0.010789093214070754,0.0062879348076290385,0.012738881066776748,0.009229574503439279,0.016376859531233478,0.012404225848258855,0.02079433732912623,0.016057031218422953,0.0254519276203516,0.018590756373459052,0.03173749519538768,0.016249991919479043,0.039610849196104324,0.015291026508609704,0.04764868278775827,0.015900460515578318,0.05530779610495951,0.020073244768229075,0.06478466968648419,0.01956516077797256,0.070362727806884,0.026451814662171953,0.07614915223925112,0.028317291615896967,0.08259007921321916,0.030811702871693096,0.07914405524735489,0.0249694213059184,0.07031966882869484,0.024823467109119167,0.06516276966993734,0.0339610062353553,0.06724596348899846,0.21167316314308685,0.11559202521822508
A department director is typically described as a,leadership,35,595,0.5812301593867111,0.2975198868662119,0.8610747568309307,0.0006925135819502608,7.094620434575967e-05,0.003953780470807872,0.0009423847920001505,0.025386361172792082,0.002936980780078408,0.004737468598987035,0.0048916195595477266,0.0036819096861740587,0.0052166159952147335,0.0056860399014256185,0.005422878860922476,0.0036875211166924188,0.007013312035081608,0.00460274346407791,0.009859399215911816,0.005343259723890564,0.011666158554245147,0.0071624866945200535,0.014858091439769452,0.01102446687377262,0.0197419705207317,0.01313040579191892,0.024428530097255152,0.015139228554330881,0.030861774683868668,0.014054993112100024,0.03852986719281783,0.014110353388806651,0.047871485638074925,0.015075819100988616,0.05635914310049579,0.019880259531586467,0.06579824177963443,0.020540936765748714,0.07260675008018683,0.02708179541548508,0.0786999563696623,0.030188133193036006,0.08858853442201506,0.030552215809158085,0.08523346207283075,0.026371907559783102,0.07767415471653037,0.025326148740335872,0.06941112876522376,0.035348907498251404,0.06899016029596047,0.183144875220814,0.09874072746922796
A project supervisor is typically described as a,leadership,35,595,0.5861915775808347,0.4580973354168236,0.8416606686078012,0.0006812239439788986,6.564647612247334e-05,0.003657160471723011,0.0009220556025210293,0.024503589377570065,0.0028196523996034547,0.006036723484726282,0.004606262301769612,0.0036687178761061266,0.005047005978469524,0.006384337498533783,0.005270355296262655,0.0036635621583606995,0.006768391107929889,0.00449446882523386,0.009612089290440681,0.005834065776647579,0.011368775157099392,0.007659277559354921,0.0142783481910346,0.011472782617404136,0.01924443180206075,0.012916521706429224,0.02370852791705058,0.013035773957869708,0.030092570995445024,0.012579387780364437,0.037808471289811574,0.01409208490336758,0.04731597861946571,0.015010364675280195,0.05520085458221171,0.02019797951990454,0.06306643652939174,0.022265792127639603,0.06770830137908676,0.029084340800573465,0.07137932780609406,0.031208887523615683,0.07553467097511925,0.030056105377737858,0.0715532490176504,0.025698351162532142,0.06582075598846875,0.025050228615857126,0.05843037328137879,0.03031361369012487,0.05790672652984943,0.20388841601741378,0.11548710235766649
"In many companies, a CEO is seen as a",leadership,35,595,0.460245097943801,0.30036788061261177,0.9150527243036777,0.0009194872134853388,6.439581562561271e-05,0.0014128399284247697,0.0007745154342833833,0.026390058291553418,0.0026918263281727147,0.004289570105226455,0.004864890295000974,0.00305618245788172,0.004938774578106818,0.007058177218612939,0.0046100377857092945,0.004099362369825419,0.005849959128847239,0.003816060092554309,0.008168295781710602,0.008150278294457839,0.009914552694972694,0.011860860921353886,0.012104165836752131,0.01455419696959572,0.016238795767489617,0.01714468895767559,0.020467881055695063,0.019495174235635078,0.025696941064852288,0.02009331100254163,0.031384769688368445,0.021452931661346927,0.03825893650718377,0.019342755849678695,0.04530225466524007,0.022124259284351636,0.0538062133314822,0.02111723737161884,0.06009010288891434,0.028915541904224577,0.06436874081540087,0.03147103607104008,0.0717288746485736,0.032640157843764166,0.06777132045817992,0.027411138096372287,0.05998729717412117,0.02421447610235991,0.051497521545238185,0.031840840723004436,0.0445796104221971,0.1874760629916759,0.09294104884757765
"In many companies, a manager is seen as a",leadership,36,630,0.518846624445553,0.24820023961365223,0.92179518006742,0.0007085151916000802,5.6618355184550546e-05,0.0016204138045160556,0.0008280121826313867,0.027172401286874256,0.0027873620084787084,0.004577107596554883,0.0047949456088662796,0.00309016235914193,0.005056632794538499,0.00736698853234657,0.0047704872780753365,0.004190642943992177,0.0060919691572074875,0.004272954697488799,0.008758161077796499,0.007698388735417792,0.010582780024323807,0.01133990119340948,0.0126935479029195,0.012953422066671032,0.017130915633728212,0.015371915009874048,0.02143918223376577,0.017297503427311657,0.02681288811069306,0.018128515088616837,0.032487054426582083,0.020352581591550883,0.040096843507973406,0.01849628966447728,0.04680479296253738,0.021763881662242017,0.05604384286061183,0.021264284621009422,0.062284172498184756,0.029285480485260397,0.06631729951760884,0.0334072045625976,0.07327617042178315,0.033235970919196264,0.06798973137635013,0.026934931654782175,0.060878969294604374,0.02549658246264405,0.05211815469606049,0.03348088338735727,0.04624631587119499,0.1397873827405516,0.06943757331206325
