context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
A CEO is typically described as a,leadership,36,630,0.49864126106017986,0.3385520970914513,0.9026096016168594,5.4452066520434736e-05,1.0576277526248691e-05,0.0010570945415863562,0.0002270922198371852,0.0008722591583569772,0.00023595927746480585,0.0004974665115422792,0.0004943759119940857,0.0007727593777549319,0.0004266791782287998,0.0008669737786921656,0.0006293130378709458,0.0009140166611540748,0.001106564171792976,0.0008597606803200298,0.0009516197377364483,0.0008944470443944482,0.002501983787145507,0.0013781726689630807,0.0024604327341387375,0.0037403785009039155,0.006428624214654942,0.007829356380197147,0.01451601659639871,0.06784852039031747,0.19011946322983717
A manager is typically described as a,leadership,34,561,0.4388137732554014,0.3769915164448321,0.9152482764329761,5.780114886762364e-05,9.826651864771672e-06,0.001026236023258868,0.00023125119025480304,0.0008610098923363193,0.00023390947199498178,0.0004790657111493106,0.00047801918313017714,0.0007321494276181735,0.00040917720416947786,0.000807458781272937,0.0006142342770520915,0.0009032624057556302,0.0010564598479144542,0.0008516433289925449,0.0009602083047703805,0.0008151331516356312,0.0028564097586360176,0.0014463663624153659,0.002639388318854078,0.0042262619227146185,0.007395528324461374,0.00866071172334806,0.01648416989244036,0.0813669748558195,0.23647062217616163
A leader is typically described as a,leadership,35,595,0.39387838344369697,0.3147218481171876,0.9355510616442189,6.160328955670474e-05,9.83542871157983e-06,0.0011915519387903732,0.00022828143286594786,0.0009049850657167806,0.0002210840575169293,0.0004989533729138331,0.0004597511875163583,0.0007747384472170745,0.0004045402361594246,0.0008256845660805961,0.0005941124922536448,0.0009100982243629986,0.0009863721021764027,0.0008797261633082211,0.000919420033447395,0.0008311536878541915,0.0029191252096691838,0.0014061571315608374,0.002644913212364508,0.003761172185327448,0.007428137426439843,0.008191223139412415,0.016776224285782848,0.08626941565083159,0.23418628334730984
A successful entrepreneur is typically a,leadership,33,528,0.41487657655878746,0.47223011078312993,0.9509517997503281,6.213200854715802e-05,1.071881907635435e-05,0.0012176880227955816,0.00021649696883761825,0.0010308871338880739,0.0002400066960200998,0.0005793660062797895,0.00047312956697588516,0.0008980157245298947,0.00040031995857515274,0.0011266133832558319,0.0006671348456504876,0.001127519098598577,0.0012199723719004702,0.001005144929955235,0.0009643914108938901,0.0011291492225864734,0.002889715738809951,0.001748853638639889,0.0024129113159237037,0.0047905875901548545,0.006160294865340485,0.009346403124406134,0.013023658923848299,0.05778020749256719,0.16782248135062244
A strong executive is typically a,leadership,33,528,0.3374643360371919,0.2620292459614575,0.9296814623521641,6.091870679293781e-05,1.0082357332137427e-05,0.001153916710996221,0.0002153528092391625,0.0010372158397894805,0.00023939987085326028,0.0006189437304499977,0.00046764226399557165,0.0009705515208154829,0.00044645071974238075,0.0011201198209469477,0.000721087579090554,0.00122693383086545,0.0014244030405967936,0.0011021426148619207,0.0012015162783927552,0.0012662817280808328,0.0038107466568774576,0.0019215964714565693,0.0033951018912341266,0.004342222442282248,0.008547575868343699,0.007731832485537145,0.01826594773706328,0.07207699429156547,0.2583058401395047
A company president is typically a,leadership,34,561,0.38241341440206034,0.30619805539026856,0.9527533674845472,6.298462777816905e-05,1.0861551247360748e-05,0.0012082171794517184,0.00021075397183769018,0.0010922928087272671,0.00025155760257199915,0.0005974701756785748,0.0005510427949184595,0.0008980054157734786,0.00046009239319909763,0.0011052519781995134,0.0007345531483462802,0.0011453646672971835,0.0012974139096237477,0.0010159360865159958,0.0010233951356977689,0.0010986709487808483,0.0031298027957146527,0.0016445605572401058,0.0024771100965491457,0.0048083631681966115,0.006695185829415675,0.009999139295992113,0.014674755548646909,0.059690674900529386,0.16663747354121541
A department director is typically described as a,leadership,35,595,0.5100541196370739,0.34711929270997643,0.8906541527248919,5.8159781229263094e-05,1.0530493958138543e-05,0.0012297623585382856,0.0002462120505991277,0.0008646434833595335,0.00023813277738189104,0.0004823426450225503,0.0005390218835310196,0.000758588034903944,0.00043626684529667336,0.0007743476369641324,0.0006505784301203743,0.0008077088542223385,0.0011246313371022555,0.0007938847792872029,0.0009494855685995476,0.000800525600037197,0.002695273386438944,0.0012897438881786648,0.002472916458806854,0.003658672185515318,0.006510264198479598,0.007214140427180717,0.014848506170416645,0.0742234856956413,0.18303044840815574
A project supervisor is typically described as a,leadership,35,595,0.5278777024184362,0.4451733089517802,0.9175296579487622,6.1030439848395164e-05,1.0248395539561425e-05,0.0010734762479982995,0.00023471216572276926,0.0009024512653510518,0.00022939911272818709,0.0004902190411607526,0.00048806739326701733,0.000721518051401744,0.0004228085427693706,0.0007793780750810159,0.0006220023149467854,0.0008298153888675708,0.001014421899495683,0.0007973920074806863,0.0008867670403064418,0.000752909656546865,0.002712870553246811,0.0012664125570129297,0.002381983602927264,0.0035581655584193696,0.006088716668095952,0.007899245472543654,0.013519369661642936,0.07295716488848494,0.1590410509921676
"In many companies, a CEO is seen as a",leadership,34,561,0.32981315115605464,0.3422997836023569,0.906208279542625,5.32241221403577e-05,8.017808456854435e-06,0.001351388043843745,0.0002245929875998097,0.001025825818335223,0.0002379679200015642,0.0005584661142146117,0.0005998431939131325,0.0008558535355924548,0.00050939646910685,0.0009781805012639068,0.0006907180598739346,0.0009990429573732485,0.0011571457128765682,0.0008365109881650524,0.000852649732262407,0.0009009771984280243,0.0019505088458776272,0.0012276198412138268,0.0018245393324205592,0.0035919279866212456,0.0050666246230025545,0.0067919340699975645,0.011116591874303132,0.05099262501510996,0.12852186926223888
"In many companies, a manager is seen as a",leadership,33,528,0.3016248828622568,0.33030907064676285,0.9141219488810748,5.838758661480999e-05,8.711717298326427e-06,0.001417461275964182,0.0002246716755510086,0.0010621764477853437,0.0002434761807040797,0.0005667285704670589,0.0006205367451847268,0.0008724922125656383,0.0005023035868050408,0.0009817077965973546,0.0006798083174620909,0.001015649254475483,0.0011007937269555082,0.0008753622234589053,0.0008379320695535455,0.0009791986940380915,0.002169239732945781,0.001281726621182689,0.001928735672237671,0.0035711479373998363,0.005632688088733225,0.0072199428248116175,0.012581058736710563,0.05888037382921625,0.1527193372716272
"In many companies, a leader is seen as a",leadership,32,496,0.3524997703448029,0.3786079525016248,0.9200727657880634,4.7338875448462644e-05,8.322671816055754e-06,0.0014721251824716865,0.0002484902036734814,0.0010103165476170305,0.0002435403487213647,0.00054015949963962,0.0005990579408592933,0.0008444085868092539,0.0005080928906475574,0.0009768735403076377,0.0006769662889899199,0.001016361439273973,0.0011263122183454953,0.0008130178258005105,0.0008715612858383702,0.0008402205135723054,0.002333753755933376,0.0010648328837855054,0.0019440758855381983,0.003040778635161213,0.005732455456014328,0.005743502434698378,0.012769099767795306,0.0465732548053067,0.16243468511624737
