context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24
A CEO is typically described as a,leadership,35,595,0.3418605357477361,0.3934329259209335,0.9383670387323946,0.4080270518970792,0.940738163531023,0.0010948196223972708,9.537784130630682e-05,0.05876988503043609,0.03805464177073852,0.0461129984993827,0.07609295025664013,0.08319611979799074,0.10079015163795442,0.048459133239200966,0.11604639736234422,0.07042896765852548,0.13148669789931813,0.05228699685757104,0.14271601364304654,0.05644019686679421,0.16775366024898863,0.04926042326179959,0.17619615852475384,0.05898917041954716,0.18106060073904917,0.07595109415557705,0.1971470702472978,0.07885403148978187,0.2071056324592585,0.0887647502782691,0.2169167094107499,0.07960569955126925,0.22743289267047068,0.08786388981236354,0.24084955693511045,0.07589244233290758,0.24700186910319794,0.07877898270393162,0.26405561127783717,0.09141393305810144,0.2444468975030357,0.09268980878026534,0.23190156372835782,0.08941598911771083,0.2310073677640945,0.08799158140145796,0.2276116033103576,0.08728913667345388,0.24573302003847317,0.07922512974982762,0.23260018458014758,0.10145151513490351,0.2897108569356334,0.18815171602440883,0.29563721674757415
A manager is typically described as a,leadership,36,630,0.4814464839786956,0.4861278380267322,0.9639430427923799,0.4981342266523825,0.965732600064257,0.0010844671888703187,9.877830422617818e-05,0.05696051301459076,0.03848806814420743,0.04071001977499196,0.07866588299803899,0.0766567712216553,0.10275208475886086,0.048314271656195076,0.1205999183045502,0.06899042976256518,0.13899511804603756,0.05270992284380103,0.1549070782646974,0.061942901683036296,0.18692345261406237,0.054849064256997766,0.1985935061367873,0.07121488235272394,0.20635648545984286,0.08852407965608405,0.22104105432666046,0.0913490839600312,0.23358626276926786,0.09795624155750411,0.24797127516996328,0.08611738281018191,0.2600176195136427,0.10041345212951341,0.2697736013730318,0.0895025626054443,0.2798489995914146,0.09255327561823999,0.2998626494233035,0.10613987627802475,0.2702573218546249,0.11043819166146765,0.26033218535894354,0.10869118570262663,0.2522106240545588,0.0932958543544519,0.24264771510819816,0.09375714404446123,0.26115230445619675,0.07869278571958377,0.24430641573235146,0.09142094417888298,0.3010115483016528,0.15008652715100868,0.29820900955874646
A leader is typically described as a,leadership,36,630,0.38962698405500074,0.40674212016165257,0.9404555484652519,0.41638016862634686,0.9433229807800672,0.0010316533563345237,8.952215209668639e-05,0.05818797963636623,0.035360598839428624,0.04139356403377748,0.07736159227392142,0.0715201579196462,0.10143955216593864,0.04551522893698226,0.12026999305415963,0.06656786034743235,0.1364994002583719,0.0589320794008277,0.15245409714659688,0.06557707307364626,0.179264891605553,0.06281872912785279,0.1896986864991395,0.079094890338154,0.1973296101105631,0.09884668777785048,0.21032667336159822,0.10093194593354553,0.22459278108674555,0.11071774579667339,0.23455862255993695,0.09906067176081924,0.24355514553084145,0.11266999222361768,0.25222278305991863,0.0966240364775133,0.26205470872564335,0.09842971237143161,0.28279938439853797,0.10954450275387678,0.2578560678223401,0.11199687825874627,0.24418384454380407,0.10762789134259729,0.240668277446349,0.0942085345377759,0.23619906049765557,0.0918553344371376,0.2597932462328621,0.07504612140986075,0.24065784212745164,0.0810889372478883,0.2975625720103502,0.14942770975167138,0.2903653951344069
A successful entrepreneur is typically a,leadership,35,595,0.3882089940650315,0.42847730685025454,0.9179074270650744,0.441108498867834,0.9216869502906775,0.0010356220682056286,0.00010003986226125226,0.07767733081246116,0.03891478268084365,0.07225054688731421,0.07663172071543747,0.1127719015563097,0.10500550866920254,0.06825140492397841,0.114938346884226,0.08674491743596645,0.1334901581614827,0.04819107611636551,0.141563132571518,0.056044811497507445,0.1715087538651038,0.047556498861459406,0.17672300439205113,0.05433989610674439,0.1827972649008014,0.06945586801014832,0.1988266919624037,0.07389908483590105,0.2073853724648039,0.08486120567669847,0.22016787666961865,0.07408231534356381,0.23242215216418702,0.0883237978764339,0.23661035486869686,0.07342228025036761,0.23652635522674628,0.07764136839411927,0.25424883587336816,0.09770751694711467,0.23741844566986994,0.11301583637672676,0.22072324047344205,0.11069769201441257,0.22679317793134968,0.09758293414359094,0.21700581075477376,0.08830021499012625,0.22633521092837908,0.08055248087759273,0.22073246509521405,0.09702559771931281,0.26370527614812006,0.21466249757436742,0.322155844447689
A strong executive is typically a,leadership,35,595,0.3116846228564275,0.4429887691512704,0.9048258909024298,0.4705814665358048,0.9117329211667311,0.0010797000504922049,0.00010322048249662113,0.07329934046662202,0.03773889439032052,0.06136548439060938,0.07673229524990803,0.10334548173455588,0.10593950515980785,0.058602524722610946,0.12004593885929324,0.0754257261325289,0.13689928131860318,0.05141737616379525,0.14779425589096812,0.06111307875361781,0.17937274863678895,0.05354461060425226,0.1828468177910075,0.061809912266278445,0.19369214956123917,0.06986880257798404,0.20996286534978395,0.07639889530903028,0.22057631035378164,0.08876237747152459,0.23462872975108848,0.08211571869838993,0.2456763126127584,0.09840238253396695,0.2536969888867313,0.0837132058016472,0.2563418295794784,0.08376706183069009,0.27006356735455056,0.10799490763326096,0.2538745189602053,0.11279535050582433,0.2366146747601556,0.11393008113770643,0.24166792479202398,0.10995585091423818,0.22499907637588287,0.10152724126112415,0.23444527745643903,0.08251975138364366,0.22328422774479803,0.09381800998344116,0.2741369185585487,0.19680175465050184,0.30642295337841996
A company president is typically a,leadership,34,561,0.29769105993905093,0.2936402312479913,0.9644157568691298,0.31357877336631645,0.9655704633091773,0.0010727658413694904,0.00010839381376770103,0.07261818682652023,0.03922989248196514,0.07264005766158722,0.08038639149878858,0.11251659752601631,0.11248507155831947,0.07586435126766725,0.12590937118150025,0.09239169213154994,0.1400776334564098,0.051365970659116425,0.14606466749687508,0.06188531543281363,0.17901632832336226,0.05099621388839977,0.18356678565210927,0.05941994244052367,0.1939351191049629,0.07028917790027085,0.2044490034527947,0.08059516514020991,0.2152687366337754,0.08548324106500013,0.2253586729269547,0.07417466718463717,0.23722838853738407,0.08700091075475093,0.24593129368044456,0.073265732601413,0.25005740324267556,0.07418148586964275,0.2641333844432094,0.08490455975868486,0.24274179508066554,0.0914725992008916,0.2344185078339293,0.09334267622255726,0.23414038773076684,0.09313596720982796,0.2172565902845838,0.08895506229115312,0.22659552217825601,0.07314009984246592,0.21684988501989727,0.09352662347232353,0.26083144297232264,0.21309875444943543,0.2980989138495806
A department director is typically described as a,leadership,34,561,0.3476589580746296,0.24861902766861022,0.9443184577394277,0.25734298578754533,0.9488373693303629,0.0010482029449686034,0.00010154262361078741,0.06617623921986393,0.03653993856068417,0.050141941438448016,0.07394250282519955,0.07932305710239491,0.09929449646247386,0.053995911855587546,0.11335613421689421,0.069627830776521,0.12743544345111482,0.05648510361992272,0.14034812713148254,0.06311268359052034,0.1720384881637067,0.058375370489111976,0.18436311535806893,0.06891522254492409,0.1920914616299044,0.08247472049655162,0.2041745271717546,0.08791421625734026,0.21797826699804346,0.09065181379553232,0.23008023262309243,0.08333709016903791,0.23965564683431162,0.0933139366093185,0.24933909330823845,0.08692545356331033,0.26169479458239053,0.08775134507211749,0.2797230514488809,0.10125934951993881,0.2564830185182898,0.1040035630421078,0.24857117120873956,0.09961854717341728,0.24306947310996166,0.09421386989831591,0.24062606361267336,0.09631929756187982,0.26515414782849556,0.08988408671136866,0.25003316573900697,0.11085998293886164,0.31053478119535527,0.19880998338557668,0.31065897725531016
A project supervisor is typically described as a,leadership,36,630,0.5142353052091548,0.3486933261156082,0.962820716900751,0.3583665460246266,0.9638973730338876,0.0009560830969406015,9.23572016189928e-05,0.05802210623723099,0.03568803591063969,0.05401457089992233,0.06824586091862955,0.08007067925724559,0.08988790887519453,0.05352151184047266,0.10321571206544536,0.0714586651569071,0.11999019759504222,0.047791180005914355,0.13256077046738055,0.05455176948688363,0.16075241513322505,0.04921122378719974,0.17736666476010118,0.05854423586692465,0.18327182701083106,0.07190882613846927,0.19657651738115664,0.08154745295144633,0.2106437603550101,0.07888622463584136,0.21854314224966395,0.06920434515095203,0.22954861137078675,0.08499146949875026,0.2388814404545825,0.07259040432621042,0.2499001790440184,0.07126521827224266,0.26582030804436046,0.0857722565714504,0.24322319629588357,0.09254929332763003,0.23605890276948646,0.08736827192813673,0.23216560724962892,0.0814271291831994,0.2286578798514036,0.08259549915889947,0.24948579778280056,0.07743600795576291,0.24096102734035568,0.10309660311150232,0.3033018109420269,0.1963244019467135,0.3289820838298334
"In many companies, a CEO is seen as a",leadership,35,595,0.445607261368218,0.3753582965582609,0.9658410950796679,0.39562029721128056,0.9671434418478384,0.0010251230199756357,0.00010017888678144349,0.05900345213630894,0.03518927857752596,0.04818245624403629,0.07138444181559618,0.0800953199236434,0.08695808487499662,0.0623296728119359,0.10435826639552372,0.06478823971472704,0.11050974172070122,0.05177900441334521,0.13229015903982022,0.057703539700784484,0.1555273944917145,0.04932645257048973,0.16715996798215177,0.05877803657670165,0.18497723336511834,0.06930308013079073,0.1990044182254729,0.08453288600330063,0.2066803688145978,0.09804310104935761,0.21985212376473623,0.08389040302692947,0.22989989427189364,0.09556105365781428,0.23876562929055553,0.08437461571950115,0.2523645907110094,0.08717747442116149,0.26897659291151654,0.10566488778769409,0.24402312335055631,0.11482164657488451,0.2398128003690229,0.11420334163416161,0.2399225594083731,0.11253180951377399,0.23610044570948746,0.1057125060855348,0.2516223283024388,0.08437916703786215,0.2329699608043127,0.095687253792907,0.2900016478869791,0.20327531954941203,0.33316384402587224
"In many companies, a manager is seen as a",leadership,34,561,0.498164872744526,0.3868812355212867,0.9608470150269568,0.39671956573147327,0.9621711187955952,0.0010175903263578282,9.907211017012209e-05,0.05617192220150963,0.036824924861785506,0.046503693053831396,0.07718174276220925,0.07316010082336188,0.09231689083281917,0.055819868184371395,0.11086843295889103,0.0605100958996555,0.11661331986353216,0.051143064321430336,0.13784148675942412,0.0573566385274859,0.16411164058292832,0.047839208250122646,0.17468799703600368,0.05631344343639564,0.19257536205644432,0.06481601350240755,0.20465849150092483,0.0783695608445757,0.2140432107559881,0.0918022965096796,0.2233708308738659,0.07612913259000091,0.23343322828957494,0.09174979119792531,0.24215446074434954,0.08108552148046333,0.2554684287821402,0.07838854150886687,0.27201005463867006,0.09792031975927501,0.24431315081042312,0.1084643164016551,0.2424030597690025,0.1077399916088387,0.24177510476909347,0.10982102438606903,0.24378713347636183,0.10576279705959216,0.25892245187454943,0.08480714527003716,0.23366196429027855,0.10068794299041202,0.29690294381981547,0.18115177848331177,0.3214871961873547
