context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
A CEO is typically described as a,leadership,36,630,0.49714950178275014,0.3385520970914513,0.8722817283123732,5.122259036109861e-05,9.593410943679418e-06,0.0012797307632308793,0.00025429402628148064,0.000781404370903862,0.000245104260196638,0.00044061606967014694,0.00038552443017092177,0.0006861025601885913,0.0003769730902834254,0.0007508280175110884,0.0005397612990641774,0.0007666532063739349,0.0011723489293031827,0.0007690870500555425,0.000926704394813784,0.000762291732382919,0.0020856326757250692,0.0012194677720211919,0.002326980834588371,0.0035244269151242236,0.006264535578677257,0.006905171733411959,0.014415814845419797,0.06875638325880197,0.19243918879327615
A manager is typically described as a,leadership,34,561,0.4248206013831483,0.3769915164448321,0.8899515881203115,5.510502075931587e-05,9.026510435334736e-06,0.0013014423721340537,0.00024977848193374246,0.0007802699437096274,0.00025842088685478344,0.0004460129169324392,0.00037222113840707275,0.0006689501994210192,0.00035146782916518167,0.000724526246586961,0.0005090052239002059,0.0007793033427972401,0.0010886421220836823,0.0007670551678158097,0.000904533286144665,0.000686023372287949,0.0023286050888276055,0.0013199108223503637,0.00249071235441004,0.003989734894600618,0.007115702654339871,0.007626494942600181,0.015850462433597872,0.07696519229079676,0.22974596367320954
A leader is typically described as a,leadership,35,595,0.37429688630246455,0.3147218481171876,0.9178375189658254,5.628107989713909e-05,8.62426100544259e-06,0.0014881759827393187,0.00025374708939181873,0.0008324921419447798,0.0002543003856930356,0.00046134244975505736,0.0003714775123980678,0.0007046351050326626,0.00034466404900286297,0.0007529616938519236,0.0004902845906671814,0.0008170658117026587,0.0010141736871323724,0.0008255704344552595,0.0008496614044092426,0.0006638288419116088,0.00251640756859174,0.0011846583621951802,0.0024309048676013894,0.0031447856764950373,0.006907470284525998,0.006758490430623763,0.015622825921956527,0.08272980406466601,0.22112278369257177
A successful entrepreneur is typically a,leadership,35,595,0.4157097883581272,0.47223011078312993,0.9246311058523133,5.739223137894354e-05,1.0525155806310035e-05,0.001476401551062879,0.0002529037357148426,0.0009243139412672512,0.00025133310047678684,0.0005383917979654528,0.00035916999290129336,0.0008235269763668227,0.0003669523366770098,0.0010075538410912863,0.0005946982946293668,0.0009855654160863723,0.0012565766763539773,0.0008706391783341018,0.0009010522215614872,0.0009241560175499632,0.0022690660348398508,0.0014511100347112012,0.0022242177277957045,0.004082421116907942,0.005710524267907365,0.007986060802478769,0.0121940892975206,0.05672425272632317,0.16541139019374013
A strong executive is typically a,leadership,33,528,0.336647373375537,0.2620292459614575,0.9101465460844338,6.18117406625351e-05,1.038145423988683e-05,0.0014331813113474306,0.000241085106374291,0.0009020514429836534,0.0002408783189994951,0.0005424199649418047,0.00034705438174657024,0.0008794538599582071,0.0003781051165384967,0.0010554909856028908,0.0006185470289652406,0.0011715921269632172,0.0014687575330175854,0.0010638712780209638,0.0011143213314872861,0.0010907025758416927,0.00323324915365448,0.0017213195191012917,0.003071868945554358,0.0038710678640426943,0.008033940930370203,0.006752214347716521,0.017498357752409082,0.06822766351995158,0.2575936153990381
A company president is typically a,leadership,35,595,0.4068258503743537,0.30619805539026856,0.937902822974138,5.837128240881875e-05,1.0175474241085653e-05,0.0014050557639359539,0.00024419377885101593,0.0009488994787006153,0.0002462339090547034,0.0005430677533628303,0.00040739704819838164,0.0008155194750747449,0.00041228988652515866,0.000977013385308651,0.0006236069669812716,0.0009898485422076952,0.0013075229709882618,0.000871968434660769,0.0009541382980222541,0.0008425231324207829,0.0023775914396730593,0.001408262035979264,0.0023223402796465667,0.004435691970147897,0.006372311255288499,0.009026923571433072,0.013861563096478876,0.060382676141500044,0.16034014960560541
A department director is typically described as a,leadership,36,630,0.5048892161548474,0.34711929270997643,0.8508171630091965,5.463876511326584e-05,9.421626983659634e-06,0.0013356678355050074,0.00027878940704287314,0.0007091279959317271,0.0002667635624820888,0.00039822466069778725,0.0004247799668974095,0.0006435418633902177,0.00039081348849697963,0.0006292937799119575,0.0005492371297992071,0.000664773558597416,0.0011819574391983495,0.0006773493632672445,0.00090310817597312,0.0006771859935423418,0.0022041131111251782,0.001104039961697644,0.0023536132124180845,0.003242800708881129,0.006340808568204903,0.006019005392137433,0.014564231252951322,0.07185896384029608,0.17775393023736427
A project supervisor is typically described as a,leadership,35,595,0.5061970393833568,0.4451733089517802,0.8861763866152614,5.7834234263628504e-05,9.01775442703201e-06,0.001270552887219725,0.0002658319579994517,0.0008037147530699584,0.0002643701965183868,0.0004195001259816228,0.00038687553704645734,0.0006096988777850196,0.00037031114488598034,0.0006608858916700945,0.0005050753041165169,0.0007020960408079204,0.0010615538585014913,0.0007101375592786735,0.000807022536236568,0.0006478102139400201,0.0021529440053614695,0.0011582821889754762,0.0021715946923159973,0.0032050752118640917,0.005678126451312893,0.006913300410304303,0.012493354716678371,0.0662103381087549,0.15024261569321032
"In many companies, a CEO is seen as a",leadership,33,528,0.3381893467961878,0.3422997836023569,0.8924434359651059,5.2036585860926525e-05,8.083651157665305e-06,0.0014846266862533588,0.00024856308604593094,0.0008670617102090339,0.0002260424484618522,0.0004764403597871591,0.0005145157521327735,0.0007412885140689235,0.00048442753113624046,0.000839413524155412,0.0005983957139824144,0.000886158425357578,0.0011919233312794437,0.0007187555802272747,0.0008403303752088996,0.0007751097592780458,0.0016604869816125418,0.000991629834882785,0.0017913235162518152,0.0031548493271797147,0.0049608101311609445,0.00563774486966549,0.011004535041204385,0.05394168860254996,0.13484555139262383
"In many companies, a manager is seen as a",leadership,33,528,0.30300987839646926,0.33030907064676285,0.9038640565704554,5.100047883067304e-05,8.067354639018978e-06,0.00153452464314179,0.0002450915948200925,0.0009052475405579383,0.00024037909488839107,0.000483553260025814,0.0005326301079353579,0.0007733486252954956,0.00048263202823308556,0.000864963301637627,0.0006066887925943538,0.0009001536810909494,0.0011494977437920273,0.0007636199546991153,0.000845260494341254,0.0008350675333787431,0.001916323158872549,0.0010714017360325735,0.0018851917187831474,0.0033201778476092984,0.005427920656006549,0.0064013743234773695,0.012147093654201776,0.055201871256592615,0.15770257625869624
"In many companies, a leader is seen as a",leadership,31,465,0.3435008236617336,0.3786079525016248,0.9054041120689362,4.6676928724570344e-05,8.321437530536197e-06,0.001561283956423563,0.00025456191948958564,0.0008514711189219438,0.0002416564147976143,0.0004629440605294232,0.0005310272955500049,0.0007458104907939523,0.0004978159946093537,0.0008723591832298937,0.000608417873787998,0.0009127908379982347,0.0011322892495245296,0.000733965319210422,0.0008580487558515643,0.0007272946525417204,0.0020067432484844917,0.0009051212098177703,0.0018680915443575305,0.0028412955678660157,0.005399764493368198,0.005330189900507063,0.012161507306935467,0.0492663897164426,0.1606946994273464
