context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24
A CEO is typically described as a,leadership,32,496,0.5820922187266862,0.5799029476474971,0.9975609750981675,0.006116606608831992,0.0013618336877640295,0.009308939418797822,0.0041800389814903895,0.008104951825088481,0.010796375684477885,0.010531083446393304,0.02202476152991971,0.010857143124347912,0.02954297285622836,0.013284498986964476,0.03671898532749675,0.015757484543371253,0.04637402104917941,0.018551377438619735,0.05596440024207497,0.029688182166634318,0.06474059486903998,0.0450181527200816,0.07609841054564888,0.055006334635770045,0.09986182663257068,0.04569813648102366,0.12505321788422952,0.06116695162963785,0.15543895492472015,0.07870904015607086,0.1724760531487648,0.08665600600061843,0.17425466943587709,0.09907889852327968,0.18879183169940794,0.12065443867411052,0.19698301055815215,0.11776225456586865,0.18795249261520958,0.10932210912870595,0.18228165192543283,0.0897107272470328,0.165946608476083,0.09185680836550911,0.19322122622967441,0.09838672832543735,0.23630606621643013,0.09205653213523114,0.2794777234584142,0.09933473045405906,0.3485288568360989,0.11587125590530942,0.2682895227736509
A manager is typically described as a,leadership,33,528,0.5958603237296507,0.7462600765284151,0.9977771213452797,0.006706320519094013,0.0015048980465356275,0.010315034308022535,0.004243579921774036,0.010254544820490472,0.010929013129745837,0.012979280538565216,0.023752916694083928,0.01280892446013606,0.034928057786680955,0.015407567043464769,0.04541189460228755,0.01944909888632664,0.05889908467427881,0.02711546448991334,0.07090117157929711,0.035943842555075184,0.07989664368298352,0.04683991768811616,0.09146551361120499,0.05626208850389769,0.11802310280309355,0.045483542075793165,0.14350431451105564,0.0655465685889118,0.17831601465443514,0.08716570338012748,0.19750593579694753,0.09633266994890129,0.20300048411823424,0.11054566281426442,0.21758111669694954,0.13530333782042472,0.22365658332226696,0.12719181973370766,0.2144046436542737,0.11550034336584222,0.21143872998735788,0.09257331882388296,0.19036959130463268,0.0961336701209874,0.21795495896279377,0.10135024140497671,0.26260413334260924,0.1020642212987858,0.31082580088764195,0.10317035779608213,0.38320198509290565,0.1315979831727035,0.31648615415593373
A leader is typically described as a,leadership,35,595,0.5696083101685352,0.6378328854916617,0.997232416382758,0.006441907261936039,0.001364774630907292,0.010334721593365,0.004024692400828484,0.010374104488207374,0.010662839561930324,0.01219813318807715,0.022220717739243147,0.011974450039066787,0.03484561158857236,0.015980615419431243,0.047493417662201304,0.021159223237047588,0.06300314871082904,0.03001859904127476,0.07752598280869041,0.03783818860117225,0.08734762916687674,0.04780060930143792,0.0981646311553796,0.05591846174448768,0.12221534880536564,0.04982990874922351,0.14487415031482787,0.07771183631280192,0.17590171530265525,0.10439984921832736,0.19642056931580024,0.11426417901428829,0.20310898230116395,0.12634730284361306,0.21944684731786557,0.15534656617630008,0.22525953987484,0.1537274573431413,0.22058514140468946,0.1416676148915711,0.21327574920122694,0.12316896402932412,0.19363282136896667,0.1229496639523799,0.21902760337945823,0.12915983364169634,0.26870595004346626,0.12951582752765087,0.308157873142411,0.1395800764454866,0.3826295249049301,0.15425897691663487,0.33677989839019923
A successful entrepreneur is typically a,leadership,34,561,0.47360736535427217,0.43185512628406286,0.9993437472185178,0.00535964754382235,0.0013352592683172576,0.009959990325253602,0.004334675772986306,0.007711330154304523,0.011228971781792366,0.0096169684251875,0.02159632315849234,0.012302384176474182,0.02801998178724166,0.013670568854289569,0.0333314733238624,0.015104096851140203,0.04124976963682444,0.018617226705607864,0.05266019446525498,0.03390893388563958,0.06110824994750505,0.04587926999793819,0.07334043073901375,0.056204420740161916,0.09343417740954908,0.050724083711049944,0.11096198037275513,0.06258710023453168,0.1335371717980875,0.06973572069204592,0.1472489073243028,0.07441770098386896,0.15675718133284622,0.08575874956598073,0.1699326631519405,0.10155990954538682,0.17172562404637481,0.09838625122652236,0.16374648815389858,0.08715759090578867,0.15932372410937395,0.07679028159122181,0.1503918745017425,0.0760189141197968,0.17363355114969375,0.08554674745134264,0.21460170403120765,0.08067456384329988,0.25079368436900734,0.09214155421740235,0.3125719254050873,0.10653087307929873,0.2364262141508929
A strong executive is typically a,leadership,31,465,0.5606823921523799,0.4347247192636132,0.9988398442765174,0.004731551626538281,0.001125772329621937,0.007837597345652899,0.004050618947663694,0.006188697327455482,0.01093056959239468,0.00920436622437108,0.021651747874416732,0.01116740945933576,0.029433882167132445,0.013285425049457752,0.03620116785981487,0.014847430951362112,0.04493957194364606,0.01949910816623717,0.05663521492926916,0.03525782979212613,0.06392364457094848,0.04854555775919556,0.07746197480009545,0.053261991432521985,0.09903357309453982,0.04331733540251519,0.12347236044479226,0.04890912949637102,0.15584950751140242,0.06744547499594622,0.17564423725306294,0.07219493263401826,0.18438424073117246,0.08705463339935587,0.1953710782241553,0.1165333178105347,0.2026600783767133,0.12035471306959664,0.19261337359449926,0.11250924047512556,0.1853825877080378,0.10271899807011997,0.16646370381637915,0.10116165095119614,0.18403535678773003,0.10483807338703748,0.21508288505840037,0.10554982422120604,0.2515651346921242,0.11350307211910464,0.31586628752522217,0.1388656798433933,0.2600152534637685
A company president is typically a,leadership,33,528,0.5364181328470145,0.35559788811951876,0.9997454989097605,0.006044216582335274,0.0012930004544214218,0.009458853582509126,0.004156875907263092,0.007132072954562155,0.010696878725986986,0.007810940688346316,0.021841289517355658,0.012563736539177445,0.029910828680621504,0.017356579469768176,0.04010496489968722,0.018063593691272403,0.050906030343971516,0.02022890790008093,0.06243805969730544,0.03449938214143054,0.07063889430531724,0.04886570591976656,0.0830059634010868,0.056662566055369054,0.10529836137113055,0.05175281492041647,0.12642664569046014,0.06444499384762661,0.15212215779004035,0.07711749970608642,0.16867171331047923,0.08191129544236003,0.1789339978324453,0.1001719694066892,0.19390485664775453,0.12492877768093423,0.20441248360510733,0.12202476611828202,0.19134325386124407,0.10213948471457174,0.1876902257516867,0.08288951449703909,0.17308978890034443,0.08139993137841392,0.19652648042487442,0.09404153855067275,0.23218435839667845,0.08188354378343608,0.2585941532462282,0.0898983523545212,0.3148994262186364,0.09470551849769926,0.23830807126496883
A department director is typically described as a,leadership,35,595,0.6170271910237964,0.47333924658596516,0.9938858142413665,0.006887276256066721,0.001603215597880392,0.01025420249098471,0.004401583243912827,0.009641430030645099,0.010777176985024672,0.013328983153438896,0.022407105979117572,0.014963910593369264,0.03248152902213585,0.016602878617194484,0.041534306234281296,0.01879220499239258,0.05225999814588232,0.021996537866829684,0.06149658570347531,0.029086931201304688,0.07011255917258022,0.04117553526450877,0.08339922796597059,0.05033362691811048,0.10769935298757931,0.039750152975353746,0.13285014673913179,0.05398556291852884,0.1661717621666847,0.0685876776002367,0.1837067427286342,0.07531403302132114,0.19191023673132762,0.09231234297812421,0.2076713979955701,0.11848994863926444,0.22059495638824964,0.11870505072466077,0.20819142694810236,0.1119580351604734,0.20243616088442207,0.0926088973727801,0.1847577714132222,0.08486125290891204,0.20382208257077555,0.08765015490352711,0.2401926339115226,0.09102152364737863,0.27851706679636595,0.10189609438851165,0.3474952393675598,0.10616211765538483,0.27981842855576533
A project supervisor is typically described as a,leadership,34,561,0.6244401736169619,0.622015574015677,0.9968241986789508,0.007196764590606849,0.001631013347714016,0.011397189020830182,0.004427685361352792,0.01141660559540764,0.010951282466678274,0.015510839526362034,0.022053281423240374,0.013294546326908558,0.03366379121441866,0.015493008947491829,0.04412121491073228,0.018164921915782166,0.05701068029544754,0.023080731180180614,0.0684501116728178,0.03179388588556609,0.07845722309851179,0.044296363022135424,0.09301924570030566,0.05325167128163267,0.11932277437289672,0.03684462878012423,0.14956654540167974,0.05390153774188828,0.18900569904097114,0.06944991691723419,0.20671246336081156,0.0838810013668822,0.21411622886386467,0.10113475767769194,0.2293108053685972,0.12793748990962353,0.237951532367585,0.13068659180963557,0.22617872130849143,0.12667340457838788,0.2140114148012389,0.10446368101941127,0.19279419638651582,0.09161662761889712,0.21025007830317016,0.09225624812837956,0.2480611754603053,0.09371234517806741,0.2871509890383636,0.10333412411037726,0.3536248670148863,0.11681858045642954,0.31099739342128
"In many companies, a CEO is seen as a",leadership,36,630,0.6144541296850543,0.3291142089292407,0.9803164126351476,0.005036552422390006,0.0012803817699075732,0.009985985738810198,0.004124463727138757,0.00925913837550108,0.009836337046264845,0.010670255876672103,0.019415288112932888,0.012635041659866194,0.027818763007423572,0.013249125502966958,0.035400009296634755,0.015092560638107351,0.0459818227919622,0.021652491120086735,0.054285583092161804,0.032770059966636296,0.06375213831259612,0.044517940149841256,0.0760051794086985,0.0423325101727505,0.09435195203180793,0.03061368482102403,0.11308886021993919,0.04204922020006842,0.1353923069083172,0.060823747027822866,0.15003453577447476,0.06085035873815,0.15720870036255322,0.07306939093795674,0.16769535497709523,0.088404823689587,0.17244552776278282,0.0867196978673247,0.16651807261378615,0.07552883352039855,0.1674091912503488,0.0614649902979221,0.16205455537321478,0.06452113884034673,0.1809080904579992,0.07144634052928282,0.2154523676658781,0.06859828465160155,0.24737724695953542,0.08264081274933151,0.29950767641458415,0.09795420317689167,0.22678328200103082
"In many companies, a manager is seen as a",leadership,36,630,0.6371930326514693,0.3384360009804368,0.9774029336986132,0.005753043303321381,0.0014717556977377293,0.011093582595984062,0.004573406304322212,0.010756529090152504,0.010560458062192822,0.011730198813876604,0.020049147376122053,0.012795703985218461,0.02839365137760648,0.01522092875086974,0.03571255972613659,0.01317831716403389,0.0447061839717723,0.023104463862428547,0.05306728725175225,0.03725689414244618,0.062250430893277246,0.04945015760183855,0.07341158225488482,0.04734284930528044,0.09313938649901478,0.03246674277075197,0.10962297370664782,0.04415929873559224,0.13427456900987494,0.06544080803004984,0.14981961948379932,0.06437220221891278,0.16115321382247835,0.07263520224654972,0.17367582850403307,0.08780817363927043,0.17655154551985908,0.08953142565043518,0.175895712538972,0.08390245662826545,0.17929191507879502,0.07168676385095649,0.1704726044515692,0.07234085851476289,0.18645046546948046,0.07723950174355247,0.2177194408765283,0.07829075670457675,0.24653132403437633,0.08944079500812611,0.2983708560841591,0.11603941552050744,0.23054602632258872
