context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
A CEO is typically described as a,leadership,37,666,0.5206357815000735,0.19041028060019016,0.8762721579987556,0.0004361390565751222,2.926279006480474e-05,0.00672829219173563,0.004343668678403652,0.022712494966608897,0.013160890268900381,0.009206163649112144,0.018559204958201306,0.010541782681482243,0.024244215925648852,0.019669752234446506,0.030712106314205807,0.027741280974872305,0.041987690543873364,0.023264744958842995,0.04984126423497193,0.018692275232803535,0.059749195178709476,0.026525658166755818,0.08288753942438624,0.042466023757320545,0.09875790280704208,0.03758413148372425,0.07857732129712248,0.012836745006080568,0.017541796481415937
A manager is typically described as a,leadership,37,666,0.5407532161921798,0.22320936853066087,0.889557599555701,0.0003708130943019692,2.765806397287752e-05,0.006541504474544767,0.004431296475125094,0.024738144700637496,0.014041801707703305,0.009791252632175187,0.020477001154013477,0.012061783851856496,0.025153130292311605,0.015564622770606825,0.030355083277552975,0.02095612801842409,0.04166092459420632,0.01871590632309026,0.049903821968497464,0.01804131452723615,0.06354537559941291,0.03393605763483598,0.09183732112294152,0.05378987122757935,0.10925309467174964,0.04458503396704615,0.08618189273668762,0.01343562465643745,0.021419905142519298
A leader is typically described as a,leadership,35,595,0.4782174905937178,0.3066332023590803,0.8766547492705286,0.00037185199944142857,2.6655865077437495e-05,0.0066431322790162645,0.004658519222784707,0.02375455906398744,0.013630676921590161,0.009291782082629822,0.017969469096639823,0.01340125248407306,0.022354999138997682,0.012384821677730414,0.027786373647501708,0.016303026184902737,0.03747545540524599,0.01614803493548178,0.04653348053338039,0.02061991858062727,0.0581148502311862,0.034054565765068046,0.0785778163852968,0.059776272984817955,0.09755902642999895,0.04882940801794927,0.07940946516055042,0.013825110436705954,0.021099979462901992
A successful entrepreneur is typically a,leadership,33,528,0.42278618264002,0.31008849386125803,0.9380726089002565,0.00035186882702476234,2.7928675288083323e-05,0.007532359631352136,0.004606414577254124,0.016131293357303275,0.014772884401628914,0.0072587195912906235,0.018683234257043366,0.010272950314917638,0.022930165775095004,0.010637217144518688,0.02906127907316141,0.01385076213882151,0.036536762170586906,0.014528763325395148,0.04636645188957041,0.016988317685825646,0.05917703230518436,0.03458745242886643,0.08701587644120942,0.0633092036236772,0.11079079671694175,0.04916783427548521,0.08937511573184188,0.011247780119637143,0.014277267884040944
A strong executive is typically a,leadership,33,528,0.4420794156205265,0.35015100333839655,0.9744600640842691,0.00039618171487303523,2.8035546691254883e-05,0.008137399636426968,0.0046718433561040275,0.017290868565008135,0.01497907358015435,0.009093437293719829,0.01964309351068355,0.011292807078254271,0.023660312207197554,0.011310338184175366,0.02917030137914514,0.014045900461213007,0.03741364724972725,0.01464898561740357,0.047411601546330666,0.01791958997601785,0.06299750093416843,0.03649260225213467,0.09905775035845439,0.06186987459764271,0.12408839088993584,0.0502079648598292,0.09761245437106661,0.010944663166538467,0.01604794272149417
A company president is typically a,leadership,33,528,0.47247522099946776,0.20981833059340715,0.9719720766879618,0.0004041379308438146,3.132277588704514e-05,0.00777042591855111,0.004562310305309843,0.022708289966795202,0.014604374474743569,0.008535317446037959,0.02005283795822849,0.01119193001374199,0.02403591453956861,0.011506435423141462,0.029124855385345032,0.014257342468914759,0.03710716520907618,0.015969192521465527,0.04791224533065333,0.020814875252256688,0.06064567349670224,0.030429718673326445,0.09076230832402013,0.04964062041783515,0.11333132644428208,0.041570910955846405,0.0923648859451445,0.01180534621248523,0.027021481789573205
A department director is typically described as a,leadership,35,595,0.4676393753219527,0.13776893238537014,0.8926150379702449,0.0004204446679209674,3.0744757030630256e-05,0.0056891322576528664,0.004345095858162873,0.026325733165000937,0.013705232295219034,0.010137242166265563,0.020517980530391354,0.010706545781518749,0.025589633783312263,0.018339887642979873,0.03099904209393838,0.023808530062260354,0.041445789914463085,0.02211297011621503,0.048697022111404496,0.022764421633159598,0.05922450887933333,0.024524996536483424,0.08260428792879473,0.04104730970677463,0.10141349229319298,0.03463853654913747,0.0825293071617298,0.014247005688960625,0.022766952764817848
A project supervisor is typically described as a,leadership,36,630,0.5777647150453161,0.22774289408698678,0.870018720626831,0.00039277828301448255,3.356820453542797e-05,0.00603642256875962,0.004080872369224716,0.02120512399794155,0.012272952933678428,0.009639920168145188,0.019278897395544083,0.012057954749124253,0.026427582675790103,0.0205896644098766,0.0326200133980998,0.025393252879206164,0.042878198750933114,0.018559226320037592,0.05026050928681597,0.017508011791507995,0.06223854279236902,0.02756009860475446,0.08853817503739808,0.049339409883827165,0.10814588913587435,0.04109655834006033,0.08440273252823538,0.015508815319806,0.017699730724221385
"In many companies, a CEO is seen as a",leadership,30,435,0.42027671626102814,0.27389038586989045,0.9703979630721733,0.0003438638653344843,2.6529207162795388e-05,0.006182025704597667,0.004062696224456778,0.025446923462847198,0.01276679375655754,0.00997183567773686,0.017550133158412706,0.016512464659223448,0.024838565768929066,0.011799288575021627,0.028772000129045194,0.020097278764132604,0.03687855965202245,0.019921756150613236,0.04198550922527396,0.018776991932517986,0.05082441958629261,0.027565865337320455,0.0694113183490145,0.03655992400514051,0.08289705667012948,0.029681699902373855,0.06772810383021159,0.010897499125356943,0.010057088282154935
"In many companies, a manager is seen as a",leadership,33,528,0.43741924793352505,0.2687546834349632,0.9742566418135539,0.0003680140974163686,2.506206628587067e-05,0.006005030485010845,0.004154291711878714,0.024594701082110253,0.013310413887139168,0.009734659643760718,0.018465111955499828,0.01635427781799308,0.02489399586169745,0.011762818712186113,0.028759754523922272,0.020678866351825687,0.03735920935166408,0.01965181391064865,0.043020386654952135,0.020102394836604948,0.053299508046924626,0.031738134881279544,0.07506662923954924,0.04108258139025913,0.08942292728612314,0.030824021568661687,0.0709869908829519,0.01310676173854489,0.011651028720374075
