context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24
A CEO is typically described as a,leadership,36,630,0.43886072309410906,0.3523794012144208,0.9418384148739278,0.3683349683542474,0.9457970801540796,0.0009278279706245805,6.773288186351058e-05,0.0117330149991751,0.0010691901601461316,0.01614420894498988,0.0021419401440420835,0.004244424914078867,0.003500922371739021,0.004051025700169844,0.0045219480636054,0.003164017221471031,0.004845176589325946,0.0037331062011207775,0.006153585938361402,0.0042385331732750775,0.008498428473854173,0.005157543079696234,0.010826092725357275,0.0068181731916609695,0.014322796697192022,0.008054173521594637,0.018467310751842398,0.011142110840108483,0.02373530266785913,0.011174012686737763,0.031220795814094926,0.01054725294713281,0.03880763366054366,0.011763273802493692,0.047893274871558617,0.014647481705372709,0.057927832470785506,0.016968750456457314,0.06792763497413296,0.019197021544627203,0.07392028144397046,0.02408718892835585,0.07936783487444585,0.028587579091427957,0.09031152867066009,0.03338242950276834,0.0865665391349481,0.030611278351631493,0.07753344206801974,0.02495935065337298,0.06496344936278156,0.037138575527695304,0.05953721103223771,0.13405114334255622,0.07131708636929021
A manager is typically described as a,leadership,35,595,0.44726739773844154,0.29480157187208533,0.8989171297289431,0.3005978836590657,0.905672685004447,0.0008288206032013406,7.485338121846803e-05,0.011560362619647203,0.0010872632224181254,0.017159846277346145,0.0022339836761753997,0.004337643016158456,0.0035171764579126773,0.004221570340172601,0.004823742949080983,0.0038793293712134818,0.005357977430000187,0.005045931377099493,0.006733588009623743,0.005960945102970978,0.00945624302934137,0.005521315615629477,0.01190971563878478,0.0073604285362087055,0.015220389705347816,0.008495391056431174,0.02017862544910829,0.010180233263633563,0.026171309893340104,0.010382256191530078,0.034119599030066325,0.010908757284006148,0.042095075622714126,0.01249349534831691,0.05343543434604856,0.014501350322236492,0.06448237412196466,0.01745244847956057,0.07541586904934112,0.019907793182828686,0.08177876739057048,0.027834735122043402,0.08685645624501481,0.03396908267605624,0.09729488915986252,0.036667727037812174,0.09076957758247366,0.032372327956860056,0.07952430763037621,0.029983016465762735,0.06809579435095459,0.048111515386382184,0.06778018412243154,0.2878279720118291,0.15817902429153902
A leader is typically described as a,leadership,36,630,0.35062293448230963,0.32568121678195894,0.9371777276974171,0.3389679035899462,0.9428551060998274,0.0009365471680515007,7.24527030715368e-05,0.011296319635372202,0.001159406603520365,0.015131816086788123,0.0022990284039186757,0.0037703900079021,0.00379609212501425,0.004457842076562186,0.0049675526655779895,0.003618058924240517,0.005386489892963321,0.004262212641363919,0.006580752147457032,0.005489129755364947,0.009306151319880433,0.0052255585423836015,0.011767610107204772,0.006816820371377255,0.014842475068062945,0.007988661561430825,0.018843837389887805,0.009930157725479508,0.024364602891810624,0.011002801865609915,0.032517538073521764,0.011491638196745096,0.040516356985441065,0.013771765989689402,0.051116330063461446,0.017617364942563444,0.062349319173830096,0.020719111538893994,0.07295192324775185,0.02228447609439299,0.08042705303042219,0.029396281030822088,0.08564507458244863,0.035236419177503794,0.09587920714798778,0.03648912750050069,0.08907789806565997,0.03390858742451421,0.08044896895456682,0.030646563203600232,0.06967680013326143,0.044432963946849514,0.06549672959761257,0.4630466981955751,0.2764578208172551
A successful entrepreneur is typically a,leadership,34,561,0.4843074978858952,0.37591682747006416,0.9051978380884975,0.40069645254698116,0.9140913997107418,0.0007545624854428533,5.5946623558586645e-05,0.011931717580593127,0.0012816497476119747,0.014979284291115775,0.0025301912759871535,0.0038401857897297346,0.004134449605818831,0.004640854164375377,0.0052591729604128615,0.0038965193707799065,0.005381614162356559,0.0036558371089871603,0.006600057710502225,0.004242832333337651,0.008853763282578005,0.005789782892657225,0.0112348270210073,0.010313820858260943,0.014275795611412142,0.010699865988195013,0.01785623411782548,0.013654222300562919,0.02301647197213998,0.014242373115002515,0.02917210604165254,0.012473780199149076,0.036340355685257654,0.013406415169704478,0.04433777685501692,0.014258280833525204,0.05202391468607955,0.01745773010171585,0.058988658115608925,0.018181506614305402,0.06214432290194263,0.023476742044879727,0.0662225517781422,0.0272439511946673,0.07229052982325251,0.03128007568941901,0.07021331315398778,0.027823737865514307,0.06382386154548204,0.02154131547783266,0.05501995924144615,0.030338215365818065,0.049154177640580596,0.15114800730834002,0.0826475482880881
A strong executive is typically a,leadership,33,528,0.5273791835828526,0.3768935385160148,0.9916118453547824,0.39225933241687017,0.9922593334299279,0.0008719303908618621,5.438373966962818e-05,0.012327884423873066,0.0012786243145994063,0.015529569106998105,0.0026538074338777144,0.003940813613810796,0.004355607845514879,0.004071025997430431,0.005548092688561618,0.0037442683768247804,0.005913997457282881,0.004075461990862413,0.007596856841607713,0.004244454903022574,0.010349375606816945,0.005909393588842965,0.013206233394217864,0.01153730942515696,0.017003043600427627,0.012193034359164119,0.021306397811980966,0.015359261939739419,0.027247803986374507,0.016635695402078567,0.03481057126508275,0.014789141281361332,0.04273245569241481,0.015923600947881963,0.053123477606116604,0.0162534258315935,0.06453068564659867,0.02016739500465775,0.07484568128723487,0.02170216923788292,0.07942886148181581,0.03118133700985386,0.08735312641121566,0.03663817167467577,0.09454151160826008,0.03657785594145571,0.08767487083582524,0.03343143517096856,0.08010249843594267,0.028509850661391667,0.06812226173485164,0.0400107816533383,0.056722333287659674,0.16752273917089605,0.08584065171137924
A company president is typically a,leadership,37,666,0.5709544683458875,0.298063273075968,0.9670777480350807,0.31723409349251597,0.9685260393814588,0.0008157336836208356,6.0210474548237526e-05,0.01183601055896976,0.0011444288706268266,0.018417606625715285,0.002518838877746543,0.004755941559061815,0.004275321224426511,0.004524392420176473,0.005584602772988959,0.003553508443286328,0.005565103347627123,0.0034195498522911452,0.006769683999834394,0.0035616741701460304,0.009075266186321082,0.005771401968192502,0.011457888970907234,0.009305697593673284,0.015976955366442884,0.010877251406803826,0.02052303088313243,0.014526553365149387,0.026448003549175356,0.015754012522851954,0.03449264179619167,0.013303067976983048,0.04387273092925014,0.014305976957176229,0.05365394060135125,0.016433085928463466,0.0618482079051695,0.020234199634353793,0.07133236575887714,0.020192920224395172,0.07650251751412547,0.02753346550180034,0.0834108973486686,0.030708519059363983,0.09162179167328179,0.034606329581095656,0.08767505713480586,0.028812270653617657,0.07814536482151382,0.026451487725753037,0.07043939719394483,0.035568928778465264,0.07018339748241016,0.2185490274430323,0.11986506775033998
A department director is typically described as a,leadership,36,630,0.5419730371086922,0.2975219772197306,0.8798302975483239,0.3065755308921325,0.8871421342294781,0.0006912409595722185,7.011123269643544e-05,0.010597375722949038,0.0010801482003666306,0.015387621667523717,0.002145876854458156,0.003826156213524373,0.003522874980548698,0.005491681008273204,0.004703107423436104,0.004571163850905083,0.005131285684610588,0.004321970359326393,0.006328851707463418,0.004208201412312531,0.008480972136494017,0.004605195643068881,0.010798554983233741,0.006299760221458533,0.014727681969887088,0.008539200316437809,0.01998681540845408,0.01003578783268813,0.02563500245857813,0.010686094318960091,0.03390489067261196,0.011072474135743146,0.04238686677731883,0.012769177518101589,0.05290598598611834,0.015885970350946424,0.06307569146887762,0.017876327048063897,0.07342064656975697,0.01915815302563182,0.08035774465734237,0.023811333468522412,0.08744894131388968,0.028156992115967883,0.09977386574918395,0.028563087391159064,0.09487248904060681,0.025310928870244855,0.0867302929405464,0.022151919885740497,0.07505501122070496,0.03253590104529305,0.07014371855570865,0.2191039197600897,0.11971781071642124
A project supervisor is typically described as a,leadership,35,595,0.569856614244149,0.45809309743344784,0.8681548573076725,0.46382043535322737,0.8717270752586899,0.0006938861548742225,6.83751417482416e-05,0.010566686389875141,0.0010130229004256103,0.01422124964352237,0.001992466564984206,0.0038028597076406666,0.003317318931786008,0.004305300652874014,0.004441510436307231,0.0031700632414005197,0.00491135860196285,0.003557090014894774,0.006200698887489334,0.004327342617067002,0.008411996577552894,0.004960269116157927,0.010788744617825216,0.006480565984658742,0.014505820791407118,0.008766541161270503,0.0197487865281996,0.010044061863354783,0.02520893097877396,0.009722729535399549,0.03342870469650823,0.010150158305672922,0.04204037425142461,0.012425928248339563,0.05263790847114937,0.015098457877927924,0.06231886756572341,0.017879453225159613,0.07083251477299006,0.019758467119918608,0.07592434890225429,0.0261050745357127,0.08037580598342987,0.030779199160940046,0.08656350795260302,0.029414017339328666,0.08110107740497327,0.02565888238593195,0.07436408653969956,0.023426708213414176,0.06448456200588669,0.030955766236117198,0.0604274418370509,0.22646219107188595,0.12736887769393665
"In many companies, a CEO is seen as a",leadership,35,595,0.46833314150025024,0.3003677143715322,0.9586411836789921,0.31758404217180214,0.9605485431243324,0.0010785557783899388,6.89378290777246e-05,0.010742047790952591,0.0009359635769108841,0.01699243200396755,0.0020565867025123166,0.003873838916361757,0.003321903252308665,0.0037118230601136293,0.0043213361165781675,0.0038846495187736933,0.004474438739250797,0.0030497864633057268,0.00555929948871517,0.0035840317644955824,0.007535842521324164,0.006739148287087721,0.009756657489988893,0.010670162064567595,0.012742065361189705,0.012484467171436042,0.017129780769944536,0.014774395474814392,0.02206003427849892,0.01532126768403383,0.028306305060305025,0.014685850146422765,0.03510567956536928,0.016872319076280385,0.042918246488154115,0.017313808128066117,0.05120157345864934,0.01921634098826348,0.05952778791295782,0.019424739348950015,0.06601563135423016,0.02564148533894121,0.07051346279881743,0.03065574305698251,0.08025604980943586,0.033122264992965514,0.07537717754797643,0.029120060222265515,0.06629685486902215,0.02612662621995339,0.05754255709723195,0.03452813232042869,0.05024340240718639,0.20163625334691077,0.09966734620697436
"In many companies, a manager is seen as a",leadership,37,666,0.5198521740290305,0.2481987029314041,0.969510160270147,0.2701307654751872,0.9726571629889804,0.0009304732157412714,6.62606267051289e-05,0.010868016548060341,0.0009707170548814891,0.017069968481238814,0.002127763854507123,0.003895015101994228,0.0033625313931349094,0.003937726334455144,0.0045037482941272826,0.004067820969756582,0.004702561696199911,0.00333121010987411,0.005816251007147885,0.0037964863545257204,0.007868603566305213,0.0061056747651955234,0.010200171116698747,0.00975826262950227,0.01313303988519432,0.010213401120707644,0.017790805476276483,0.012187350677904768,0.02284815979391179,0.01261428512710168,0.028892914760408516,0.01256642388180424,0.03548458774211055,0.01508460933721102,0.043943576108933166,0.01588330788623442,0.05147853233808411,0.017439457121845803,0.0601653120915847,0.01856611633889681,0.06666120366900684,0.025550709588643045,0.07074835548707584,0.03261181146670637,0.08013900083634234,0.032520472272760954,0.07316093132855125,0.028464587069494594,0.06535883284240941,0.027447504229808496,0.05694382845043464,0.03644559853049336,0.05139068647483272,0.18718812339117444,0.0935904725848965
