context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24
A CEO is typically described as a,leadership,36,630,0.5307823067492834,0.41093563567847013,0.9142035725526512,0.0027329289597131756,0.0006702777517723388,0.00887964016710846,0.01095144721172098,0.02258626197528536,0.034543880998133075,0.031989532225717154,0.05361496451936067,0.05178723978682334,0.06815078748441222,0.06239824893397645,0.08944834354324796,0.055336900050698135,0.09322922796857563,0.05550040151321805,0.09792482097838567,0.0526542255901345,0.10593036954839952,0.05025937555945636,0.11529980367665386,0.047578951065732164,0.12676341881782086,0.05256876386938264,0.1390196151888585,0.05091390971505622,0.1487628788844586,0.04597425320929075,0.16114104969413304,0.04922935232395432,0.17680832141637448,0.048522819191589975,0.19050992917888845,0.04619625571689525,0.1999920407137499,0.045151789946447446,0.21692162384541636,0.046155960240446575,0.2259518553868226,0.04805490344110753,0.23362049841336688,0.05243666964277319,0.2271603263045979,0.05777133534753396,0.19164986677864188,0.0177640067342895,0.04914453351484582,0.02042085228342604,0.027971129672185735,0.003952939821798251,0.006081008122873401
A manager is typically described as a,leadership,36,630,0.5301750191430884,0.5279640192165971,0.9055703300982714,0.003077693849764139,0.0007401214851684127,0.010724230085910983,0.011088166033624,0.019691505882585475,0.03518154882647116,0.028276930611035582,0.05323618613449992,0.04518308229697168,0.06812948625941156,0.05706094108573571,0.09005821845916202,0.05355210128735004,0.09256542420690593,0.05620613071700086,0.09750685176571752,0.05413626833912945,0.10580063057029168,0.05219442864779755,0.11528165447853292,0.050397169833854706,0.12642858419723785,0.05239117015732747,0.1393865825847285,0.04889868823531352,0.1501163946702585,0.04656233444649629,0.1638620368508598,0.04744127588195624,0.17630473023499887,0.04854157579188333,0.19058438178795223,0.04817100391752106,0.19922477886494375,0.04986511398171841,0.2185726717062459,0.04849116628018988,0.22945706096473353,0.05335636769547178,0.23806692305346988,0.057854037728074896,0.23393813217853351,0.06393772962937085,0.1986234925553828,0.015225776682736903,0.04994840323296311,0.012855735226615397,0.026812611037005323,0.0022166963289794606,0.006041160866013689
A leader is typically described as a,leadership,36,630,0.5049017836453218,0.4798250466119498,0.9151132265105844,0.002918770399340291,0.00069957102368911,0.010693286361727615,0.010828531496936534,0.019478182455038833,0.035462121036776706,0.030823307530472688,0.05449790007148473,0.04610478549125497,0.07016586483170643,0.057300336583257776,0.09152471409018682,0.04963126275426621,0.09351634822079458,0.05208652544499888,0.09889581520624459,0.05013527241269082,0.10642602399140372,0.04603435165058329,0.11488751734161272,0.04326414954184114,0.12562077156161688,0.045050191653019774,0.14011204105346986,0.04452286941174783,0.15173269516359658,0.044661762729004954,0.16594258932781167,0.048022056493167056,0.17925277533602413,0.049052883124397685,0.19628725451095155,0.04955156469939107,0.21014455561019676,0.05426090253139625,0.2268761547772005,0.053281974915549604,0.23838073098488494,0.059752834997266045,0.24655882064559748,0.06485923776463842,0.24238454201909432,0.07453821444523233,0.20536606873961918,0.01804664099880171,0.05063434718687153,0.010619576847353927,0.02567650678985688,0.0018471310898264916,0.005817334405558909
A successful entrepreneur is typically a,leadership,36,630,0.5703847939463851,0.6125424792990088,0.9414877956733108,0.0026247046558907253,0.0007018589016278122,0.00996788353344667,0.01282880307113135,0.016717147987146182,0.03857218071469405,0.027473004150252764,0.058043106679983976,0.04467902694019946,0.07409309422535663,0.06384296254469331,0.09833932780579067,0.052540735674317704,0.10159878277932825,0.04980223677770383,0.10753461495293357,0.054436621954492954,0.1147952427295061,0.05680144660031409,0.12375807167690983,0.053610055594351856,0.13562321980494935,0.061780348750975815,0.14945966219049348,0.05505572706677058,0.15826427551155817,0.05353533594118826,0.17197086788932364,0.05966016112493488,0.18618611751662492,0.05689030669678589,0.198364344810387,0.05006819603849118,0.20809845836813273,0.04496123683513638,0.2181698586696631,0.04961558205236812,0.2211015504801013,0.04968549809790867,0.22398020815868513,0.05260509651157096,0.2218884346092923,0.05619673930994308,0.1851669760914697,0.01888764143717337,0.04769602242041951,0.024331641253658585,0.030965271907352303,0.004856584782471278,0.008068425676836624
A strong executive is typically a,leadership,36,630,0.6152859929425654,0.5628382232971489,0.9606683924794197,0.0025596011286461886,0.0007311132783327019,0.009860384624529329,0.011553681172543887,0.01876484345371784,0.03821226194806651,0.03550166138125255,0.0591739970454283,0.05117029348027658,0.07599209369987919,0.07434159748691645,0.10091823716215267,0.0668782178739668,0.1036383523010731,0.06560411504413986,0.10799602096914727,0.06657294833024513,0.11526261351431202,0.06454999303850117,0.12474148403620286,0.057280059588192954,0.13677186676060826,0.0685880535538168,0.1560615449826584,0.058901514730656926,0.16920941945933365,0.05492715615114155,0.18621307615577345,0.06288104391492225,0.20769126339260569,0.06933752784077009,0.22649585031305575,0.06878758883794568,0.24061100607991193,0.05944385460513734,0.2514891824147973,0.05837650425985437,0.25437822424529066,0.052275134755041086,0.2552966617662387,0.05240896428247832,0.24330465031686688,0.05128036169816712,0.19304383915335527,0.01633181125508661,0.045445311107636326,0.01757506266042824,0.027198833742861812,0.002522874928645069,0.007566615604668456
A company president is typically a,leadership,36,630,0.5642585132015769,0.3479056595824659,0.9666730402968824,0.002954540430722501,0.0007744874868366323,0.010149359296161146,0.011927277456311055,0.018073420321745106,0.03963103677189853,0.028011065334668295,0.05894168465008106,0.04281525702929365,0.07418305376549622,0.061863327933653886,0.09657234484982825,0.052398084517997205,0.0991653106274697,0.05527317658394229,0.10401599884845464,0.05700639662399563,0.11055510246587458,0.05767506181712373,0.11754436585666535,0.056170993076456635,0.12710933776396696,0.06398512377506667,0.13951459810208955,0.060363704773031275,0.15094433825703593,0.05758570938121559,0.16444337796482028,0.06475578309237863,0.18692217558644483,0.0704225382156301,0.20531675026584303,0.07500576221029759,0.2222606441195675,0.06475197746767349,0.23947501772959395,0.06397278425979361,0.2448077587586804,0.058628660023696474,0.24983689667867687,0.06086193010403633,0.2416282222478045,0.05946061527176057,0.19675650161357866,0.018321588345877177,0.045913837408419304,0.019009798857844696,0.02576987469194293,0.002816954778758323,0.006603234282570064
A department director is typically described as a,leadership,35,595,0.47521443286461107,0.40301594557240605,0.8906933329999447,0.003143764716390438,0.0007289434675797171,0.010195879647819758,0.011035140489002239,0.019383110431806443,0.03518462587838614,0.027145313651255047,0.05464303777162446,0.0430390469579474,0.06943545418512831,0.05595667474548773,0.09086117359999055,0.05617125470488088,0.09415691561197846,0.059445205482026274,0.0992316046310254,0.058139920209975764,0.10601382457900992,0.05608523628844638,0.11288411338050718,0.0530161410784422,0.12312192453090459,0.05475125408926174,0.13329871114681083,0.050799691259275,0.14355670161871256,0.04544336299186252,0.15610867953898674,0.04786402099294994,0.16959472968977218,0.04824135227394633,0.18218581322935404,0.0477119529726865,0.19139081474851413,0.049610864042450964,0.20898693687104594,0.05234837137229297,0.2176373756080145,0.05645432500357654,0.22745762905493289,0.06189762574243137,0.22379714821352972,0.06659783586126947,0.18989464579585408,0.017805534617908066,0.048610027825124205,0.016065323350604482,0.026012618517177604,0.002636940495125047,0.005698641375599611
A project supervisor is typically described as a,leadership,36,630,0.5231373467983265,0.605365966912359,0.9178574471734464,0.003360217686890895,0.0007462838682832497,0.012471281659590197,0.010897651832297635,0.017229503156056772,0.034075304629062414,0.025791835172936515,0.05359945665982397,0.04399894343359383,0.06715877538423201,0.05007377628907773,0.08756673014563134,0.047372818322151615,0.08940188844489166,0.05204849840363027,0.09344006925320543,0.05126230425049856,0.1001328693500349,0.049759042701562436,0.10737096087583128,0.045501234039143135,0.11764391867707633,0.04343301587496037,0.12877580894603038,0.043824193356494984,0.1386940492831353,0.04411674122007536,0.1542791470740329,0.04694452893986509,0.1692549583496921,0.04848648763838563,0.1835504271997738,0.04914001728023159,0.19216802015599865,0.0514254139350025,0.21026498054257964,0.051693894331936344,0.22006309086707296,0.056198690376602405,0.22910246616735558,0.06006079159899476,0.22847070585612336,0.063650438877665,0.1976254866872146,0.015607568947817107,0.050337947422032236,0.013511066013064841,0.025922769094236565,0.002197449588061454,0.0057806936780065744
"In many companies, a CEO is seen as a",leadership,39,741,0.6836138875280721,0.40259661665186286,0.9908629300189205,0.0024590078909897165,0.0006906906379254868,0.007591234606297917,0.010408139951645575,0.016968562593115747,0.03229380448375185,0.017956137505667283,0.047328855483736096,0.025610870427899536,0.058475707783277604,0.026592651017020904,0.07139545640193154,0.028408832817182525,0.07414062672973207,0.03001942789157668,0.07958462474789962,0.028729982281126235,0.08730050395557329,0.03254526271157768,0.09357856807063072,0.03339573110201686,0.10170022978577367,0.036545232037539614,0.11481308056322526,0.03347129719212811,0.12533553501652053,0.034475106570565794,0.1361068029626347,0.0369754134922169,0.15430758359011434,0.036288281645514904,0.16778331863031828,0.03682580193107012,0.1803633992718114,0.03651607974761304,0.19689008372362032,0.03726115691741629,0.20392756049343946,0.03840487899418113,0.2044805688727842,0.04339817000499335,0.19575326104172971,0.04787556991309803,0.15767091985850884,0.012854545486510929,0.038512364473509156,0.019491430877207803,0.024919459670596066,0.002912415047027386,0.008094762363729987
"In many companies, a manager is seen as a",leadership,38,703,0.6756131246138344,0.31295671686530113,0.9843359921360388,0.0028658791507294172,0.0007824970889444414,0.007449804384179677,0.00984398373816032,0.017833822876115204,0.031499043363247964,0.018651141795066238,0.04595834580093007,0.024576650968087838,0.05683669654127362,0.026020428665093836,0.07042262576593336,0.028335214290824404,0.07349725913986781,0.028937430564110977,0.07940204138476581,0.028468890936212445,0.0872614646656233,0.033669331779186275,0.09435824190548192,0.03567546715182734,0.1030195717679827,0.0400712187736384,0.11636870034722926,0.037514209261109134,0.12725510204471716,0.03814806023542242,0.13856289053607546,0.040307657820994075,0.15464901739236603,0.0410896755741816,0.16863983354244688,0.041025053248570184,0.18123951448355444,0.04179389433807186,0.20002667646693603,0.041995647895104626,0.2119763548542571,0.04609547022506812,0.2134638166377606,0.051994366876307097,0.2060037094581871,0.05749849881642146,0.16875179370170545,0.015128670024388542,0.04177648894390549,0.01680710478376976,0.02571878194824235,0.002609896229444106,0.00821136251522856
