context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
A CEO is typically described as a,leadership,37,666,0.47152937705102105,0.19041028060019016,0.872801617719233,0.0004001090467029627,2.6893824171176555e-05,0.00401785188196761,0.004627462999920259,0.0260889037036362,0.014249390846053835,0.011006085014320606,0.017724898462914928,0.013377895540566185,0.023816509132130362,0.01652422266761014,0.02822455650174723,0.018446245459152678,0.0399500083336789,0.02332590231794714,0.05305192527188451,0.018357885147187846,0.06127920382555167,0.028478760016651096,0.07811796690523044,0.037067518479993025,0.09605016133877445,0.04491245772944506,0.08557857469221014,0.01463089091692438,0.018327982238726604
A manager is typically described as a,leadership,36,630,0.4931055774353499,0.22320936853066087,0.8500035526230931,0.0003807170691637173,2.4739170605263415e-05,0.003580468561353159,0.004663871398162005,0.028688351113465405,0.014950723007129355,0.01200062379561202,0.019155111668554034,0.014752963536129928,0.0242450076038784,0.01478242451481334,0.027616159428396018,0.016908678542271228,0.03866339211424176,0.01780522987450428,0.050564073199607255,0.015953853201222355,0.06063967299642278,0.03287805593223965,0.08021948568204758,0.04646613168402017,0.10104570239302058,0.048076779984845504,0.08636562520403292,0.01789302633611778,0.021232684584064833
A leader is typically described as a,leadership,35,595,0.4481712831822438,0.3066332023590803,0.8621583394706249,0.00038406747537736305,2.48455345918933e-05,0.004480252946916326,0.004822644390442456,0.02947955273368542,0.014881252159677876,0.012717646680725943,0.017558260898437764,0.015700608732476706,0.022952449581357875,0.014131514763191277,0.02625298252648786,0.0157622334006901,0.036103800064252005,0.015551753617467015,0.04875413555368205,0.019615081620373183,0.05851671218505856,0.0350406786644791,0.0755335062361752,0.052879880723515495,0.09816967650608308,0.05530167841440182,0.08614787759466212,0.016287538673044208,0.02050851166045411
A successful entrepreneur is typically a,leadership,34,561,0.4118416622501911,0.31008849386125803,0.930831466219388,0.00045626149675329465,2.8867299285476535e-05,0.0034101089711830843,0.00460820961695887,0.02481587832763766,0.014900040592667614,0.011384590297607551,0.017033917413981886,0.0135404196793626,0.0230532453014933,0.011759106289558575,0.028478287944795143,0.014185708090576498,0.039022696844825434,0.016742879082796584,0.0543886099751017,0.01696627934475161,0.06757407251467919,0.03561184555383387,0.09092620523471735,0.058402569044195905,0.11700467588531929,0.05489000711958685,0.09770449626238745,0.012982078313781478,0.01727316717668288
A strong executive is typically a,leadership,33,528,0.4303158667501697,0.35015100333839655,0.9658182153943926,0.0004011533940072717,2.617048739115145e-05,0.0033963079701717315,0.004643836548370929,0.026970904156913594,0.016043574325529643,0.011504890678298935,0.01938945821295712,0.014589402674177274,0.026310869036860612,0.013028124302741625,0.03138282632196761,0.014595894809654536,0.042235820493222526,0.016835153378149382,0.05965457694424579,0.018733486892461536,0.07468274415083732,0.044594681076867225,0.10289029045408736,0.06347180268501923,0.13008680998634256,0.05477847434048479,0.10588407263359706,0.013300082732008375,0.019473003081325463
A company president is typically a,leadership,34,561,0.45234285584413125,0.20981833059340715,0.9725497601320967,0.0004771936387275124,3.13427676522877e-05,0.0040335665105909755,0.00476302972500234,0.03445469970316504,0.016091795315292964,0.01219655309068533,0.018761660105025536,0.012388628265294611,0.024104634188581282,0.01125388577426446,0.0287652002280179,0.013602178111519522,0.03833350396841541,0.017261925978543584,0.056170720054122616,0.019320266916674073,0.06762968457238185,0.03247906697090869,0.09181044335437169,0.04536128462344898,0.11504410259221942,0.04712000014682873,0.09941205749524643,0.012480279783417966,0.027443513585331546
A department director is typically described as a,leadership,35,595,0.43340117229869884,0.13776893238537014,0.8637514631263912,0.00034288344848622807,2.7369990793329232e-05,0.0046019665796340125,0.004592631751494675,0.028833718143014463,0.014483578069551648,0.012123725982674928,0.019037826242148573,0.013974683756421193,0.024115842504496346,0.01550941125493771,0.02769454638840119,0.01687488039165808,0.03830387376159931,0.02216470354071091,0.05058514450594583,0.019212783248644644,0.05861907357748101,0.025167897627729724,0.07639621510837545,0.03556502630290093,0.09658969898440237,0.03968753931528653,0.08368418411556666,0.01681755939415483,0.021797115132048756
A project supervisor is typically described as a,leadership,34,561,0.5375158253568413,0.22774289408698678,0.8653662917204201,0.00035629495997849394,3.4140049792437644e-05,0.004650263938217847,0.00434602474518993,0.02151804680757118,0.013270818323790548,0.013932333123922861,0.017823715652924062,0.016854058960222185,0.023892910186567994,0.022149581700315328,0.028446014299160452,0.023532510595831328,0.039341545221423496,0.0232912946536853,0.0504415432305441,0.0187155875914,0.0596031287980327,0.024364222988989742,0.07810590929054682,0.03602458890372998,0.09666846038082709,0.04050921211123912,0.08261672338008362,0.01618110321470752,0.015669632402608602
"In many companies, a CEO is seen as a",leadership,30,435,0.354999809664305,0.27389038586989045,0.9470623168163002,0.0004389825515769231,2.6698533414282187e-05,0.003939316650376499,0.004105916583719508,0.025542586028901287,0.013423536696003406,0.01265973770339662,0.016060513883259988,0.017524655350763654,0.022869295219694368,0.013804814503007403,0.026200789340841572,0.01738777738816472,0.03625369552542971,0.023809193701698116,0.04779235320728598,0.020447418297239874,0.05630261848843503,0.032224065207280654,0.07153908919176737,0.03832261545920558,0.08930490828299058,0.0408718861371996,0.07734438419376091,0.013855322846017846,0.012477214022899382
"In many companies, a manager is seen as a",leadership,31,465,0.3618324221761894,0.2687546834349632,0.9512921331916004,0.00042322154856448896,2.4392424222947413e-05,0.004196300506303535,0.004107923872581091,0.026017823385479664,0.013818810061918981,0.013728108871866937,0.016781786540071196,0.019039715357003845,0.02379299479022046,0.015130502576996213,0.027027467812801537,0.01989743373072086,0.037189435632151956,0.023004414094943953,0.04892492879806839,0.02100897642462104,0.05874059625491137,0.037950169732818194,0.07591624116098672,0.04405860754754573,0.09481109718720605,0.0412415295925372,0.07938813670122837,0.017091026628140188,0.015295825058861724
