context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
A CEO is typically described as a,leadership,37,666,0.4848372134794984,0.15024322527460754,0.9291064445860684,0.16306822521528375,0.9331804460518924,0.0006984477846233761,5.486381825564751e-05,0.05058828769453258,0.02388197682806488,0.08077986083649782,0.06947296090488435,0.0705430754306182,0.10174386469017603,0.041917308146606984,0.13564004565245474,0.04354488538229488,0.13439538655938807,0.06454295385054494,0.14906388100792353,0.06221674126745543,0.17468330523701994,0.062664097112013,0.17276505775100814,0.07768273468284062,0.21990766199432094,0.08605233736309485,0.32751373522163957,0.11960393430778067,0.38644231826203546,0.004031826077645086,0.010342732058588131
A manager is typically described as a,leadership,36,630,0.5351526363043833,0.26713427249342203,0.9311949596740305,0.27930233009192307,0.9313843215549014,0.0007059442362626293,5.3726953397201546e-05,0.05664734427531154,0.026254212782362354,0.08083886693732568,0.07213851274557077,0.0716712734746321,0.10304424106464935,0.04294756165626517,0.13405171663394344,0.039076570513579746,0.13256193017884005,0.052783312349963474,0.1442775765022536,0.051601695129961586,0.169204790381296,0.05756919553654483,0.15605397083722658,0.054358208703411036,0.1940594945254301,0.07861275592670237,0.310432571438294,0.12184709551972517,0.3931000612390189,0.003884608872983894,0.01013242443148257
A leader is typically described as a,leadership,38,703,0.5017413386696807,0.16512410435825586,0.9209439153783023,0.1771677073288629,0.9216278507392417,0.0006480816225432962,5.06767533478529e-05,0.05706885903857902,0.02599512612721565,0.08963483866521187,0.07453279597330725,0.07849009856713979,0.10908320992394802,0.04150086517884366,0.1391602884976958,0.04480103296977716,0.1401105307903671,0.05806394776610294,0.149070077143556,0.055273900282222434,0.17219478075223096,0.057978902861564485,0.16882365342820857,0.06302052694594533,0.20730492370201073,0.07872368445366552,0.32155807520019436,0.11992421282063061,0.40059595239159046,0.0035257660026765066,0.009650589708461905
A successful entrepreneur is typically a,leadership,37,666,0.6200666038338141,0.3086527595296502,0.9968126410385594,0.31720401068469073,0.9969833693603465,0.0006049496357950763,5.9504650183099564e-05,0.06001101323244174,0.022486605960783706,0.11092007195954107,0.07623537076248885,0.08189890410081042,0.10215751065166268,0.03182545755284147,0.13856109213993786,0.04067499226627963,0.13978423579174545,0.0495079269966053,0.16375698092075008,0.0610274850886491,0.18854853652913314,0.04575512877876553,0.18901688864935498,0.06629684637144637,0.24354915414915007,0.06489825443767869,0.3611401624500237,0.09313831745832911,0.4617523891726156,0.004320336033186415,0.013983873813944746
A strong executive is typically a,leadership,37,666,0.6196147078937646,0.30177968461066484,0.9976369523647008,0.31727302497893106,0.9977860723333869,0.0005793887584555117,5.754423081933608e-05,0.06753729638744034,0.02658170301986541,0.10004653673451591,0.0762851904340237,0.06941304657995906,0.10947716347060932,0.03990854154916377,0.15481909057088625,0.05837168092963493,0.158127140294139,0.05986958419509579,0.1813172683653616,0.0651958486947366,0.20315129000148976,0.053350922686054326,0.21270817260913227,0.07244324294373587,0.25710203157570055,0.06331083505142825,0.36252067240222513,0.09448610882151665,0.45623696392341007,0.00435989633944961,0.012796291396226928
A company president is typically a,leadership,39,741,0.6113742556690233,0.26209317427128553,0.9962666930805426,0.2743422933090187,0.9964158128359228,0.000514724353672692,5.280931746320938e-05,0.053529451016254,0.02222080283398899,0.10211923993088046,0.07578332669287563,0.07986894104729417,0.10031123988959507,0.033893339460073314,0.13752933102516646,0.0479948089999211,0.14356921077363574,0.051486570010870904,0.17155936453391818,0.05551385191282991,0.19839078232535984,0.04821309180051485,0.21665099991715797,0.07050912610209362,0.2529860838725381,0.07236738988241817,0.3427097417663399,0.09424975273310575,0.46121487135447364,0.005127866287858682,0.013935207717707282
A department director is typically described as a,leadership,36,630,0.49588136521360343,0.20275390148162842,0.9323491845279932,0.21645160047410172,0.9325520691879206,0.0006381214536219147,5.174218966770098e-05,0.04596132062998585,0.022455094394752604,0.07205015304905107,0.06696902431631804,0.06995924824842255,0.10083920062313595,0.041761045026867206,0.13003827529903778,0.041782748313104016,0.12833066763020504,0.05162403688504564,0.1404693161597692,0.05141422217037048,0.16521266239909538,0.05283777883435269,0.1607943841904092,0.057511075672457466,0.19914966881030394,0.07115899680566559,0.31114701646765625,0.10074729800997503,0.38986705002004873,0.003772477553972846,0.010473543819472122
A project supervisor is typically described as a,leadership,36,630,0.5365578790768581,0.2593030449934304,0.9397740513086319,0.26977523912319157,0.9399616337034331,0.0006840017303665403,5.372695339719538e-05,0.05334281338001678,0.02150909776209496,0.07510603381706839,0.06179574131581337,0.07095143059831781,0.09302183738955884,0.040197522131630435,0.12072803602952858,0.039224327529060805,0.12005291447812026,0.047766972646711155,0.1324194959973306,0.04762842409857183,0.16292196092349087,0.05597117355484771,0.15120853806757956,0.04799437274818467,0.19145054769040312,0.07584764221939658,0.30616189765782237,0.10921086338884224,0.37863717820950415,0.004148802674033078,0.010456351651788194
"In many companies, a CEO is seen as a",leadership,36,630,0.4899535174545004,0.1825719140470028,0.9273616191931069,0.1944304885312249,0.9277805817923195,0.0006061095303735664,5.602095289135146e-05,0.03378765909189251,0.021443347874098705,0.06768440302899431,0.05942705938646409,0.05914846563791872,0.08673485044482471,0.03727543446406874,0.1356704336832899,0.0489502005966268,0.12793270950125354,0.04807507118403917,0.14223816547666546,0.04840541716196815,0.18272611441839393,0.054799677884878925,0.17075480058976092,0.08303287652214607,0.2287562856438853,0.07414646111230117,0.3125094409730291,0.12203228250353237,0.4399739709537917,0.007125329512353601,0.01216688205243855
"In many companies, a manager is seen as a",leadership,37,666,0.5376785390110892,0.21289474004879594,0.9556818515993655,0.22799778195849285,0.9590987596175182,0.000607091544586412,5.539317454236222e-05,0.03666364862694713,0.021540230296526942,0.07612601577746984,0.06092663009006563,0.0648781996912564,0.08944906601349067,0.03248214968073772,0.13310067915521018,0.04181258324162934,0.12711059184295703,0.058710425502440114,0.15059453447046178,0.06300239319456458,0.17259193208929807,0.059511661816621916,0.16767142730514878,0.0734788624653597,0.22785066518167932,0.07233631574211766,0.30632561634212846,0.10731585921508535,0.43177988781473414,0.005077348644819193,0.01134656432449221
