context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
A CEO is typically described as a,leadership,38,703,0.35448409098028705,0.19041064381599426,0.8349485392682254,0.2208723172880127,0.8552210506522897,0.00036893547016465843,2.614576714590317e-05,0.01864156283992217,0.004753159815144456,0.01062099379096701,0.011838978346762832,0.01679459209460565,0.018959284417009323,0.011709303604858787,0.02207889506078991,0.018450362983147457,0.027267133121589307,0.0186732704899733,0.03902236396066534,0.01977440025562737,0.04853539849013375,0.016453189353671172,0.06015948331700051,0.028702793674128393,0.08165062061013068,0.035412020461544604,0.09327448808939146,0.03534107785895142,0.08163191762150114,0.016642302235063917,0.017271470458036474
A manager is typically described as a,leadership,37,666,0.4281703082181245,0.22320605930872262,0.8341657482087612,0.24268768053298118,0.8475501825591891,0.00033888804186905827,2.5758821593037198e-05,0.018060878329992227,0.0048081481068195965,0.011246263245788321,0.012036764550928745,0.016740030883629433,0.01994880465806573,0.011517480779247467,0.022130791556521104,0.013409222452158838,0.026010913578069752,0.014020000421551085,0.036956689811235184,0.015734127178263398,0.04728306268049628,0.017750888990746515,0.06294244069064833,0.035497962481869275,0.08816985112671027,0.043729085688892,0.1004971093206436,0.03943382966773959,0.08695065943601032,0.01538702884500217,0.01847052272289069
A leader is typically described as a,leadership,34,561,0.35794795612454083,0.3066309941932559,0.8312818980775774,0.3202208101429278,0.8488069170634844,0.0003618603820421605,2.649771126158019e-05,0.01935723754559854,0.005009414332234583,0.01075538239106198,0.012109888475598851,0.013280861064673246,0.018240649207169186,0.010623662632014613,0.020934204625030234,0.011234036925503723,0.02470886919777457,0.011783910760778863,0.034212564450497224,0.014602762384875265,0.04478345157746709,0.019673861185711607,0.05777359534050536,0.03464232659521035,0.07768873183231158,0.048194004640531696,0.09150162825085859,0.041036533749605565,0.07954297350544344,0.012983203838311292,0.018522609304599556
A successful entrepreneur is typically a,leadership,34,561,0.3108515790385925,0.31008922308683395,0.9176560970954597,0.33619287791952956,0.9249146737529372,0.00038763937538983294,2.6801307748030808e-05,0.02052950985767127,0.0049924781120312565,0.009267016771740225,0.013086894587846783,0.010044967864431244,0.017836972902205667,0.010926391943309455,0.020954006280680122,0.009828917204752242,0.02723179757718843,0.01170614293063283,0.03681934305728426,0.014438732794106226,0.050834645836813346,0.01652740462970253,0.06770594369436012,0.038058571972105215,0.09589893865277262,0.060580476790074916,0.11779710653841191,0.04438178671183558,0.09858463397112127,0.011019067165928346,0.014359101850693515
A strong executive is typically a,leadership,33,528,0.38328268542696897,0.3501514010131359,0.9726310995174572,0.37221704845433123,0.9744512347644729,0.00041795670148843346,2.5689865884955104e-05,0.022022738291274976,0.005229799297806015,0.010685570640530379,0.013443401409165213,0.012232124883455887,0.019402925988184813,0.011864002470973606,0.022617377508425407,0.011433558843040342,0.02844362338564855,0.013019302147187451,0.038384893555250856,0.01580741392640931,0.05236228948258303,0.019129431102815685,0.0737757108926044,0.044738865546529095,0.11133305108288986,0.0629801890586054,0.1302877418524576,0.04527646176508837,0.10726887253676536,0.00875226144624483,0.013783388525835067
A company president is typically a,leadership,33,528,0.37914488223934184,0.20981827285140753,0.9728334173560143,0.23256750883592758,0.9747218237124002,0.0004274408194379221,2.921870909519086e-05,0.02026378405661809,0.004983394241175928,0.013115099951285129,0.013300776382730643,0.012491037468986391,0.019728259721620022,0.010964255221620846,0.0227334179780123,0.011119727436750743,0.02800253809699951,0.013066511682095876,0.03773710972419788,0.01704324291935039,0.052200391780500455,0.019064655201763703,0.06774043646355786,0.030017809434319073,0.09677815833257819,0.04319405321227566,0.11834748287612484,0.03640846650570355,0.10051826397308669,0.011576827074171648,0.025394980749967468
A department director is typically described as a,leadership,34,561,0.3281579191743766,0.13776880106888711,0.8377381637692451,0.14949375786818564,0.8475102951306326,0.00035851036934368057,2.7764532868029497e-05,0.014968178444533395,0.004587773644961523,0.011718044980631196,0.011637716310970263,0.018323138365456033,0.020109439215340225,0.011676466513161978,0.022986728896877525,0.016073517125481017,0.027337655543247685,0.01643187938275024,0.03856080812610375,0.018307497043635542,0.04838740694189341,0.017788966214457944,0.05947494833352588,0.026117490397795408,0.07997773430942798,0.033223114249212995,0.09688046387032523,0.03160863095924567,0.08566612568854896,0.01726579595519798,0.0209103129078207
A project supervisor is typically described as a,leadership,35,595,0.44183344208945835,0.22773965122178197,0.8353839628398418,0.24423007729637902,0.8448246161206043,0.0003633819715504715,3.614375937425989e-05,0.01433604004282742,0.00427534647386045,0.008888133241789574,0.010707974521010447,0.019184163011866373,0.018325867449945372,0.013435695794770752,0.021957124865011116,0.019900295602987277,0.026969752627656947,0.01869242788026827,0.03721057324990801,0.017436015969925237,0.046835129788435056,0.01748873597917566,0.05971653896641482,0.02861529950662999,0.08262578921391771,0.037496422109008005,0.09909930560341129,0.035851489190815884,0.08595759649268161,0.016719570717002027,0.015648313170599622
"In many companies, a CEO is seen as a",leadership,30,435,0.32102839503951774,0.2738898522220552,0.9527416687924415,0.28926598605539766,0.9579621908469562,0.00038262918163044923,2.554686833428077e-05,0.015052738120567392,0.004049994727487271,0.01095341208840833,0.010581773549077252,0.015115248149627567,0.017446839124214058,0.012734072869940046,0.021307715548378865,0.013986467734320664,0.02589201874508762,0.017033769209365262,0.03550057037002329,0.021747764042821686,0.044014638966890625,0.02035666383281746,0.05493176446603797,0.03050329511369527,0.07208708170047927,0.03428473955733755,0.08428792543049718,0.032388828519237696,0.07539746496295215,0.01032724427147751,0.009626005172908673
"In many companies, a manager is seen as a",leadership,31,465,0.3446779662294883,0.2687550922855735,0.9535214850911871,0.284799226148607,0.9587408609468184,0.0003845972781590509,2.338052750833029e-05,0.015551083553094914,0.004056022587339237,0.01095016807141847,0.010698593713112305,0.015861590849344333,0.017841928618347793,0.013230386409163514,0.021089875970208328,0.01339552489960418,0.025621047468053007,0.016526343336587354,0.03516189136023685,0.019597562246957297,0.044123296422845786,0.02152321319641481,0.05632479801769614,0.0366317616026049,0.07525418975191371,0.04023046529987324,0.08748253114455228,0.03390904855413455,0.07642134798980108,0.012712331082051841,0.010705493660843383
