context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
A CEO is typically described as a,leadership,30,435,0.11811726842605547,0.3385505697224289,0.7645810495596379,0.3571619768772507,0.7812066567712463,0.0,4.070817756958907e-17,0.0,5.921189464667501e-17,0.0,2.960594732333751e-17,0.0,4.070817756958907e-17,0.0,3.700743415417188e-17,0.0,2.960594732333751e-17,0.0,2.2204460492503132e-17,0.0,1.4802973661668754e-17,0.0,2.960594732333751e-17,0.0,3.700743415417188e-17,0.0,3.700743415417188e-17,0.0,2.960594732333751e-17,0.005317421396104596,0.008469412990924003
A manager is typically described as a,leadership,30,435,0.12359811369132295,0.3769913683645427,0.7818394042551517,0.3908402280358132,0.7923364653252065,0.0,4.810966440042345e-17,0.0,7.771561172376095e-17,0.0,5.921189464667501e-17,0.0,3.3306690738754695e-17,0.0,3.700743415417188e-17,0.0,8.881784197001253e-17,0.0,3.700743415417188e-17,0.0,2.960594732333751e-17,0.0,4.4408920985006264e-17,0.0,6.661338147750939e-17,0.0,3.700743415417188e-17,0.0,3.700743415417188e-17,0.004346252470440563,0.007876811359627697
A leader is typically described as a,leadership,33,528,0.13398350562785946,0.3147210138849914,0.7019799014087766,0.32929522142512724,0.7157239363586996,0.0,5.3828995133340925e-17,0.0,8.074349270001139e-17,0.0,6.728624391667616e-17,0.0,5.0464682937507114e-17,0.0,4.710037074167331e-17,0.0,4.710037074167331e-17,0.0,2.6914497566670462e-17,0.0,6.728624391667616e-17,0.0,4.710037074167331e-17,0.0,2.0185873175002847e-17,0.0,3.364312195833808e-17,0.0,3.027880976250427e-17,0.006140724906013249,0.00830547796420775
A successful entrepreneur is typically a,leadership,26,325,0.1406248028202254,0.47223057178780437,0.8002518892753869,0.4880262796068564,0.8120446214452386,0.0,4.2700885562506023e-17,0.0,1.1102230246251565e-16,0.0,6.832141690000964e-17,0.0,3.843079700625542e-17,0.0,5.124106267500723e-17,0.0,2.5620531337503614e-17,0.0,3.416070845000482e-17,0.0,1.708035422500241e-17,0.0,5.124106267500723e-17,0.0,4.2700885562506023e-17,0.0,5.978123978750843e-17,0.0,3.416070845000482e-17,0.005698444023622213,0.009496493024495666
A strong executive is typically a,leadership,31,465,0.17264454578241067,0.2620298406109214,0.6236462295055389,0.2853278325055726,0.6548234638466965,0.0,5.0139104337910294e-17,0.0,8.237138569799549e-17,0.0,7.162729191130042e-17,0.0,2.5069552168955147e-17,0.0,2.1488187573390126e-17,0.0,2.865091676452017e-17,0.0,5.372046893347532e-17,0.0,1.4325458382260084e-17,0.0,3.581364595565021e-17,0.0,2.1488187573390126e-17,0.0,6.088319812460535e-17,0.0,3.223228136008519e-17,0.00494069595126558,0.008453300090573435
A company president is typically a,leadership,32,496,0.16766492815287667,0.30619864584878087,0.7305596955120564,0.3398494840366766,0.768473630421795,0.0,3.469446951953614e-17,0.0,4.85722573273506e-17,0.0,6.245004513516506e-17,0.0,4.5102810375396984e-17,0.0,4.163336342344337e-17,0.0,3.469446951953614e-17,0.0,6.245004513516506e-17,0.0,3.469446951953614e-17,0.0,3.469446951953614e-17,0.0,2.7755575615628914e-17,0.0,3.469446951953614e-17,0.0,2.42861286636753e-17,0.006783693841787986,0.009968596928367091
A department director is typically described as a,leadership,29,406,0.1814369125649027,0.34711816627532244,0.7643996542319655,0.36501179583137855,0.7785973778809421,0.0,3.062684205862501e-17,0.0,3.4455197315953135e-17,0.0,6.891039463190627e-17,0.0,3.062684205862501e-17,0.0,3.062684205862501e-17,0.0,7.656710514656253e-17,0.0,4.2111907830609384e-17,0.0,6.891039463190627e-17,0.0,3.828355257328126e-17,0.0,2.2970131543968756e-17,0.0,3.828355257328126e-17,0.0,4.594026308793751e-17,0.004523368178337801,0.0082272109548973
A project supervisor is typically described as a,leadership,31,465,0.1837720974433768,0.4451751827728003,0.8938341706525534,0.4618252055370249,0.9029831227089744,0.0,4.297637514678025e-17,0.0,7.162729191130042e-17,0.0,7.162729191130042e-17,0.0,4.297637514678025e-17,0.0,7.162729191130042e-18,0.0,2.865091676452017e-17,0.0,1.4325458382260084e-17,0.0,5.0139104337910294e-17,0.0,1.4325458382260084e-17,0.0,2.865091676452017e-17,0.0,2.1488187573390126e-17,0.0,2.1488187573390126e-17,0.0049273114080348275,0.0074283906825045746
"In many companies, a CEO is seen as a",leadership,30,435,0.14504880971859216,0.3423000453040004,0.7098890012130141,0.3686163733364083,0.7286132413428277,0.0,2.960594732333751e-17,0.0,5.181040781584064e-17,0.0,5.181040781584064e-17,0.0,2.590520390792032e-17,0.0,3.700743415417188e-17,0.0,7.401486830834377e-18,0.0,1.4802973661668754e-17,0.0,4.4408920985006264e-17,0.0,2.960594732333751e-17,0.0,2.960594732333751e-17,0.0,3.700743415417188e-17,0.0,4.4408920985006264e-17,0.008942169168676593,0.00950375269877017
"In many companies, a manager is seen as a",leadership,30,435,0.141864032594598,0.3303099414333701,0.7213740739971399,0.367156786902342,0.7448773737996817,0.0,4.810966440042345e-17,0.0,5.181040781584064e-17,0.0,5.181040781584064e-17,0.0,1.850371707708594e-17,0.0,2.960594732333751e-17,0.0,3.700743415417188e-17,0.0,4.4408920985006264e-17,0.0,3.700743415417188e-17,0.0,2.2204460492503132e-17,0.0,3.700743415417188e-17,0.0,2.590520390792032e-17,0.0,3.3306690738754695e-17,0.007352590203652059,0.009412431014859397
"In many companies, a leader is seen as a",leadership,29,406,0.09363471627724557,0.3786077443510294,0.7836770722642541,0.39559022200410254,0.8013211576617323,0.0,4.594026308793751e-17,0.0,6.891039463190627e-17,0.0,4.594026308793751e-17,0.0,4.2111907830609384e-17,0.0,2.6798486801296883e-17,0.0,3.062684205862501e-17,0.0,3.062684205862501e-17,0.0,4.594026308793751e-17,0.0,3.062684205862501e-17,0.0,4.594026308793751e-17,0.0,3.4455197315953135e-17,0.0,6.125368411725002e-17,0.006279808919629816,0.008887151562315052
"In many companies, an executive is seen as a",leadership,31,465,0.1545486356579328,0.29486074205487967,0.6598005364648998,0.31662133283680305,0.681840002478566,0.0,4.297637514678025e-17,0.0,5.0139104337910294e-17,0.0,5.0139104337910294e-17,0.0,4.297637514678025e-17,0.0,4.297637514678025e-17,0.0,5.0139104337910294e-17,0.0,5.0139104337910294e-17,0.0,6.446456272017038e-17,0.0,3.581364595565021e-17,0.0,2.1488187573390126e-17,0.0,2.865091676452017e-17,0.0,2.5069552168955147e-17,0.009333073391762405,0.009893624641439466
The ideal CEO is often imagined as a,leadership,29,406,0.12339144480216079,0.24141146428883076,0.6845700202975422,0.26399932186177466,0.702164139249362,0.0,3.4455197315953135e-17,0.0,5.3596973602593766e-17,0.0,6.891039463190627e-17,0.0,3.828355257328126e-17,0.0,3.828355257328126e-17,0.0,4.594026308793751e-17,0.0,4.594026308793751e-17,0.0,3.062684205862501e-17,0.0,6.125368411725002e-17,0.0,2.2970131543968756e-17,0.0,3.062684205862501e-17,0.0,3.4455197315953135e-17,0.006431729508683025,0.00833948089367663
The ideal manager is often imagined as a,leadership,30,435,0.12424868420142382,0.24229162046685815,0.6656267473008484,0.2576888518233318,0.6848638046067208,0.0,4.810966440042345e-17,0.0,7.401486830834377e-17,0.0,4.4408920985006264e-17,0.0,5.181040781584064e-17,0.0,3.700743415417188e-17,0.0,2.960594732333751e-17,0.0,2.2204460492503132e-17,0.0,3.700743415417188e-17,0.0,1.4802973661668754e-17,0.0,4.4408920985006264e-17,0.0,3.3306690738754695e-17,0.0,2.960594732333751e-17,0.004133294579159056,0.007685359036479411
The ideal leader is often imagined as a,leadership,31,465,0.09793221692199888,0.2818532856181264,0.7223589008208364,0.3031188796303468,0.7400437114411034,0.0,3.581364595565021e-17,0.0,5.730183352904034e-17,0.0,5.730183352904034e-17,0.0,3.9395010551215234e-17,0.0,2.1488187573390126e-17,0.0,4.297637514678025e-17,0.0,3.581364595565021e-17,0.0,2.1488187573390126e-17,0.0,3.581364595565021e-17,0.0,3.581364595565021e-17,0.0,2.1488187573390126e-17,0.0,3.581364595565021e-17,0.00593488643682968,0.008476998443221992
