context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24
A CEO is typically described as a,leadership,33,528,0.4691698005090033,0.5799025977030396,0.9897692061495036,0.5894365770527656,0.9902558022026824,0.006780602604908977,0.0013309767751215466,0.011252084464468104,0.004573259842091018,0.013480306998957064,0.013622678498674547,0.01516993856381771,0.027217560466504063,0.012791516130493638,0.03563480958212312,0.014677289666958837,0.04339217262601515,0.02802942580709122,0.0552111073342947,0.029739049837482975,0.06205787167025663,0.04613156470938828,0.0710790863751913,0.05543082834368195,0.0823608436474053,0.056635742571444166,0.09611662108972151,0.04588422098449109,0.11990602302592461,0.05933710457716837,0.15145110061201936,0.07887345931865752,0.17232181611524652,0.09710636722019592,0.1775881948728109,0.10387884223325473,0.18093210109957242,0.10617513828159114,0.19647512567610878,0.09910053705857544,0.18244150537598774,0.09296384238562892,0.18270616468394058,0.07816386214887845,0.16269585067618958,0.07378033748727968,0.17770450401396415,0.08227696936654154,0.22473989947851444,0.0778186599441256,0.2594380244273171,0.0980594200994939,0.29566601233472956,0.1364347210190913,0.24107911229441778
A manager is typically described as a,leadership,34,561,0.5113362124938139,0.7462598991114646,0.9876724369823933,0.7515365500275948,0.988308966610191,0.0077172848124699,0.0014599187451728658,0.012039676158485859,0.004700106869148307,0.01580393158146355,0.014301534031574548,0.015407460609062739,0.02773286424156242,0.014609389855277424,0.03884610385940189,0.016824396913535006,0.05038612603553941,0.02791365294290272,0.06479969679958605,0.03186694770549016,0.07506077554947489,0.04732545019603921,0.08301127323215549,0.058477632712731126,0.09533222963600337,0.061033504943865675,0.11233860672032094,0.05046530671453243,0.1409086938837859,0.06587103505580008,0.17576132508776582,0.08851587041187535,0.19650888619156628,0.10967073028785249,0.20559734671163393,0.11866715426741709,0.21012512036642395,0.12490839605196533,0.22279589303866604,0.11932272858956137,0.2096446463164984,0.11049097375504231,0.20801343711569636,0.09301035728046379,0.18246474094052778,0.08741203574198415,0.1994037859226058,0.0929432250596312,0.25078886773585507,0.08580855549475161,0.2883694698291206,0.10404302637929826,0.32622381053115423,0.15688865940812577,0.28383400016660815
A leader is typically described as a,leadership,36,630,0.48894218935054284,0.6378327632555738,0.9836193840019405,0.6444846614576818,0.9842562317392947,0.007212039480853396,0.001307124072739366,0.012246097144818828,0.004411410358470012,0.01581853398948554,0.013863237246213418,0.015632165124217667,0.02751905578856055,0.0151335887780213,0.039084277453480115,0.0168084528616272,0.05205389767174936,0.03128022206146663,0.0691731883672348,0.036294087245036306,0.08028436437333682,0.05007617506827275,0.0899432007192781,0.05972458778290302,0.10061951928043099,0.06173819898956314,0.11703412060623336,0.05287326127635621,0.14590866196207766,0.07447632821258057,0.17595507636472532,0.1014975735493084,0.19590545328174752,0.12345359126062343,0.20453929375065757,0.13191972216116327,0.21079435592841986,0.1421473595238658,0.2189460224119507,0.1388975657396731,0.2094319379839618,0.12841710808437098,0.2078173557057222,0.11220334766225896,0.18446045153261828,0.10152933276313718,0.20242660287641145,0.10873114496817164,0.26114057812207586,0.0986469787448573,0.30101370204543415,0.11984618610421306,0.34257666228192707,0.16127669029661423,0.31959122368280557
A successful entrepreneur is typically a,leadership,35,595,0.4290092902182524,0.4318554326891899,0.9917830161284655,0.44887332132111624,0.9922911156470491,0.005788079766314039,0.001278003277315376,0.012760038142577557,0.004868338434672682,0.013390927806065071,0.01450302565162251,0.01716950586331596,0.028486255204239107,0.01592216037835165,0.036715853762676644,0.016015300924414357,0.04249992814231213,0.03931235965780243,0.05606317557776331,0.034090896003382956,0.0618820583575918,0.054996564762462855,0.07189402372036016,0.06100360406728903,0.08453535059073147,0.05814883336635233,0.09673916764209325,0.045341252598866406,0.1181717781643253,0.05969341504767556,0.14467804351534094,0.07386238638061318,0.15917994460654847,0.08791447541799048,0.16735168632801556,0.10340200172862192,0.17425792033226822,0.10798712784823612,0.18394671687365163,0.10246248486064527,0.1707081674646425,0.0991888180492204,0.17063999836277638,0.08755247995137373,0.154937303170574,0.07998297943596565,0.16812015790780613,0.0882893085253742,0.20128431494674848,0.07531603854628106,0.23033532561049413,0.08775823303447165,0.27469557013710794,0.11811109166224447,0.22048648984534785
A strong executive is typically a,leadership,32,496,0.4318831134203025,0.4347247271798551,0.9827152519719675,0.4536556621314958,0.9836838819821878,0.005228128838463567,0.001061821408221749,0.010612245815891815,0.004477793362097606,0.012352267341541016,0.013905928154456546,0.017340694998769075,0.027887547474198023,0.014540177176680855,0.03631691827719722,0.014885312291884252,0.0427381765942532,0.036718938719328575,0.055118996436046494,0.035042602679886486,0.06206856499490475,0.056537838852590526,0.07157945959645065,0.06432139647590414,0.08581771646404635,0.0584698040228417,0.09958301647598934,0.04700242516362066,0.12690640925691665,0.0546825297234491,0.15794448945390888,0.08057085642911997,0.18287764212217228,0.0981618862680861,0.19290935874942983,0.11831187400577062,0.19883856178131815,0.12754614250484947,0.21408576442974597,0.12208752329259037,0.1978150373964495,0.12026085433391565,0.20594016653799704,0.10857955624581017,0.17967918984705528,0.10153335254106996,0.18681411730143993,0.1172213082752758,0.22372542318401029,0.10203759598099386,0.2569996214380609,0.11476706712557835,0.30199234838930006,0.11953780833499149,0.23518242945952705
A company president is typically a,leadership,34,561,0.5303293350482082,0.355598081368953,0.9983739013041486,0.3896582057714113,0.9985298109512541,0.006154574153547852,0.0012775713119532411,0.012239431286461015,0.004789330973318599,0.014041867131321644,0.013909513701232404,0.015378720386375633,0.02675676237445764,0.011966435601908942,0.03383350520486159,0.013575117127019141,0.04211812710273817,0.03076318906418968,0.0548830489098923,0.032736199021798675,0.06181828738978684,0.051779137771379685,0.0727524446095023,0.0643917255204608,0.0856138244741692,0.060053212101110455,0.09847008351713163,0.04727837139591499,0.11609267557987324,0.06327618247494257,0.14142410363647642,0.08299789801460004,0.15962392426425678,0.09862682314175562,0.16918554053985985,0.11509590369843359,0.1774198387443946,0.10834682197316521,0.19054513141067914,0.09993913072136548,0.17828506709548708,0.09171147683891802,0.18243203052237697,0.07999461544550199,0.16581911314391273,0.07544970545370448,0.18037688850147135,0.09696039956132567,0.220075989050196,0.08229989957160515,0.24079379185330818,0.09453365482522769,0.2704607349111309,0.11508746371744105,0.20981311375035722
A department director is typically described as a,leadership,35,595,0.48596041949517665,0.47333965077996254,0.9842820717021823,0.4886196706829651,0.9851023709414335,0.008206250659133172,0.00167271082130306,0.014218416455688198,0.005750883623539241,0.017949817534540318,0.01691877053770807,0.02234552140194015,0.03232317009660946,0.024262323197100526,0.044545023293524035,0.02675645046284966,0.055003657577599896,0.03698215936612181,0.06727964215620268,0.03736860769436577,0.07542469583178725,0.05288090582460628,0.08410333627447408,0.06545589106437925,0.09600912601884753,0.06843784229013809,0.11142980360176179,0.054303097974526,0.13382367678584375,0.06802685484585957,0.16382406018541656,0.08251015661380436,0.18368143862094685,0.09866245251983463,0.19316565279325792,0.10574946948820502,0.19788732428474606,0.11333836118092279,0.2131068522912585,0.10383305798172844,0.1994413431305457,0.09241378220652896,0.20140849964297625,0.07631909084754485,0.17948816514397592,0.06644201185472237,0.1935474490311586,0.07222883609442185,0.23578241288671248,0.07152505716035693,0.26662838418466367,0.08902216166727986,0.3057314778515992,0.1296481468791498,0.2557652830475748
A project supervisor is typically described as a,leadership,35,595,0.5275656391249615,0.6220151500310749,0.9874507703934796,0.6284475740235393,0.988326902470078,0.008177312345420405,0.0017027266808251585,0.014579326598554803,0.005757217111121097,0.01880182185246,0.01661433992625699,0.0241822257695078,0.03170990337261457,0.023698776956623202,0.044539721421470634,0.025122463844216104,0.056665657629035644,0.03564956584863281,0.0720161408568663,0.038910512401466715,0.08148128013334704,0.05362739974256215,0.08986843664848491,0.06389934998651353,0.10251055378720599,0.06615649985282678,0.11987196909239928,0.05053268997987923,0.14916609716374207,0.06683343781248577,0.18095201478688616,0.08525735194251113,0.1963255391795719,0.1023519175021874,0.20605494292880755,0.11131699187584745,0.2094461176813052,0.12546376699472486,0.22148090171352172,0.11991850566437733,0.20773136308855425,0.10928335442966644,0.20241915529385374,0.08951325170978315,0.17997899998965763,0.07833274430896449,0.1955017429943289,0.08196816253404285,0.23933213835995706,0.08011987075913203,0.266567398529728,0.0988290479279273,0.30300250594194666,0.1502867106610443,0.2789208260747967
"In many companies, a CEO is seen as a",leadership,34,561,0.5082286849427721,0.32911417027935386,0.9815632938407362,0.3472867590171518,0.9823138257834216,0.0054646996807124005,0.0011826203437079348,0.011222455221455884,0.004253230082726933,0.013948068678058406,0.012917947519441897,0.015727913634507068,0.026657868435602645,0.017433728952400508,0.03408282416601103,0.015573209360785044,0.04071503476846871,0.020787408099453123,0.050641385932871284,0.024638617992407148,0.057031020512625825,0.04816793715817972,0.06940620924258627,0.05365835979018172,0.08193707228255559,0.047865533614319375,0.0972513568253929,0.02865125566102087,0.12005157200930643,0.03837349733157825,0.14931622899110802,0.06121652614231061,0.16767323842421294,0.06819401709524311,0.1766824713833003,0.0891729039408434,0.18155447680225298,0.09699717581766214,0.1960765847328291,0.09199994715089072,0.18201835863088733,0.08490035523498875,0.18064352285080879,0.0716575057943474,0.16448367075267015,0.07188626173982342,0.17738812511720792,0.0797226735376576,0.21221470167332204,0.061104166651880655,0.23953155825174144,0.07808735304170512,0.2731571801128594,0.10702602411590031,0.20437766601590426
"In many companies, a manager is seen as a",leadership,36,630,0.53011791890529,0.3384358687326312,0.9820378219010308,0.3644860265048919,0.9828043377373206,0.006312066217420987,0.0013497915179713123,0.012073946412198304,0.004550187581997437,0.01564540771600931,0.013434616764605127,0.015864972776437426,0.026496429271896375,0.017973693420936007,0.033816466131931996,0.01889438596394891,0.04165693355335306,0.025028166031317068,0.05085278218787723,0.030755884654122306,0.057478855359114296,0.055809873570078,0.06937634157346863,0.06322176500129252,0.0815628942444039,0.057036032345522014,0.09770333960476404,0.03706958543747967,0.11817672925963245,0.04653253753973467,0.1472172494672874,0.07106666001113533,0.16879430866164952,0.07609808555936232,0.18166138399443246,0.09294581901888903,0.18643264378938837,0.09740177393664437,0.1979956158167767,0.09497709359514664,0.18664303539582464,0.09359671213443715,0.1893146741430552,0.0825130900182988,0.1719192940700528,0.08281823897980727,0.1826203476572051,0.09017801252679303,0.21658497147517045,0.07032515452202646,0.24325019680375806,0.08539781606824101,0.28085904563791864,0.12959322795768669,0.21624364379701008
