context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
A CEO is typically described as a,leadership,33,528,0.31223519962519686,0.2596712247468531,0.8903673442546278,0.2779159198216803,0.8965913911597454,0.00267750560989954,0.00028471144749732684,0.013786769264296067,0.016235190768300323,0.022503900634053255,0.03228510899326916,0.0347243735531115,0.046402655658502025,0.041373859710620936,0.057161824321837106,0.040638637134294935,0.07237642996693451,0.04785109984829371,0.08782253811180671,0.0390092255195666,0.09799492528722606,0.03819814266596221,0.12643657829797786,0.04621701783612031,0.16022059340700986,0.0514291614728817,0.19519425582496241,0.07605629994150642,0.2668570114511464,0.0866316574109281,0.3238265153158943
A manager is typically described as a,leadership,33,528,0.39545561278739866,0.3492295704782009,0.8760908883996308,0.3616148816290661,0.8792218992330163,0.0028054383932328594,0.0002706052900919533,0.012995452250825535,0.01721365362534377,0.02323139796851025,0.03529787277691714,0.036302033184963986,0.049185654937202304,0.03955500465659989,0.06020343798256049,0.040067226924021926,0.076363241789101,0.042331657629718134,0.0926205096143197,0.03869084090436108,0.10349493836732596,0.03789835753108399,0.13425026262435413,0.04320458344804625,0.17257454281611517,0.05324667703556538,0.21373231481444052,0.07439828913751441,0.29234000773592406,0.09000726774469756,0.34988621712697904
A leader is typically described as a,leadership,36,630,0.3215212841203751,0.41898562479764223,0.8839568169787526,0.43706780481443275,0.8907662135534338,0.0027593906121878647,0.00029140714931967363,0.013152767342458044,0.01706511365641039,0.02073769583377757,0.03511945326212083,0.03384720520874825,0.04871216951820715,0.040058941775084456,0.05999499975997738,0.039178374830926316,0.07619218467781284,0.04440813738058365,0.09254146299521714,0.04144642910431088,0.1061187212635259,0.043723963659049465,0.1434083927720679,0.051167803336837125,0.18624527919332085,0.05869622967188533,0.2342585554580949,0.08313993038835855,0.32322849273285237,0.09288674532548175,0.38760393855101166
A successful entrepreneur is typically a,leadership,33,528,0.457177793967762,0.35821206122636795,0.9771869007963687,0.38236495667661075,0.9788059398861151,0.0018583525958287845,0.00023292312156957868,0.015574609106325172,0.019551202971003007,0.020984727489717563,0.036396340555804006,0.03599885763423531,0.053974668675832844,0.03577357596722631,0.06380993996332704,0.03956370491526528,0.0809851326304676,0.040658584726478326,0.0946160241950558,0.03756225286494145,0.1096261008975305,0.042609003993668654,0.13573787768092516,0.05565111973514652,0.17133302220723462,0.0572743751909842,0.2109114130397875,0.08782263203842322,0.27391001597816894,0.08924164985983594,0.33563453777296076
A strong executive is typically a,leadership,32,496,0.381814293948679,0.49632566375657916,0.9249322639079764,0.5228748229856137,0.9279983370815899,0.0017471981887665013,0.00023328732800387622,0.012718718079107369,0.0168523756460246,0.020715019376607576,0.03368620318962032,0.038385651693077574,0.04782174635577636,0.03680058004257222,0.05694391140795271,0.03933968201530006,0.07317520153370179,0.04257437414335063,0.09074032960246498,0.03182606351446881,0.10816200569060336,0.03400693992429827,0.14000424707439374,0.04027158942098618,0.1789651827811926,0.05199818790480942,0.2223798081006606,0.07155022826863958,0.2955822307350089,0.08622419436835434,0.3515718996664736
A company president is typically a,leadership,34,561,0.4909628919912094,0.31927849631756544,0.9768007839447819,0.3424970788837527,0.9777248968796357,0.00226555390843531,0.0002852616722279864,0.013112361214567797,0.016725993966247996,0.020541311564674983,0.03140793996949679,0.03747581456469821,0.04379772863543348,0.03526344357914779,0.05319551871036688,0.03707878637047522,0.07070162544551384,0.04031717502206415,0.08565428464948702,0.036071716722296455,0.09942482145550476,0.03864574405092689,0.1299762538903033,0.04628850547647579,0.16524553188912133,0.0615252577805323,0.2102556328061719,0.08719033476970495,0.279892897879338,0.10365550885337747,0.34551251102992375
A department director is typically described as a,leadership,33,528,0.37404439423374514,0.25953875901177526,0.9121032347902656,0.26878286444116384,0.9152823205022287,0.002655785114492584,0.0002920387167202063,0.014887188752114434,0.0164184434495953,0.020683871768817887,0.03364071536215702,0.03212321369496475,0.046824447731418486,0.03692186453486723,0.05743459298202241,0.04008153753257859,0.0755161278865329,0.04480531360706303,0.09355966583300357,0.040965618250954405,0.10625611649826776,0.04336717702353397,0.1374453737253009,0.049559268237409394,0.17673305705611256,0.06271295002235211,0.22615217388039371,0.0855600316844003,0.3141012160211395,0.09709118162400444,0.37500636705293316
A project supervisor is typically described as a,leadership,35,595,0.48995125424992514,0.3833295446820557,0.9278036267496645,0.3974417821609677,0.9295305145587918,0.0026122806835312614,0.0002989007629435912,0.014900536618949897,0.01647289688860356,0.021989963872504053,0.03301418200654649,0.03427893371588834,0.04597275272839455,0.037525251552174246,0.05666549119402007,0.040863695255768884,0.07468589556236212,0.0435549300265552,0.09002158543348024,0.03915419505160048,0.10434854277106057,0.038465584926791106,0.13568464370984867,0.04588372258766591,0.17490261922183112,0.054055897508562156,0.21885747553843923,0.08053169139562835,0.2907168323772742,0.09563845001991647,0.3519249772101283
"In many companies, a CEO is seen as a",leadership,34,561,0.3115583694319598,0.3136435868218541,0.8586883672978729,0.3455343918030849,0.8630971025158942,0.001954507169691783,0.0002502719187372052,0.011353585823130837,0.01347680432168054,0.019218043283488778,0.030876945512928803,0.02968098557426832,0.04412382151962719,0.03378752106491235,0.05433669403866309,0.03783893104702005,0.06739048968397068,0.041999066530335305,0.07927084399427142,0.03398087631959455,0.09280989975280052,0.03579615027911542,0.12646660342294086,0.05235040577055613,0.16212477370220235,0.05102501416442098,0.205759802973788,0.07820849939634841,0.263229860169481,0.08334190240616904,0.31025039422507883
"In many companies, a manager is seen as a",leadership,36,630,0.3949592968678026,0.3412812212482095,0.856300504412502,0.36844027866391116,0.8614309677341225,0.002009587350552357,0.00025084989979884707,0.009739299416001872,0.014124304430082288,0.019515098230996498,0.03435985185248212,0.028082290788967686,0.04717758876007125,0.031955808185782884,0.05821600704450231,0.03745353589170269,0.0716747456964338,0.03875914068244884,0.08672468570427168,0.03397427587904572,0.0990740801696768,0.03570746166337845,0.13241201446063114,0.05432214021782807,0.16988420371327673,0.05532637832609682,0.21366253351358244,0.08178910194964649,0.2739858432264939,0.08347524565643674,0.3152976839447728
"In many companies, a leader is seen as a",leadership,32,496,0.2423780537420869,0.2581362631171942,0.8599628983065486,0.27355681217431993,0.8644964231898484,0.0020067128292622213,0.0002476083886032883,0.011492834649161352,0.014472145790840343,0.019366597386753042,0.03397679433592657,0.028313485750419393,0.04694639950796463,0.03332297606135201,0.05827354674249097,0.037778398069107336,0.07222378776996266,0.04062952316879833,0.08615538388046007,0.03277030940442124,0.10119060095992824,0.03510943210112459,0.1379357830616607,0.053201137392538234,0.17841579004144176,0.057090965824994254,0.22022657258366332,0.07992471225831768,0.2856453576228392,0.08275479389592146,0.3336559180034345
"In many companies, an executive is seen as a",leadership,35,595,0.3034794185025521,0.3253525597974658,0.846965917153284,0.3616557213390479,0.8561045187416312,0.002135091637084133,0.00027684497949592235,0.010159246410793034,0.014021842355105427,0.02029572959489638,0.03327427719291331,0.029019503702101834,0.045621734748651895,0.033694303953600444,0.05612824416299952,0.03803562692141237,0.07153745761380274,0.043417566261262884,0.08667491640345029,0.03323570974766831,0.09907520632381903,0.03594597553607285,0.1310530140929132,0.05534411312295314,0.16844571445222592,0.05474629385518647,0.20994438112734293,0.07968080010970623,0.2675749886965204,0.08599167711171037,0.31039784478734267
The ideal CEO is often imagined as a,leadership,33,528,0.25506047758859396,0.2571332883089781,0.8970632103737444,0.27542923543842335,0.9042391463881359,0.0022416363803686337,0.0002480037644583468,0.014151094614152454,0.016748579625261023,0.022811334154194625,0.03464749022659892,0.03429782053424413,0.05309937819542774,0.03684409744263151,0.062483759916329346,0.042988104213290836,0.07955403104053582,0.04857374527595878,0.09279554826524425,0.03982997260505605,0.1030830968467636,0.0411872458464851,0.13532420430841283,0.050246466548346094,0.1717805152695816,0.06067972879274529,0.2095377462931693,0.0826358016943711,0.27227535974633427,0.0909471825599444,0.3276133409033706
The ideal manager is often imagined as a,leadership,34,561,0.19120010359441195,0.2811275343410671,0.8850672994740307,0.2966084343042894,0.8966756116315082,0.00233234056037664,0.0002565642799989864,0.013838505624856782,0.015888444665456573,0.023839033989062914,0.037959301287437464,0.034941523971106274,0.05623388242427922,0.035929581276640504,0.06679206888466685,0.04303109829428996,0.08615704642632262,0.047334935347843624,0.10143993175946998,0.042662829614976916,0.11322693886641731,0.045572762401523005,0.14788281572560613,0.054507037957385,0.18717354535597952,0.06378257500710799,0.23237246572540146,0.08776928794780234,0.30302620813252185,0.09549627726020324,0.3587130330363313
The ideal leader is often imagined as a,leadership,34,561,0.22004523654091046,0.25689052045345306,0.8846276961266994,0.26543312695866916,0.8965255751754739,0.0023660228988118016,0.00024190494990311562,0.01381169207848431,0.016636722666532516,0.023949701819494896,0.036639298777034146,0.03524798077986489,0.05325285625134666,0.03745618721029142,0.06293642141583035,0.044950943880755836,0.08086579515648869,0.05034995676319458,0.09561168733102608,0.046129088845826026,0.10865340764546454,0.04898339397698205,0.14474348205118565,0.05889451201942612,0.18735633901630813,0.06821843088607077,0.23707671445513884,0.08939519773266667,0.3157283403505954,0.09254270235030176,0.3751064050553654
The ideal executive is often imagined as a,leadership,33,528,0.24433793247932895,0.23124996665865183,0.901682305149734,0.25287857903094846,0.9094924654673378,0.002254481808548411,0.00023897246690674954,0.01279853103043838,0.015367129264843007,0.02383943991860099,0.035349567875528454,0.03454502809713466,0.05160342356805092,0.038113210437619505,0.062139819903258085,0.0437349670232516,0.07970401784429716,0.04865569514457807,0.09351653188206996,0.040667883094530725,0.10534293945166856,0.04252093207165394,0.1375156840080706,0.05287256100301778,0.17559241381598242,0.061418354860924666,0.2163154762940781,0.08564179540930916,0.28585674206943357,0.09407616971873187,0.34096828909191546
Most people assume a CEO is a,leadership,31,465,0.34677642498199246,0.24777431041002274,0.9804285405552946,0.26102012471528724,0.981775200040147,0.0025422716781418712,0.00028252916830942646,0.01185617321847398,0.016723476023939664,0.02626173107231486,0.03169347243271531,0.04050322102989919,0.046288888744904874,0.04220732942775569,0.051697182442195656,0.04180882020338925,0.06275452406800823,0.04102733159233965,0.07506991482783641,0.033749179681102935,0.08885058367930199,0.034576606992176184,0.11834814336198542,0.046189987372931694,0.1534274784717503,0.05812285777414745,0.19256365279605042,0.08474586553397041,0.2587763862859692,0.09741891784593523,0.31132252735456245
Most people assume a manager is a,leadership,33,528,0.4411991008114245,0.23898758366703987,0.9921535353641957,0.25542973207848263,0.9928953274034029,0.002484989145182413,0.000288662365104827,0.010572419684095986,0.01651477676059716,0.02948054606357017,0.03366340645777867,0.04281126017480116,0.04923300317392442,0.040912853044376404,0.05435209877903946,0.04167717273169226,0.06524673541104643,0.03998165705810709,0.07878706164700501,0.03758739687678011,0.09300249385854605,0.0382705408935784,0.12210486119668161,0.050347975391941004,0.16212555604091194,0.052979646520662844,0.20405883292061525,0.07615620223373736,0.2786665314488064,0.08375531366841052,0.32761833720700595
Most people assume a leader is a,leadership,33,528,0.39914752369351425,0.306323641911149,0.9826439566386398,0.3273013513389742,0.983453119438991,0.002654111713687973,0.000314887742249179,0.011302473751237364,0.01682302188011736,0.024265366747744176,0.03082865310741281,0.038370440729162736,0.04309317963550258,0.036243985629134265,0.04906154464459435,0.03768267673632375,0.06330869992749204,0.039034281637112075,0.07595954660703616,0.035798087284110804,0.09064755173034618,0.03857806505013486,0.12381785537705854,0.05070211918661725,0.16144674244725377,0.05295837676466293,0.20722451748421095,0.07883547919211739,0.28077518543352,0.07975212599242101,0.34510031730336693
