context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
A CEO is typically described as a,leadership,36,630,0.571417385896548,0.15024831844493747,0.9203500002622604,0.0006992153258037684,6.64126384318817e-05,0.024826881866563448,0.015473933400285146,0.038660082504516725,0.042568131700708264,0.034165470116929705,0.06678654681798477,0.03759458475949588,0.11460532268804166,0.04217951721253386,0.12925789472944754,0.058828405811692165,0.14661799839552078,0.06357387029927433,0.2084740957820213,0.09719847450030956,0.1783381713228661,0.10036877252376447,0.22154498220813068,0.1117180091252915,0.2751176697547031,0.139705406261818,0.3152791780033571,0.004706287263332103,0.008790356778174009
A manager is typically described as a,leadership,36,630,0.5616302431824772,0.26714048837311566,0.9241918446496129,0.0006680161756367262,5.933081570931124e-05,0.024696942384011444,0.015997191079721095,0.034269479512550105,0.041280187693818755,0.03679285098047799,0.06692183215002415,0.03573877419623929,0.11434294378891935,0.040953145587506116,0.1243295515476129,0.04827065263408738,0.1315000695532529,0.0518262693871249,0.18367917479853085,0.09234888996225986,0.15807580876095562,0.10445440121320075,0.2165271606823613,0.11185016436441551,0.2846756705772469,0.1384273791281114,0.3350676714922737,0.0038142903141672934,0.008255216172723762
A leader is typically described as a,leadership,37,666,0.5843093520998436,0.16510305227711797,0.9137445213273168,0.0006797831832809649,5.746798600542919e-05,0.0245948457783153,0.01558533863808436,0.034917622676303973,0.04039893855284996,0.03543404744727667,0.06839233097127805,0.03973913736776492,0.11613122453959328,0.049094387411944294,0.13502729814760583,0.050113823947446186,0.13327918678269696,0.05285077185568012,0.17874224091539687,0.08799004015356818,0.1496671282346426,0.1058553380930464,0.2127912036977184,0.12047416260904156,0.27346311466838286,0.15336433880831188,0.31798529872615433,0.003935792394900142,0.00784343089000368
A successful entrepreneur is typically a,leadership,36,630,0.5006186187519095,0.3086472423747182,0.9235080177895725,0.0006840842399662234,6.630844554614268e-05,0.0338788247517025,0.016274666971804533,0.04635685277268297,0.045689185519222214,0.031275038178806565,0.0715643573468239,0.046473283311607855,0.12076124626479214,0.06225930612554959,0.1344698396210155,0.05799397765809289,0.1418919566766579,0.06136622881367935,0.2043346932818496,0.08296130977077246,0.18259312634155542,0.10728418921889211,0.2346553312180117,0.1378668045790168,0.29842921467095185,0.1807647897606911,0.3175049176784486,0.004418261469753989,0.009360421197731469
A strong executive is typically a,leadership,35,595,0.5127360968483138,0.30178079660981894,0.9218321591615677,0.0007007153765174192,6.42941603940025e-05,0.034124636763495905,0.0163056517411141,0.03972609599933442,0.04366967652502676,0.03869438623980884,0.07111286137880792,0.05617559634121424,0.12131427897856609,0.08026909443072994,0.1416579605577815,0.0647388350158153,0.1446051568274465,0.06349917706296054,0.2150077569168754,0.08122291391948407,0.1818510168897851,0.08708179368849493,0.2275769694732637,0.1252805354283695,0.2722945586028413,0.16654573920944502,0.2880803068041801,0.003871677109307803,0.007288503067714498
A company president is typically a,leadership,39,741,0.6043139133739129,0.2620901479385793,0.9439073181711137,0.0005978457440633834,5.8631587879269355e-05,0.02826160427265889,0.015469440589417243,0.035729624367647504,0.04226662354459721,0.033536307701928975,0.06829490672377847,0.05033762835942529,0.11792841387229724,0.06413038261547034,0.13097155602283836,0.054726050077941416,0.1319810481124747,0.055302580463982697,0.20291576459745883,0.0826614874755273,0.19405242464669817,0.10617780604126399,0.22863441813297208,0.11483304277466938,0.25768822942102027,0.15061910247266305,0.28513225157530175,0.004893984235200095,0.009066204856492432
A department director is typically described as a,leadership,36,630,0.5581108238162396,0.20274509908631444,0.9243865287862718,0.0006301739581041471,5.9330815709298904e-05,0.02070842338679413,0.013749070545446891,0.030764882440803016,0.038184088998585095,0.03609442004862367,0.064023299855579,0.03901233706083468,0.10933637989736633,0.05158394474356051,0.12612257261506776,0.04916500783351547,0.12341500773867138,0.05146514444912029,0.1850558806254392,0.07668340548348528,0.15120643385457871,0.08163523444103157,0.19902147230458855,0.10505548472867447,0.25398903325881284,0.1308075107773359,0.30237995128179057,0.004450854974237185,0.00834878259705228
A project supervisor is typically described as a,leadership,37,666,0.5518093176155018,0.25929932994768023,0.9392810929566622,0.0006675917232600939,5.5137332981245574e-05,0.021957378717181047,0.01304085480551626,0.027486309107795284,0.03481546572336546,0.03635825828290136,0.058349637863546105,0.03706597837355988,0.10140725623757453,0.04514161943459429,0.11371796384264433,0.044270040548632913,0.11423695966071304,0.04565245057670352,0.17437854046010812,0.07943035242403587,0.1370110825670964,0.09386913811851473,0.1892082849239441,0.09984123005213963,0.24707578287578114,0.12302989541434557,0.2983063083905535,0.003437596251045175,0.007679322316832884
"In many companies, a CEO is seen as a",leadership,35,595,0.5100321203903421,0.18256440479308367,0.9522417574189603,0.0007098351397360602,6.956925805360496e-05,0.0165289917547179,0.013644565252141585,0.02958627147792054,0.036480885772106064,0.03533404437028185,0.05924140270080952,0.035990501749327934,0.11136999118923348,0.039936160685010054,0.11328817673323197,0.04459002409290642,0.13691759118280106,0.059967684752576106,0.2140199591231792,0.08346057682645447,0.18675890710097978,0.06814007661021536,0.21570465328263078,0.06851113791414001,0.2610449983459923,0.11601134882526598,0.3336449743356794,0.004953287279099614,0.010524874452914914
"In many companies, a manager is seen as a",leadership,36,630,0.5908675475504236,0.21289603970944881,0.9524207068607211,0.000688874008635568,6.763677866322087e-05,0.017153528459742894,0.013681477689378548,0.03226805442986823,0.037154627236133275,0.034264285272653135,0.06336214412351383,0.03598025156622391,0.1136718047498856,0.03823553172545959,0.11652270224438199,0.05578185952923618,0.14290880278881143,0.07371929561910953,0.20018448476132036,0.09583328054281805,0.19626006256593553,0.08416445734120992,0.2255534477625988,0.08022466277113635,0.2627422422811161,0.11214942035591455,0.33271348014295626,0.003743485454901451,0.009676199855789115
