context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24,l3_layer_25,pertok_layer_25,l3_layer_26,pertok_layer_26,l3_layer_27,pertok_layer_27,l3_layer_28,pertok_layer_28,l3_layer_29,pertok_layer_29,l3_layer_30,pertok_layer_30
A CEO is typically described as a,leadership,32,496,0.35041856585358644,0.5057294764555991,0.6662731636315584,0.5135312486290786,0.6829355085483257,0.0011797803830005398,7.939600661071439e-05,0.006619234322822305,0.00040328149307245625,0.010972011744267166,0.0005860890781158035,0.012784526656885998,0.0010657617488244349,0.009359880056864582,0.0021153056961376593,0.008766738452366618,0.002923632403371554,0.011537713676466306,0.004237884746223913,0.010312601164836364,0.005136114331154448,0.008147234170105142,0.006096203447383802,0.008919085151092259,0.00698040979896776,0.010964375417366343,0.007613453498462021,0.009722883120853218,0.008184134525156057,0.009261835855455777,0.009093037625568196,0.010454033735356865,0.010952617536388841,0.012949500886414519,0.012906505439950384,0.011792728724036286,0.014364905507363166,0.010364353901469527,0.01673165515667244,0.012518371595236135,0.019679831390729027,0.011629234735856933,0.022877508125759453,0.02013181444795813,0.026299711771781992,0.022043451496754133,0.035194236017046715,0.017843592787915603,0.03750772219212989,0.018206407056472144,0.042444244261394315,0.024359971733373034,0.0509432221187288,0.02783128449645142,0.05189898282531995,0.02473916818365943,0.043644392563007964,0.025519099232044946,0.04158881689979397,0.02754510187291993,0.047559141296734206,0.03461624779273639,0.05452162014029592,0.03212210205434845,0.055989770776794186,0.1737569998269351,0.19949313473831803
A manager is typically described as a,leadership,34,561,0.37811191945214245,0.5319184120744467,0.7115349490195513,0.5447707662206085,0.724104128916224,0.001222908207433838,7.507366920434293e-05,0.00781551665244489,0.00036597318245459377,0.011237317274397631,0.0005375510959204502,0.012210684763202629,0.0009971331376936667,0.010604789467474096,0.0019446487537054247,0.009472128957194865,0.0028266739250767717,0.012251884841414977,0.0039466119063063295,0.011903510164380422,0.0050594918286923675,0.008504589609140394,0.005884499853554339,0.010011511458288321,0.006307333404884848,0.012572917391862589,0.006746378695749102,0.013335817986581658,0.0074410831470511285,0.01202957481779951,0.008425828805030563,0.01121434548462593,0.010415411886753607,0.012762721933135055,0.013265235686525163,0.016384791724519017,0.015134065185817265,0.011037177368783353,0.018512451829278555,0.015639758564300235,0.02217560257857506,0.014826639897003047,0.02527252298297866,0.022465288343396145,0.028874132020893162,0.022600653350455385,0.04149246612535965,0.0172939367240819,0.04455453270367774,0.018118370605773777,0.050074213700027057,0.02635173845812498,0.058091087200075615,0.033862437636224596,0.057742140234188964,0.03344577291581769,0.049880409814873544,0.034904154743389905,0.04704279999520023,0.038095707376514694,0.05318592069221984,0.04314619531425592,0.05996850345804837,0.041536858548549646,0.060170337238741683,0.199296278221205,0.21184900492497877
A leader is typically described as a,leadership,30,435,0.3267804566857536,0.5498334406875074,0.7331012147478759,0.557738524817978,0.7399415722029516,0.0010468065924179653,5.763094590998848e-05,0.007106995576928863,0.0003699582646464824,0.010595753566666598,0.0005752342511761599,0.012084863442656706,0.0010322690623325544,0.010712864200375441,0.002023697376914102,0.008022546250720169,0.0030356097810569286,0.010338423963173906,0.004376657589549304,0.009387715531555927,0.005262242282496876,0.009256193800276041,0.0064936456198160354,0.009172709532978784,0.007260755766768545,0.012363188859968984,0.00772922872522687,0.012383673002492268,0.008407603879570746,0.012391464316574067,0.00961934942766454,0.01325204894896792,0.011913392998039406,0.01603634769417525,0.014543225770350185,0.015731281560952007,0.016677424606720823,0.012139905029083024,0.01983830033001007,0.01765593040718857,0.02406410717769392,0.01590413918481258,0.02786836598038517,0.02606693378595128,0.03207293057123291,0.026556698711403225,0.044807138630190334,0.02288960148194203,0.049260699747904174,0.02126405088930326,0.05421688907842426,0.033593710811816085,0.06299902488315796,0.04071323188245605,0.06492413897268068,0.03563472124459214,0.05469354256050165,0.03909697084196385,0.05084662379884332,0.04088691393407821,0.05797472402919799,0.04748960152102675,0.06504009472897486,0.04385131047410903,0.06380883021934007,0.18918772557939953,0.1889158926249618
A successful entrepreneur is typically a,leadership,33,528,0.40416950779117927,0.5372818703763187,0.7907567042857409,0.5734731174525223,0.8235105061467038,0.0010806749380991262,5.400440368193275e-05,0.008717339151248255,0.0003957569831952622,0.013836034011654423,0.0006714789526849442,0.014338781525820486,0.0012587450475198185,0.012506664627012873,0.002307163816736299,0.013881357939400108,0.003176980850303645,0.018581732257108113,0.004462776592310811,0.017045675604436775,0.005462338337819432,0.012452952414055569,0.006158000421077816,0.012504617644010037,0.006976913943689553,0.015250706738832028,0.007736876909901247,0.013048718652504336,0.00860071025656027,0.014385737007897323,0.009959713334185216,0.013569270948033233,0.011749666798552029,0.013080691339641067,0.01413873011198086,0.014768216879106177,0.015187629143066187,0.012398999559107157,0.016858505652493652,0.018609631627275827,0.020833358092899792,0.016672378492667367,0.024405408682751973,0.02723144936758979,0.028604845553352718,0.028392848615399927,0.040341868687454555,0.019391046862333002,0.0412925947465276,0.01613266983000633,0.04650092496331465,0.030225429226016388,0.059852496918628637,0.03739824821384631,0.06114472406393949,0.030463543922538156,0.050009602513841823,0.03505018257160836,0.04870617107463609,0.03500915690519985,0.05342029587673967,0.04472386472990497,0.05948116093038252,0.04178613369784226,0.05947467226058064,0.21717025361657694,0.2352447555294116
A strong executive is typically a,leadership,34,561,0.5578680791151021,0.381801906041801,0.9779580626636744,0.39659093461705197,0.9792402794563699,0.0011300584070804806,6.716131419258883e-05,0.009000039307758702,0.0003760869858932928,0.013911496548835988,0.000648298018827441,0.015426045651762884,0.00125436659684429,0.016360110725105816,0.0022105027926998663,0.01528857469274708,0.0029839411985481254,0.017900525043561537,0.004372211132438447,0.015161380842868557,0.005390761640238129,0.012249728975329529,0.00653751340332703,0.011513161374277941,0.007844102005883561,0.013866743963234906,0.0084601070954278,0.013309272239451535,0.009467626076670973,0.013730958705005078,0.011079927563086763,0.013722313281207326,0.013520976351660267,0.014391727158827727,0.016869898675707838,0.017984164774447954,0.018702988412751104,0.01213275476446318,0.02103702546756766,0.019440099731598232,0.026057989545746164,0.016514253463592643,0.030604732311103996,0.032515521141690006,0.03644574853224471,0.03202267775754148,0.051230564173511274,0.02379074470368227,0.05531984310627888,0.020854602001210833,0.061995221077635436,0.03504105650142137,0.08032193613044689,0.04345463412363593,0.08397468345544723,0.03597303840615248,0.06834745738513573,0.040792060521334786,0.06585909819335062,0.04301666672227279,0.07484628563320761,0.049458976048411915,0.08491590272819681,0.04704749644490089,0.08435346738758089,0.20915305424914454,0.25234531144176353
A company president is typically a,leadership,35,595,0.3916646955828869,0.3265075897797942,0.853049852186814,0.34705975217912055,0.8613481665215659,0.000953273560268193,5.4816758399131186e-05,0.0067286645826986685,0.00040750114178070046,0.012381719688057152,0.0007023378933806589,0.014567608384821618,0.001388493982860079,0.014071241085333806,0.002334547344216999,0.013723509981757002,0.00325751143660575,0.01775363425609921,0.004745729885049973,0.015080107304317952,0.005992774419530475,0.012701306499377747,0.006965916088935852,0.01361722250611376,0.007886234920045362,0.013746406171895376,0.008536453365870554,0.011793928970731447,0.009024578632004052,0.01300018264021256,0.010254071410982401,0.013403960748498457,0.01238133375941995,0.014279331449436813,0.015419638081588347,0.015107502129323271,0.016953411663274364,0.011826489176052777,0.01889467018894623,0.016269334943644874,0.02283209086902073,0.014988412590204635,0.026189321163783287,0.024042514515805486,0.030908412184918493,0.025266454343278337,0.0418851185972852,0.017754555415787486,0.04231179334692567,0.01682092752299257,0.04781698429053557,0.02067196289186455,0.05702620954281322,0.025665343281753034,0.05905810533504057,0.02327148383360321,0.04714151945794516,0.024713179169104888,0.044660085951229334,0.027226111820166647,0.05149701595725248,0.03205706236981945,0.058547667735583064,0.029721293552919983,0.05866538611910189,0.14918734947500964,0.19022005383826557
A department director is typically described as a,leadership,33,528,0.3242704458121371,0.3517051860690117,0.7987389259506017,0.366493025328964,0.8064423964533489,0.0012713831281372923,7.76235505661446e-05,0.007110677963151208,0.0004106415799535695,0.010264395376867144,0.0005706516569531832,0.010912283008427302,0.0010293854295845182,0.01057967204306887,0.0017292638818499242,0.009727904191177885,0.002484051612339407,0.011620415981935939,0.0035965055942195415,0.009848729855228033,0.00469706174849544,0.007765648941550397,0.005375904581521885,0.009002182492736177,0.005913723244076762,0.00979883045490702,0.006253599239435164,0.00951464601933878,0.006889692672922293,0.00998418210569908,0.007876786355432736,0.010770149169641221,0.009471067686744156,0.012911193603064303,0.011245494527929362,0.012651863708762402,0.012596014127307625,0.010150989373466326,0.015279258465807318,0.011125660222186919,0.01823678360825931,0.010786567681997641,0.02189742607489779,0.017232488711042753,0.024689718660213314,0.01732943408036443,0.03584204353449094,0.015578470485518959,0.039335545564832694,0.017216312529059707,0.04480218012201173,0.021334934505047407,0.05361868017372653,0.03078592956353259,0.057942464993098665,0.026726453752489044,0.049148476162827796,0.02878253264977855,0.0466274792594192,0.03035101650595803,0.0531584503004068,0.040854247539780175,0.060400992319967726,0.03593921033086605,0.05936021906573553,0.1747840356255416,0.18176028457338853
A project supervisor is typically described as a,leadership,33,528,0.3407385304601791,0.46699208207428455,0.8271855312632397,0.47818324733816553,0.8369241612563201,0.0011427986650355095,6.453360194397744e-05,0.007806049537660344,0.00038695636677504695,0.011506760662619832,0.0005717371813650036,0.012553426694060581,0.001052060945567649,0.01229221229188397,0.001807563957300983,0.011895039808936084,0.0025475496228352305,0.01565329420746508,0.0035637424551157003,0.013059721918035304,0.004889914547557168,0.008933388083364172,0.005591449605995063,0.010469531800788403,0.0061959322290167295,0.012396628059035563,0.006708187713097117,0.011939860035332327,0.007363796109558177,0.013553048132674581,0.008293510912243163,0.012910301735546139,0.009537830292366892,0.011666952682334752,0.011536751320427358,0.01816407780188247,0.013282790813442346,0.0124291836797358,0.01551204737132027,0.015854688197177433,0.01814955956255112,0.01594149445214041,0.02201719867329451,0.022935791240175765,0.024431495447812573,0.022350719953289314,0.03194750942949456,0.017897470061408023,0.033974207173597476,0.01936119877997858,0.03903785454254175,0.025903781858465036,0.04812182578733035,0.036674763093267324,0.05137392054384278,0.03847409204609489,0.04417097199027407,0.042188870238389145,0.04360959892705451,0.04571909661201267,0.04935717122997033,0.050832023809220264,0.05545510771128381,0.04679790772892881,0.054383945286800406,0.15708372076646113,0.13887117873682717
"In many companies, a CEO is seen as a",leadership,29,406,0.25873841953839444,0.3193404767662287,0.6549103944562376,0.34308821929153055,0.6874378608772531,0.0012203201749755364,7.202844520904572e-05,0.006190954974233701,0.00028124352280456015,0.00995861628326622,0.00040892514880726597,0.008967672830832841,0.0007211924521801485,0.005046572143888068,0.0014297535054983396,0.004812313464031049,0.0019062811893545493,0.008683780820362913,0.002586554792093974,0.0073117842675479,0.0031616920427823825,0.005830699040139389,0.0037633555592454363,0.005923225883464149,0.004210136031806717,0.0078120601669021145,0.004894151533374629,0.007035397494565144,0.005272728892166938,0.007686885264814887,0.005717997657085009,0.008876632866165612,0.006852358313340236,0.011490847540642852,0.007833491875371443,0.008457009419053954,0.008953058488565233,0.008798862500303008,0.010638851509860684,0.008381142342173393,0.012267935260076695,0.008650937128060634,0.014324859703747236,0.01682424963247113,0.016803540185152975,0.020655833233138635,0.02254598376780127,0.016861786592110416,0.023540369811816644,0.012862982625542897,0.02585704794479227,0.024181384137905954,0.031196746787370035,0.02732735308087866,0.031993567951711016,0.02273954962736089,0.025606472983110987,0.02353448608519299,0.024530628452144015,0.026064352036747,0.028936560032007504,0.032007205185543265,0.03202718095508279,0.02942605340847803,0.03269496624371355,0.13586890493939,0.09336784616088285
"In many companies, a manager is seen as a",leadership,32,496,0.26773310086506197,0.30470172921195626,0.6220266949385405,0.33520161535125226,0.648643261869438,0.0011580054096389837,6.113025899471408e-05,0.006537583968005365,0.0002654814189971856,0.01028258509052812,0.0003917090382264711,0.009623164210296601,0.0007280468681085776,0.005503219905828192,0.0014745082201268224,0.005828573654549607,0.0020643577223703746,0.009962550789035785,0.0026698223333712044,0.008153032604131775,0.0034283865037648582,0.006083651072464788,0.0040436542289410266,0.00646192558146198,0.004370100754450046,0.009312611972446018,0.005056270648204363,0.009487141133108638,0.005339236516151875,0.009282745477005885,0.005825958198282133,0.009634078450322228,0.006911474462684097,0.010774467189621101,0.008072746913953821,0.008712959029348292,0.009169057144762283,0.009246878433922034,0.011114794263166174,0.010707784569347545,0.013034023132172848,0.010301275073248626,0.015055418432101845,0.018259775966218427,0.017752858894901257,0.02146977630345648,0.023322433651427617,0.017685986916899845,0.02432158966014406,0.01391085571575385,0.027338240851943103,0.022899315401294123,0.03154915872640621,0.029072280824802465,0.0332195629424382,0.02745008311704972,0.02839420767047008,0.028160028912496717,0.027548265118523204,0.030045814432575882,0.03196728046867417,0.03422627225327967,0.034362114076892235,0.03237563322827645,0.03410771568545465,0.13389221874564305,0.0876538507312521
