context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24
A CEO is typically described as a,leadership,37,666,0.47754675221824383,0.3523794012144208,0.9181412777397782,0.3655368493837159,0.9258080742824859,0.0007918182519649036,7.124186343166216e-05,0.011992497913143463,0.001297956663050674,0.025311570193197436,0.003102550170660817,0.003108145271240776,0.005295331033686083,0.006407655462794001,0.005727447054243368,0.0035451182518541832,0.0055324786957816376,0.003531534107664576,0.006847264702928369,0.004223282278081248,0.008824800598951427,0.005470152630731815,0.011731784255032667,0.006802601262619481,0.015436825473117121,0.008067384659246793,0.019701969144124074,0.011799032991060311,0.02430779450305044,0.01303565796266973,0.031281644791749864,0.01279862727276652,0.03751959952115322,0.013030555108378654,0.04470415690451561,0.014112657654724747,0.05363299473448083,0.016356007012377563,0.06063023480639826,0.01805264353982394,0.06448386928456681,0.022469860442318672,0.06988181894713281,0.026217239511787335,0.08038875153779539,0.0303624937573336,0.07944666453769189,0.025608955408480457,0.07061692019320884,0.02095397858697015,0.06008548495957096,0.034120526621247475,0.0567160429213632,0.12796158836184243,0.07071519401373239
A manager is typically described as a,leadership,35,595,0.48940106389731236,0.29480157187208533,0.9086919359397143,0.3002023540539085,0.9130312400910725,0.0006953765527281747,6.973497288507158e-05,0.012293613488818432,0.0012884058876841235,0.02749662471624237,0.003327600715146763,0.002692017002437874,0.005761536699559315,0.005333279542143287,0.0063122987007257795,0.0034455849805567038,0.006316088578526112,0.0035413550022252434,0.007814287887778696,0.0050002026328478805,0.010022709427969985,0.005888561209772926,0.013560009761308441,0.007834978236556442,0.017730679286025137,0.009296086688742013,0.023445520873194008,0.011897955293877927,0.0292596384880922,0.012935721826301155,0.037200467266014205,0.0141412701467528,0.04456956494379089,0.015077262126958134,0.05384431525603951,0.01614143200837605,0.06420252758299083,0.018910007706942403,0.07218464579492237,0.021034247192642953,0.07572098683143401,0.02833569583116862,0.0806431182661674,0.03413982120033046,0.09088787183264695,0.03751907017941141,0.0869239667936792,0.0318278094602188,0.07621387238924161,0.02875439112081545,0.06559410025495507,0.044597226928633674,0.06762106890038622,0.2910269790482715,0.16083307185591555
A leader is typically described as a,leadership,37,666,0.4615135088855672,0.32568121678195894,0.9388506202958524,0.33804582519223914,0.945804782560252,0.0008006921601164841,7.427869557785327e-05,0.011589342456034948,0.0013372310834517099,0.026082035120428476,0.00328283780109304,0.003372401346076165,0.005762149519101937,0.005903947359930181,0.006235013677036371,0.003364496485747785,0.006204547353567662,0.003392688612921867,0.0075793320785938175,0.004734632943556967,0.009793554668873796,0.005756167449639981,0.013024729399270322,0.0071629299863923985,0.01671335322418698,0.008482654461572599,0.021206329891207614,0.01137018237998304,0.0264907457220007,0.013437648633901253,0.03490937431106814,0.014203299458015047,0.041876603251206464,0.014901013727646371,0.05089528448083871,0.016981173667853802,0.06070571123321633,0.01992814260630474,0.06786465170320861,0.02129709616274094,0.0712134159907262,0.028351177424799867,0.07621499671095239,0.03276626012234826,0.08436058072053408,0.03471806078319195,0.08059044307916352,0.03092548279219807,0.07251728627628387,0.025799099121084853,0.06206875312013344,0.038332696380191204,0.05940414397650137,0.36500719580405,0.2091568448655299
A successful entrepreneur is typically a,leadership,34,561,0.40071284223216036,0.37591682747006416,0.932322024134919,0.3980927890079329,0.9379234858952259,0.0005814039337577437,5.9677178020865835e-05,0.011484086399247237,0.0015396549639118504,0.02604315479218133,0.003644225446293859,0.0032427285423959227,0.006111828793940644,0.004425792865009478,0.006245431063532183,0.002899715112999694,0.005638165718115174,0.0037114958414178204,0.0071315777107038,0.005231944760101641,0.009043112919435263,0.008943042442365748,0.011978825324875179,0.01277177995638299,0.014762562075917559,0.01185135763780657,0.01829928184543723,0.015260513517854454,0.022864126277735125,0.016111373305310817,0.02806227518992074,0.015352109478717346,0.0349692008855823,0.01552502040647505,0.04214136666140038,0.014459287754745254,0.049514265707076434,0.01682680989982035,0.05476766550866783,0.017566427515481015,0.05710840450761584,0.022776382544440543,0.06191012320012566,0.026565566570767175,0.06850676150068677,0.029632854929257546,0.06727374313668337,0.02386580779249785,0.061119696908349334,0.018852852669422417,0.053350480857679995,0.028864559554922876,0.04993201937767823,0.1310959319949635,0.07461197405259483
A strong executive is typically a,leadership,32,496,0.3973374574552928,0.3768935385160148,0.972446275758557,0.3936203460980323,0.9737907239691594,0.0006534240798222034,5.517319536747778e-05,0.01212201496158365,0.0015103603186539978,0.02655589041558251,0.0039907640469760315,0.003794001591658346,0.007305271666344485,0.0063767227582653815,0.007045315814271494,0.003527809862276466,0.006362921694610984,0.004632548242106218,0.008253125053801172,0.006165599891711459,0.01045585552907595,0.007625189110802234,0.014150546280095436,0.012880452441737337,0.01802945006812653,0.012875255644385932,0.022561277372829754,0.017731338170322488,0.028246211277255576,0.01890067140314026,0.03460738921369887,0.01840196329669991,0.04162159590223451,0.019575173194135233,0.049866373137954244,0.017567981454317417,0.05932107294377481,0.020705032913752027,0.067493107926181,0.02280489487857589,0.07072297704285992,0.032749367789364096,0.07971223095031049,0.03644943850000506,0.08710748923736644,0.035307808373978254,0.0823516721867946,0.03024273842541966,0.07390581332729616,0.024767123872771406,0.06250710918183341,0.03464546848568557,0.05193609738029083,0.050162050655133426,0.029088877758221027
A company president is typically a,leadership,37,666,0.4031403661350063,0.298063273075968,0.9638030031928793,0.31909293838998565,0.9659766900949762,0.000626306088965805,6.450154519796544e-05,0.01254463631212266,0.0014069533515609987,0.028867343106243254,0.0037279317950404565,0.0032423538409025476,0.006523119528235642,0.006981814014545216,0.006773346084438139,0.003732493039665476,0.00594926808297289,0.0034676929186833127,0.0074896423995214016,0.004556299434976546,0.00924335671667788,0.006448211204373646,0.012247136580277256,0.008837127866648397,0.01674389274390878,0.010019451616180505,0.021465058079930713,0.01383482048613099,0.026386105677420533,0.015733524271228302,0.032910977321135564,0.01445457481475805,0.04099898260651673,0.014879231714527144,0.04844521149396852,0.016400797801501128,0.05658611270588778,0.01912284206197998,0.06375620402868223,0.019869779373496602,0.06753328017304905,0.025171521871950833,0.07474671330484255,0.02729480429538746,0.08315499257788919,0.029696503098564805,0.08117399407311865,0.022127305166745367,0.07131385829617791,0.021514463198867975,0.06503405412182822,0.029961187744184763,0.06711773539947478,0.21576732682596989,0.12066499569123094
A department director is typically described as a,leadership,36,630,0.5557055320513908,0.2975219772197306,0.9061289960518479,0.30617539473951183,0.9108700549679725,0.000672495306977534,7.722869329357087e-05,0.01071219290975594,0.0012045983045545156,0.025079590615344604,0.003087500421824522,0.00283149640297348,0.005385772518597549,0.006994779673309337,0.0059785674467087895,0.004720936660843611,0.006022756340708892,0.003296422521756577,0.007344751478033179,0.004368733423556769,0.009366742254605646,0.005448283956652961,0.01253424963019579,0.006359853387028675,0.017160625385123238,0.008256847476051063,0.02271876255376411,0.009876655432064257,0.02795376770287437,0.011370126301664405,0.03493904877647351,0.011792562932824891,0.04197755400586391,0.012588250836748662,0.05077158442441021,0.015088745952875989,0.059603468919461826,0.015648014023630048,0.06718522152685887,0.016563816053286995,0.07165714373573076,0.0215226850671233,0.07806299322388435,0.02587930207945609,0.08903409909755478,0.02744252169626298,0.08579304567970202,0.02257179219491988,0.07805209585102943,0.0186551804538119,0.06745891104398591,0.0327639207840345,0.06490894623229417,0.2159715098267983,0.11873334995034418
A project supervisor is typically described as a,leadership,35,595,0.5732451504500632,0.45809309743344784,0.8932255990803242,0.4633722423013751,0.8953912095363705,0.0005899669966242077,6.251977813339796e-05,0.009893976783658385,0.0011188845801962982,0.023383463885331447,0.0027766721837775192,0.0030332521984524335,0.005024142533607181,0.0043484549105679005,0.005424795511042034,0.0024597104130063318,0.005444386101821031,0.002987189443358294,0.006703753561498993,0.005318771742103923,0.008788743136786592,0.007377467586422657,0.011976563404472817,0.007711144133565248,0.016405922630245758,0.010088423414352243,0.02184672071248239,0.011643113305377052,0.02660199463159256,0.012100071170264777,0.03351732517401882,0.012288189502836415,0.041077920825377846,0.013904062001674527,0.04995672970114413,0.01584379416720505,0.05887643107439743,0.018546678308479198,0.06545866832163705,0.01974889700203117,0.06899286123098182,0.025491626463545154,0.0734624537726372,0.030008768382911694,0.07958490919835393,0.030086011627182885,0.07639416857979278,0.02497571250826515,0.07043051742779427,0.023469109144904125,0.06238513649651332,0.031445361857768715,0.062010172717393605,0.201822070416311,0.11534594509756183
"In many companies, a CEO is seen as a",leadership,35,595,0.44521178480525553,0.3003677143715322,0.944438005099073,0.3172802437147766,0.9479114985629167,0.0010652395198263189,6.581840585114002e-05,0.009478703833421639,0.001165162227269932,0.025563601852872982,0.0029593021892481554,0.0035112005994744127,0.005127592792513469,0.0052913309442627265,0.005510718305600948,0.003377807091556287,0.005073997469886498,0.0038234174664543686,0.006434572872442956,0.005606239292763722,0.008150970939211846,0.008470767892580052,0.010874590477165743,0.010303723412071506,0.01415067465522806,0.011808526308866037,0.01854628445918013,0.0145373373403694,0.02241873097796858,0.016861058060266526,0.027625809710369424,0.017020035058899614,0.03356121529509925,0.018233405176622208,0.039795981249262355,0.018458421482791258,0.046043741691864724,0.019604545766791923,0.051983815074525555,0.019460272433986944,0.05658019790745965,0.025121275738708655,0.06176095308112328,0.028928737884446835,0.0714758292236737,0.03007555088772678,0.06853381105481415,0.02477041859135138,0.06062250539086217,0.023394797374829423,0.05357104540789159,0.03132652476586943,0.0472462326188816,0.22264094090038908,0.11328830184664619
"In many companies, a manager is seen as a",leadership,37,666,0.5141244720305762,0.2481987029314041,0.9569023317890242,0.27629367876943434,0.964088919736696,0.0009304875575925636,5.743764251963312e-05,0.00990628942796277,0.0011483813310421802,0.02549571406954241,0.0029752274977705296,0.0034474473990086492,0.005128472356998564,0.005112968157131597,0.005537777780016289,0.003176783071242674,0.005156090558407465,0.0033354180200455964,0.006594529838681915,0.005959544629174126,0.008417890046771659,0.00853254605058731,0.011377932679203912,0.009489714282328886,0.014956436115995715,0.009817872674742057,0.019816379207804522,0.012476501537864552,0.02406409332147356,0.014271453461282836,0.02907089249371359,0.01507082283849517,0.034667303424292535,0.017177624168365876,0.04127246732119533,0.01757952141168923,0.047430653322841285,0.019333074824555457,0.05351262238996706,0.020573538467438316,0.057332878235274644,0.02606601912494785,0.06184374720107641,0.031274729536878834,0.07068705892877478,0.030087523207964754,0.06678193734914124,0.024364875949413816,0.059800532693765104,0.02442180176027856,0.052687119609376186,0.035201740765769464,0.048473640410932974,0.18160543475842159,0.09138639253178757
