context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
A CEO is typically described as a,leadership,32,496,0.37522639557319654,0.25967081962153316,0.9131969814188778,0.002317282706335944,0.0002825078153701338,0.010650968692324193,0.015250111491943302,0.015658036313020478,0.030228129930695555,0.03448219725033584,0.04567682113096683,0.043566440963475526,0.05643425467537225,0.04185933459800272,0.06617870400835765,0.044428363192964025,0.08421560164738147,0.034926529216486854,0.10129391798412773,0.03108995713263962,0.13364709917946443,0.03865962313300883,0.17029626618941127,0.057365498969303375,0.21332645419617594,0.07290782921480303,0.2881790571925934,0.08405591312477641,0.33764401391920984
A manager is typically described as a,leadership,34,561,0.42121317762466015,0.34922948968596756,0.9101735255680978,0.0024822751817498226,0.0002534170194754254,0.008876898355318118,0.016437383560882698,0.017699524728098614,0.03235571996146731,0.04041783268117284,0.046492679554424876,0.04591325921736388,0.05884207383888403,0.04575113652542255,0.06983939062806999,0.04333590841065646,0.08712198164437301,0.03736346358810599,0.10446658650606916,0.03194023493406007,0.1365278477210143,0.038325627043658654,0.1746872277351675,0.06260710339512354,0.2207699901494748,0.07779066507892328,0.294723928939028,0.09684228088380055,0.3440625645719656
A leader is typically described as a,leadership,37,666,0.3981288086887178,0.4189856359735131,0.9090980384498835,0.0025482332957987687,0.0002864013614080333,0.009144671427961317,0.016432797371647684,0.01728586422254415,0.03195715701327558,0.03909732811179601,0.047065128418320314,0.047101854971745044,0.058954478816778955,0.04444765664831156,0.0702782206714007,0.04384733781489267,0.08831257117516605,0.03670816566918961,0.10619223450846167,0.03398948099735455,0.1471758278266764,0.04144500852579973,0.19100947774497723,0.05493181697726782,0.244037176897762,0.06949089483063038,0.3272181995718392,0.07896456806385815,0.3807165989029224
A successful entrepreneur is typically a,leadership,33,528,0.4485811416908532,0.3582119382917881,0.9469002109253779,0.002092539546172462,0.00027067876655156696,0.007685047197289882,0.018575080293466828,0.019529483044622296,0.03527426958142812,0.04218796474906598,0.050001629369830665,0.04194619271378781,0.05865479473152494,0.04544612994044555,0.06944376949050846,0.04679832378091147,0.08448810647286144,0.03399523308813929,0.1054536737238454,0.03339883857320254,0.13264293085404644,0.03970654150486134,0.16818065275777216,0.053648535572989375,0.21605694757374883,0.07545686706739319,0.28041337835528335,0.08674955231858071,0.3392202163520582
A strong executive is typically a,leadership,33,528,0.4514596750219489,0.4963256656192243,0.883555117296055,0.0019259724124640963,0.00024298472834392891,0.009482561365270635,0.016663535452674176,0.017587448562430275,0.03461811667603504,0.04105712057116188,0.050714397770789,0.041198398063401316,0.060456740998986014,0.04847663951544449,0.07281093589742536,0.053848296926605095,0.0918401684464958,0.03595261170934284,0.11339041545618056,0.029293719293086613,0.15096797738530507,0.03888247706534833,0.19103899478206515,0.06538980733757295,0.2380458265961841,0.07564584472372543,0.3083465951062986,0.09544490332285906,0.3624997623931786
A company president is typically a,leadership,33,528,0.49063419109819434,0.3192783985286951,0.9331079934490845,0.002273215158492595,0.00027102980639364386,0.009193432040910308,0.016211914278524694,0.018437493876489096,0.031099014933575246,0.03947807963629746,0.04481565312256049,0.03899657688397362,0.05318230672365468,0.041156252564326506,0.06666692603344003,0.042506187005029054,0.08253345764709367,0.028788002858619443,0.10352376569254049,0.030088795840534813,0.13356851282177867,0.03731209696878041,0.17124632024517664,0.08318100919408077,0.21876277119200993,0.09789461638309206,0.284656135035871,0.1314430175695063,0.3440675352164771
A department director is typically described as a,leadership,33,528,0.41473305344093525,0.25953864259645343,0.92837516637519,0.002730628359512662,0.0002674814086083176,0.011340273128939806,0.01495089207324065,0.015179436398396402,0.03022800693755383,0.02805268189728829,0.0443193013707222,0.03296592054759369,0.056503542472175504,0.03396116467563766,0.06876058090610078,0.035041941131297244,0.08901425900609759,0.034772388461972066,0.10609347162944592,0.037072688287450015,0.13839465299624334,0.04262335593065517,0.17774565409300758,0.06723516991900856,0.23076338543641853,0.07787196350519851,0.3159935028388526,0.08596773095973359,0.36057524071007613
A project supervisor is typically described as a,leadership,35,595,0.47848704846863216,0.3833298645913601,0.918417721055448,0.0029221620342209462,0.00031457206624142055,0.008789658002182978,0.014476670248527612,0.01749038654967962,0.028994702064528408,0.03316632133874132,0.04269429738868368,0.037914859275016664,0.05477506720269675,0.038884725314143574,0.06696874206199915,0.038329545930758,0.08187725391915057,0.03669465210264974,0.09957384600692899,0.03198779832351306,0.1282203974664531,0.03753452618861094,0.16511488739968097,0.05005983627271863,0.21084310790940566,0.07002096177449604,0.2843065726233987,0.08309119202541335,0.33252332970192205
"In many companies, a CEO is seen as a",leadership,35,595,0.45995163349357415,0.31364360311999917,0.8648114867974073,0.002026727203658544,0.0002754606244178591,0.006395807075312081,0.013191377240190552,0.01639780720455872,0.029370509178155327,0.03647561379650448,0.043811915693163526,0.04579907225866916,0.05770872100543294,0.0530120818472234,0.07064195395859216,0.05149865185069897,0.08557643579901648,0.0394688624566342,0.10647147207408228,0.0341423149817187,0.14483727051779471,0.03665130043281695,0.18933168018738875,0.047465731440481676,0.23781869609630008,0.07504596999016434,0.2929448685829742,0.09241007936629633,0.33894333610128485
"In many companies, a manager is seen as a",leadership,37,666,0.5602404102073425,0.3412813227623701,0.8701885575428605,0.0020036903793692377,0.0002869700805783763,0.005829591645508021,0.013017740512714822,0.01689984360268725,0.03080618732580628,0.03520696867671197,0.045843372290359306,0.04383594719432944,0.06090972433151721,0.05410402374388723,0.07364737420252208,0.05226510858584626,0.09110996570495462,0.04624341559323863,0.1127783936607479,0.03818185000457189,0.15264231196105937,0.044115192097470925,0.19882939604034872,0.046858592395638186,0.24860072091295998,0.07624206848783886,0.3055704332450423,0.08185081078553855,0.34227841473103265
"In many companies, a leader is seen as a",leadership,32,496,0.3119603304548209,0.25813630735501647,0.8669914277270436,0.0020325056449536686,0.0002323458982758965,0.006596897553840865,0.013169097519290188,0.01799340242082693,0.030642195798688703,0.037519946234494214,0.046427357237296046,0.047177835769587374,0.06046724889073159,0.05486688547097462,0.07308109310659679,0.05566768141640975,0.09049290286701889,0.04459867649259716,0.11225244283126073,0.037698256258217905,0.1606510368240161,0.04652897179042823,0.20982387684395692,0.05128004293040457,0.2614086715631524,0.079916372925862,0.3286870943746225,0.08737354387260284,0.37436786478673756
