context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24
A CEO is typically described as a,leadership,32,496,0.5623781676388842,0.5799025977030396,0.9932452643406577,0.5918789602401375,0.9934217475106379,0.006994874809857493,0.001415136786902707,0.017047246094131836,0.005093628490176867,0.02733544393692758,0.014769539171412167,0.030538166770586562,0.0221339748528598,0.026383178049805438,0.028780071153070675,0.03033561285733906,0.03910330551841604,0.04389181921331701,0.051459043014295915,0.05354086615380708,0.06000329047966038,0.07767523770098682,0.07036706955777958,0.09238155796501628,0.07882616987916097,0.09127613826537029,0.08486631487763939,0.09832689665374461,0.0958180591719551,0.10355977728986825,0.1047799631844187,0.1147491851165494,0.12188693549426319,0.10570955205636483,0.12427327387470227,0.11415682811925423,0.13912256863036943,0.12549203047619487,0.15952440376451021,0.1208908628177963,0.15431973434517385,0.12887464649310224,0.1542922148548379,0.11132486195709232,0.14334552766328743,0.10591377645272457,0.16325120169265522,0.09623717863195959,0.21013802181316726,0.08772275494614072,0.23797799397449568,0.08778896520742749,0.27861477158041664,0.10224064545419412,0.21106321997065527
A manager is typically described as a,leadership,33,528,0.5744338836833666,0.7462598991114646,0.9879029053845443,0.7512793023133781,0.9881984394526739,0.007034003697257621,0.0014435678636485205,0.01712997161921724,0.005098253726761446,0.02858918842708998,0.014865450891437594,0.03186028394943082,0.02366485340070611,0.028869433538296026,0.03309196332203238,0.033140370357049434,0.04661803737727828,0.04641540388680532,0.06313152050039954,0.06215983314448577,0.0735822077388498,0.08410817502372263,0.08421238393331133,0.09746495831110695,0.09350752267679066,0.09452348116481368,0.10008413934300765,0.1024524465005869,0.11283302987205968,0.11176462864117304,0.12476100925424873,0.12573366364038996,0.1436858462953495,0.11545852780925601,0.14818866216061366,0.12419478310546608,0.16182117938745244,0.14377846283698179,0.17722405841129651,0.13741085156520588,0.17312840307063734,0.14113451718564307,0.17359218883835273,0.12154574022140793,0.1609704941846222,0.11566036170619509,0.18163551434023742,0.10867794855202074,0.2355724974828075,0.10516872705705142,0.269591613161187,0.10341916077894926,0.31259997714983523,0.11642278864542589,0.2508419588905416
A leader is typically described as a,leadership,35,595,0.5516844211432519,0.6378327632555738,0.9941986018966418,0.6451199676266697,0.9943768822485879,0.00713556051361007,0.001466460013851093,0.017645204944850272,0.005112300658217851,0.030445013296532444,0.014981174502361173,0.03451425312508398,0.023497049568807188,0.029860095698100608,0.0328170639426668,0.033548066612257246,0.04773002783224337,0.04697076461064824,0.06525606674205171,0.059747314382340565,0.07633109045199667,0.0809905137156301,0.08797633001154972,0.09589999161926129,0.09756477462023791,0.0911943878743918,0.1036256314680304,0.09895857059984586,0.11539609904869107,0.1135594152424352,0.1266241098276969,0.13257313521772993,0.14624348684611657,0.1312227703679599,0.15436614809755647,0.13946905221602096,0.1694460973960592,0.1597871281953496,0.1850148822044293,0.156007173201763,0.18095310240331516,0.16007787475468932,0.18116840850658752,0.1447078582475704,0.16860872730372706,0.14250509861135183,0.19007730941408352,0.14134802635134236,0.24432948902319984,0.13572701634523748,0.2775939161881687,0.13301333080200722,0.3241518809157056,0.12244405447641765,0.2742898409400885
A successful entrepreneur is typically a,leadership,33,528,0.4696925706703809,0.4318554326891899,0.9981940063080401,0.4463896213992484,0.9982536831947755,0.005512723090746914,0.0013544992087115267,0.01727807223814025,0.0053618610695046615,0.027877331387554646,0.015638084805898806,0.033445262707356836,0.024046230441026602,0.03225223637002838,0.030440541500348233,0.035491177719307314,0.03914291486231966,0.047403117805854704,0.04671963634690445,0.05012147485124829,0.05455131841944869,0.07120611523593055,0.06416579266962963,0.08443294332776254,0.07515176531763207,0.08566534135470422,0.08239226831149345,0.09420913099807923,0.09278000547147669,0.09533826936249053,0.1015874515620129,0.10236942283509028,0.117119660764653,0.09418475321998489,0.12042193807697005,0.10424052823001854,0.13463551647703606,0.10901042998134072,0.14675414017731864,0.11104568494638782,0.13974081023962562,0.12202602773936165,0.1359459749463828,0.10835073675504864,0.12869876085904478,0.09453887338397503,0.14405789843515476,0.08557741127599966,0.17836936051083987,0.07567063248163497,0.2022497371065528,0.06574593210559622,0.2329873581422043,0.07951125611142841,0.1775313147285784
A strong executive is typically a,leadership,31,465,0.5491944522294488,0.4347247271798551,0.9967302869918058,0.4530472597980406,0.9968119646868558,0.005404930766460024,0.0012172111756132062,0.016781464994928573,0.0051028721331520055,0.02763155592609291,0.015142353058915597,0.034058666037503155,0.023973761274342403,0.034169998625290895,0.031577811799811624,0.035293935984617324,0.0405315664574501,0.0482430289474936,0.04957214001575318,0.05458040056131137,0.057899174620601075,0.07935294406012963,0.06832863973758506,0.09391537745975977,0.08159904263640913,0.09207507209312504,0.08820731398457828,0.10186227119733678,0.09959176692171783,0.10520911822420945,0.11102328692331982,0.12564736693571896,0.13219709945877847,0.11537368883189107,0.13458166262802457,0.12694216735532304,0.15194574657998874,0.1358581279310295,0.1704347131953641,0.13403619789759963,0.16268356553378333,0.14405240237772957,0.163039206703794,0.13465998847934113,0.15076532763084768,0.12370179966295777,0.16630282629101256,0.10829715737834388,0.19703320201996488,0.1014343452573511,0.2239338791311909,0.09728126410151812,0.25897598869761074,0.09547228408787299,0.1845564441610005
A company president is typically a,leadership,32,496,0.5403000958024272,0.355598081368953,0.9985948092216859,0.39337059538956964,0.9986256872899162,0.006210789852855953,0.001311902180908868,0.017333145746354493,0.00497608310443148,0.025730942724146697,0.014236582616075823,0.024424720602365637,0.021021625989662996,0.01957889725387242,0.028427598139613923,0.020318345512070676,0.03869132645916389,0.034183184004623925,0.0491967936937579,0.04428428157229825,0.057793101764432225,0.06954313685127154,0.06944485278829099,0.08790802541419318,0.0813200982618631,0.08927379542107358,0.08828023916055333,0.09800657844963818,0.1017272064334304,0.10409819135784425,0.11079401454698273,0.1171303626592807,0.1262624173045694,0.10880781304162565,0.1292170598825006,0.12679034618084756,0.14641166438948672,0.12806015596580095,0.16784057148493137,0.11790303231539452,0.15594560834422067,0.1319702026735709,0.15803079548463217,0.1144696088434601,0.14540663363709183,0.10185452660012168,0.1593157239467002,0.08815753070648691,0.1990276974172382,0.07162093353993546,0.22322204884471464,0.06904298198165473,0.25052345452010244,0.08238481282366315,0.17769979556801593
A department director is typically described as a,leadership,34,561,0.5842438669401278,0.47333965077996254,0.989664472755976,0.4849253496431629,0.9898662110565795,0.007523179476211441,0.0015081488412038093,0.01746883037384664,0.005145618586378122,0.027470463894361252,0.014619580256381055,0.03384645947605448,0.02463444945861435,0.032744930027286186,0.03402836165654753,0.037014011555682444,0.04706713056503082,0.04333979250564438,0.06015772594382187,0.05157759568387101,0.06955776597710976,0.07340194121683141,0.07750048226078013,0.08564249800281457,0.08639439177598279,0.08391678977162897,0.09158733376988584,0.09163604421008542,0.10234304508577499,0.09569912391083078,0.11305728170493656,0.10394579142704403,0.1311977793133925,0.09747675421317069,0.13483486542884787,0.10742406435660974,0.15001713701111039,0.12554643891555398,0.16538182782007455,0.11510879147460959,0.16009973825990176,0.11316606273387227,0.15861802432503025,0.08865037437645419,0.14790336139061702,0.08102537849174599,0.1671480536317621,0.0798760309128356,0.21587620186453138,0.082787348815375,0.24196016117615624,0.09435046501180117,0.2822286385901332,0.11854028078508183,0.2271750559060683
A project supervisor is typically described as a,leadership,34,561,0.6077872977983741,0.6220151500310749,0.9951049918599892,0.6274114893894875,0.9952505493200192,0.007438237761815666,0.0015874210660566184,0.017756991120768614,0.005283724904112197,0.029338053445802936,0.014934855701873266,0.037320688321541784,0.024576499504184664,0.030306457809827117,0.033178268163187974,0.034752609024079076,0.04727207987083214,0.04648766505915044,0.06344837043852211,0.057650337875842714,0.07417433637427434,0.07838448654125969,0.08354890253954753,0.09054381221657401,0.09405085964945566,0.08626226570090091,0.10065288359169039,0.09090947297029627,0.11327961615668519,0.10059747586737346,0.12335381562222757,0.11311232516590987,0.14060515535105522,0.10655060631664921,0.1454679667054603,0.11544185892685606,0.1569164198638939,0.13318777805054735,0.17212860884630982,0.12604175498051776,0.16483856555792856,0.1231377465203373,0.15945976005774198,0.09972517725835557,0.1485906866276677,0.08928386968108887,0.16814551547126896,0.08408588441309167,0.21909867810252287,0.08505070667929672,0.2464921657118334,0.09331956654872105,0.2844995025111739,0.12283011021800719,0.24774223254181926
"In many companies, a CEO is seen as a",leadership,34,561,0.5081299714084421,0.32911417027935386,0.9785534954280593,0.35285064385971054,0.979794290947666,0.005820303110168923,0.001327692867647834,0.017362360180959723,0.004716007371827428,0.026626741793679763,0.014141381484592068,0.02660874575994132,0.021020881550487345,0.026346544009055305,0.028830317158916437,0.032557018345464116,0.04150300575796555,0.04469415542484452,0.0541690633102662,0.05088250980277468,0.064286954649687,0.07508595875750466,0.07440953854168114,0.08535630879322985,0.08603004396076984,0.08361722986548124,0.09043054826087994,0.08700893874769401,0.09910634025692673,0.09284329348323256,0.10668540400977898,0.10604920617570288,0.12154015922568329,0.08695502074174993,0.1239525301000545,0.0993354608478522,0.13874000556215146,0.10040422189212259,0.1540146021831392,0.09501345462185073,0.14695728216998585,0.11379971691854603,0.14962246700124468,0.10251894313495279,0.14418758024527728,0.09343241969736445,0.15683843566643238,0.08069646595618987,0.19486654603522063,0.06873140534188905,0.2198323726092164,0.06547554048430768,0.2528676241183243,0.07288276411528787,0.17253189849621448
"In many companies, a manager is seen as a",leadership,36,630,0.5175233907281206,0.3384358687326312,0.97577350854408,0.36626943443116033,0.9781198214959659,0.005417027225529409,0.0013142935800358252,0.016558344994042462,0.0047994996029507575,0.02486081820646659,0.014066297181083126,0.025020993988288828,0.021390388118900223,0.02352652922875792,0.029361617070294277,0.03205274241410254,0.04114372707214588,0.04421422904074004,0.0528864504948949,0.05362201510083308,0.06245292809322681,0.08107737118659843,0.0735126471728427,0.09155844075746769,0.08686957479284023,0.09199338481499926,0.09289825610302604,0.09896494073361164,0.10131322125499627,0.10350924320749105,0.10886025442572886,0.11640019224952998,0.12383342445210885,0.09745869524937813,0.12687559702158327,0.10986888367398441,0.14156608295055528,0.11329518509295548,0.1509420373291545,0.1096755543076051,0.14571052650754618,0.12633369250077256,0.14937852777127789,0.11538473425179596,0.14702715987647297,0.10422826124450409,0.15871581751618527,0.09091793827097837,0.19329488757420205,0.08125443839105055,0.2166291336734273,0.07329432819855784,0.25048426910370764,0.07959740024674566,0.16996657193580667
