context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24,l3_layer_25,pertok_layer_25,l3_layer_26,pertok_layer_26,l3_layer_27,pertok_layer_27,l3_layer_28,pertok_layer_28,l3_layer_29,pertok_layer_29,l3_layer_30,pertok_layer_30
A CEO is typically described as a,leadership,32,496,0.39845020223949335,0.5057291113771498,0.6664077062159777,0.0011798316032184343,7.940282734864718e-05,0.00661579170139412,0.0004032516672595188,0.010966286629594299,0.0005859097135355214,0.012774899751265044,0.0010653599494738278,0.009349951646253627,0.0021149346797418554,0.008757209320788611,0.0029233788721763423,0.011527413760196689,0.004237164695339985,0.010303728716993216,0.005135226722004605,0.008139685577106077,0.006094869512738545,0.008913056362015427,0.00697888946170094,0.01095854872874952,0.00761194331064349,0.009717292732154898,0.008182435519183486,0.00925784152705303,0.009091479009952982,0.010454215535384934,0.01095084534434651,0.012956711258978498,0.012904449663644648,0.011785858679086688,0.014362544607504638,0.010365102978855609,0.016729801849625584,0.012513837567104155,0.0196773259931474,0.011626620159265707,0.022874958351361798,0.02012638911684055,0.02629687568029135,0.022039775161407368,0.03519060761898256,0.017840864052639873,0.037503863864108186,0.01820441280361089,0.042439484474052123,0.024357343245341983,0.05093813848382993,0.02782890083859254,0.05189372756207944,0.02473738977227233,0.04364037272379742,0.025517267430098946,0.04158482056586672,0.027542692725749388,0.0475544867038081,0.03461516564327296,0.05451658335589912,0.03212132964272514,0.05598439613217718,0.17375414480027296,0.19947849231230225
A manager is typically described as a,leadership,34,561,0.4397496595474299,0.5319173883181065,0.7116048634052277,0.0012229319131053047,7.507752175245679e-05,0.007811757363659352,0.00036594666448618436,0.011231587212716509,0.000537387130610539,0.012201086046198078,0.0009967852201185998,0.010593866193546457,0.0019445013203849577,0.00946305236029973,0.002826828403060902,0.012242877305795024,0.003946371240362323,0.011894570943502467,0.005059036739632627,0.00849711545218599,0.0058836596513300345,0.010003813225007983,0.006306356931483629,0.012566477567030158,0.006745369289325555,0.013327938764382891,0.007439767701724139,0.012021542877080954,0.008424513860692373,0.011212246134745705,0.010413881099428039,0.012767753746103734,0.013262859028734678,0.016372997063740357,0.015131462055174823,0.01103359190077923,0.018509754853696207,0.015632566513279825,0.022171972708730222,0.014820805230771205,0.025268853099022746,0.022458156244695937,0.028870260212950038,0.022596560807239745,0.041487194671408954,0.017291608788999963,0.044549360521027405,0.01811743246406266,0.05006780800803495,0.026349506634456142,0.058084263843152045,0.03386020576765235,0.05773586940533318,0.033443459230820774,0.04987580667548751,0.034902159645400936,0.047038539873638256,0.03809363501165788,0.0531812458543762,0.043146368804888834,0.05996365440370773,0.04153757674649387,0.060165265631489113,0.19929183235968678,0.21182620717969408
A leader is typically described as a,leadership,30,435,0.3694043141099496,0.5498339754994959,0.7331643872894347,0.001046777360043302,5.763396802208239e-05,0.0071033401266670584,0.0003699277617692472,0.01059028549277358,0.0005750608441998928,0.012075792478828857,0.0010319407277913583,0.01070221116262083,0.0020234670428714223,0.00801408758690584,0.0030355374817540768,0.010330312794281295,0.004376110722456187,0.009380810599242813,0.005261425085572573,0.009249636025538395,0.006492201553177172,0.009166673979099921,0.007259094029764875,0.012357962598372215,0.007727589270387329,0.012377341827138419,0.008405729561550694,0.012385903641898996,0.009617429184237207,0.01325251336626668,0.01191120727130552,0.016043062099458192,0.014540396889095622,0.015722945326869908,0.016674327495647887,0.012137404870497678,0.01983537554148047,0.01764858310100631,0.024060171457566577,0.015898827172348865,0.027864496743713784,0.02605943582252834,0.03206890452798423,0.026551874025672478,0.044802180646154516,0.02288360166384411,0.04925545695927205,0.021259769163662495,0.05421048082379944,0.03358779984695217,0.06299146794317746,0.040706798351023366,0.0649167900829441,0.03562934117012562,0.05468789054511845,0.03909082178213409,0.05084131495488798,0.040880977819545396,0.05796866181588235,0.04748447504301556,0.0650337720199901,0.04384651555254617,0.06380186408113081,0.18917780373960874,0.18889613041420122
A successful entrepreneur is typically a,leadership,33,528,0.543612199494816,0.5372816524468362,0.790758756455034,0.0010806509842923593,5.4005619345536203e-05,0.00871210969613312,0.0003956979620358243,0.013828092651505927,0.0006712117607630466,0.014328088489940162,0.0012582024008747352,0.012493407258343314,0.0023066737216317725,0.013868749756489622,0.0031764021425664023,0.01856957088514727,0.004461750510379592,0.01703344071386223,0.005461044662260781,0.012441734248832562,0.006156387678137296,0.01249531139692692,0.00697507077752143,0.01524217966801035,0.0077349967759142175,0.013037257280810002,0.008598656850753261,0.014374091391386944,0.009957562283355577,0.01355802889889487,0.011747512320868838,0.013081380994906232,0.01413606337194836,0.014756599776219508,0.015184745413342084,0.012392407014049292,0.016856060415728565,0.01859940524031778,0.020830036110735892,0.01666545701161135,0.024401511957319388,0.02722005251230739,0.02860075912946646,0.028382738533709144,0.04033861864908251,0.019386134589796895,0.04128956839134696,0.016130561506373868,0.04649672117143789,0.03021994841294101,0.05984640759394902,0.03738804511163708,0.061137743721197985,0.030457287724672332,0.050004869605701045,0.03504240215072173,0.04870136204828924,0.03500101572772723,0.05341482835227582,0.044718555980556525,0.059476012848789235,0.041781399297041014,0.05946991563396009,0.21717027329587477,0.23523689053503066
A strong executive is typically a,leadership,34,561,0.5945703108979449,0.3818027190864086,0.977968534862157,0.0011300155254354385,6.716053593659324e-05,0.008995271827564605,0.00037603834879162317,0.013903729164162253,0.0006480390420770173,0.015414388485959976,0.0012537705171474396,0.016344842958972247,0.0022100183887598934,0.015273528884455196,0.0029835287421089464,0.01788693806483411,0.004371306252852588,0.01514798941047692,0.005389541746642275,0.012237889089184035,0.006535814673308209,0.01150441935527504,0.00784211706277517,0.013858477138801329,0.008458180005288033,0.01329783794895589,0.00946539860734367,0.013719700068248736,0.011077503163829876,0.0137132346597501,0.013518482865975982,0.014398058426287275,0.01686681862076121,0.017969471625382077,0.018699265003909452,0.012127599011741699,0.021033920666342798,0.01943135733417793,0.026053892648622436,0.01650729148687276,0.03059996101154027,0.03250415682749996,0.03644109424363351,0.03201556480420529,0.05122772621350888,0.02378529576160675,0.055317402472093484,0.02085139433720008,0.06199102677038873,0.03503575968916295,0.0803157316749006,0.043448116757763,0.08396819568349934,0.03596970645120153,0.0683441783363051,0.040787862186290595,0.0658559194939016,0.043012189074442,0.07484268942165545,0.04945474383077745,0.08491327100097235,0.04704373356968145,0.08435038895688997,0.20914243649729522,0.252329365985531
A company president is typically a,leadership,35,595,0.4833615162381847,0.32650757720693946,0.8531542988494039,0.0009532947032012917,5.482066412988905e-05,0.006725282455203442,0.00040746164420296503,0.012373588528813822,0.0007020749252077613,0.014556232612105424,0.0013879034591230458,0.014057663561084925,0.002333926911845866,0.013709951374035743,0.0032568796907581155,0.017740917014888412,0.00474451666244337,0.01506854474001294,0.005991192349878511,0.012690413345464387,0.0069638879320349,0.013607671834775806,0.007884040431969292,0.01373947087286893,0.00853434439512636,0.01178393816055633,0.009022327034402875,0.01299036980902012,0.010251719736741488,0.013396364115412887,0.012378978241335515,0.014283873976769222,0.015416628834336556,0.015097242453259935,0.016950072238728558,0.011822640814882556,0.018891623426033323,0.01626317357938639,0.022828702021349356,0.014984420930181283,0.026185455128002442,0.024036227920570877,0.030903255673543312,0.025262860030625355,0.04188008751857763,0.017751571427099655,0.04230678495172863,0.01681885565350244,0.04781085905865429,0.02067075005379538,0.05702129748297881,0.025663579645126215,0.0590526053819349,0.023269857039013075,0.04713705103146335,0.024711047275508224,0.044655200324944515,0.02722285005236144,0.05149061475002284,0.03205549526248133,0.05854145599805464,0.029720241127582803,0.05865928806010654,0.14919608394859357,0.1902207468485365
A department director is typically described as a,leadership,33,528,0.3900073292566399,0.35170508548617363,0.7988803249318153,0.0012714081440215511,7.762691224540279e-05,0.007107301723889098,0.0004106060684873843,0.01025929600095167,0.0005704927350996207,0.0109042595826003,0.001029057902776927,0.01057051715361728,0.0017289347144764042,0.009718922050103319,0.002483826156674556,0.011612677419103105,0.0035959484320194006,0.00984274777205373,0.004696225145816119,0.007760924032827177,0.005374784518965091,0.008996676190257085,0.005912514778078307,0.00979395620902232,0.0062524369603073025,0.009508720359098874,0.006888258000386895,0.009978813523515566,0.007875367054436184,0.010770099415021992,0.00946957499334497,0.012917309756437331,0.011243647658083389,0.012644398584639425,0.01259384986973875,0.010151211923751916,0.015277099936625889,0.011121274048707065,0.018233540558952623,0.010783967048289288,0.021893208503612416,0.01722754863599743,0.024685088857906285,0.017327674942413305,0.03583532013713319,0.015576099940031429,0.03932811031247118,0.017214649752810507,0.044793867158339974,0.021332641435000764,0.053610263959462716,0.030783492757826023,0.05793433144119084,0.026725140394596447,0.04914164324012329,0.02878195760452829,0.04662112893691812,0.03035072500843365,0.05315134692989931,0.04085546476692393,0.06039387645704345,0.03594121514089171,0.059353535930526,0.17478090343535083,0.18174796820824635
A project supervisor is typically described as a,leadership,33,528,0.37711515440392057,0.4669928648509085,0.8273017602041364,0.0011428171839912953,6.453733065614139e-05,0.0078025530340579685,0.0003869276130096009,0.011500781557971608,0.0005715730251683307,0.012544293492338836,0.0010517079675402695,0.01228223003740326,0.0018072632897425465,0.011885616341193339,0.002547439774483839,0.01564447517267073,0.0035634970115795785,0.013052219144112746,0.004889352267649208,0.008927537535426192,0.005590585277024836,0.010461938869338688,0.006194988658716701,0.012389631809680984,0.006707324681861247,0.011931806816649465,0.0073627000850098965,0.013544189974460042,0.008292471577621955,0.012903816507428148,0.009536975159726546,0.011667821934815708,0.011535587152877863,0.01815146619041514,0.013281245808968794,0.01242670311370743,0.015510831098839268,0.01584924588759946,0.018147765488588086,0.01593608169693276,0.02201470558918161,0.022928061150707967,0.024429010010551352,0.022345830595163676,0.03194528195327336,0.01789227797716153,0.03397175163912012,0.019357772681222494,0.03903480238380702,0.025900612871828814,0.04811888521872866,0.036671134141117064,0.05137072433937648,0.03846982711496922,0.04416856093075631,0.04218471271431751,0.04360709047585934,0.045714071543614426,0.04935441233398931,0.05082937699352973,0.05545240651663016,0.04679564204406155,0.05438125260337106,0.15708730851715053,0.13887491138622346
"In many companies, a CEO is seen as a",leadership,29,406,0.36974062551263637,0.31934084417298436,0.6549699450843036,0.0012203483458714678,7.203292193298363e-05,0.006186878954843991,0.00028120173244040246,0.009951903278897986,0.00040880833525436255,0.008960795965181855,0.0007210510568896073,0.005042889048035489,0.0014296915139890422,0.00480825068489691,0.0019063038082614769,0.008679814710925642,0.002586389918880574,0.007308140641224508,0.003161487991157996,0.005828867724819978,0.003762952974424569,0.005921744200822115,0.004209632595078729,0.007810625766699288,0.00489354479886467,0.00703444757891683,0.005272159763438227,0.0076855368077772546,0.005717498429462778,0.008875116742292624,0.006851834779612939,0.011495348073208022,0.007832871107059899,0.008459021763864387,0.00895230032653268,0.00880060233052382,0.01063784270132811,0.008379618072673995,0.012266942915226165,0.00864952915538098,0.014323726099314139,0.016822388511701907,0.01680192812319546,0.0206550770924007,0.022545740496199874,0.01686104224120387,0.023539903499666937,0.012862876401849401,0.025856518817523585,0.024185129511750968,0.03119742199263058,0.027330357263114367,0.031993838843113,0.022739925939400343,0.025606109709931994,0.023534968723476764,0.02452992173771036,0.026064152375194743,0.028935596938682005,0.03200841741292248,0.032026199669011664,0.029427593645425666,0.03269413797369503,0.13587832729877922,0.09337870786483075
"In many companies, a manager is seen as a",leadership,32,496,0.39667118543726604,0.30470184655860066,0.6221097619272768,0.0011580008444328858,6.113238224087283e-05,0.006533118435368119,0.00026545719025409045,0.01027546724395773,0.0003916005518212022,0.009615762000551083,0.000727911637784278,0.005499097788821806,0.0014744758479215518,0.005824001834844493,0.002064492478251634,0.009958522358358092,0.0026698350368564924,0.008148740612840199,0.003428371568584325,0.006080625580035124,0.004043449629572579,0.006459668002517107,0.004369815416905638,0.009310618262867007,0.005055877211990221,0.00948586092947643,0.00533889525462878,0.009280335923290547,0.005825600979517072,0.00963197615842576,0.006911086926994926,0.010777871035691954,0.008072208895904664,0.00871088455102463,0.009168336687765798,0.009247428188565913,0.011113823297975878,0.01070630347642764,0.013033043266976959,0.010299715992718558,0.015054368907947212,0.01825719578589021,0.017751428642786227,0.021468557832502677,0.023321647176369698,0.017684953180525962,0.024320575082760188,0.013910555215523911,0.027336902095639645,0.02290099554594694,0.03154863435441891,0.029073256675927944,0.03321881270937093,0.02744960316738567,0.028393366241406016,0.02815989353115875,0.027547202889596892,0.030045127772294726,0.03196570465885752,0.03422664970761993,0.034360808121181766,0.03237660786218172,0.03410663058266033,0.1338972402386231,0.08765967205250923
