context,family,shared_vocab_size,n_pairs,l2,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
A CEO is typically described as a,leadership,35,595,0.48810453662103426,5.0441757971499144e-05,1.0212830134800503e-05,0.000810562863069422,0.00022254671369280134,0.0006169807009336327,0.0002802950995309012,0.0003590736068597361,0.0003416248730250767,0.0006460502368061483,0.000332728454044887,0.0007481675188080603,0.0005538719041006905,0.0008378789204509319,0.0012424400874546597,0.0008062002037753578,0.000961409296308245,0.0008421405022885619,0.0022430198533194405,0.0013270639571822992,0.002327844074794224,0.0036000546287087835,0.006204259395599365,0.0073461238075705135,0.014336482116154263,0.06069655248097011,0.19185950585774014
A manager is typically described as a,leadership,34,561,0.4424358368083303,5.265268200009052e-05,8.917906705070945e-06,0.0007979167548942906,0.00022432208061218262,0.0006020862788440072,0.0002969661179710837,0.0003506660248931504,0.00034656945396872125,0.0006262076729759175,0.00034615397453308105,0.000700804745237245,0.0005580853013431325,0.0008294414496464313,0.0012077005470500274,0.0007827638942290117,0.0009794375475715188,0.0007682545724824576,0.0025791087571312397,0.0014878043941423005,0.002522750812418321,0.004184478531971759,0.007044080425711239,0.008331691092560848,0.01591005746056052,0.0730746564539996,0.23439756211112528
A leader is typically described as a,leadership,35,595,0.380037507043126,5.523677633590057e-05,9.015628269740514e-06,0.0008879368044749028,0.00022189617156982423,0.0006486163419835708,0.0002874527658735003,0.00036472032050124736,0.00034762280327933174,0.000649009331935594,0.00034987074988228936,0.0007189568351296818,0.0005640200206211635,0.0008619138172694615,0.0011959995542253766,0.0008306691626540753,0.0009691238403320313,0.00074070441622694,0.002880796364375523,0.001359551794388715,0.0025494439261300223,0.0034699768579306723,0.007031054156167167,0.00711361971222052,0.015978935786655973,0.07541436545488213,0.22995993239539012
A successful entrepreneur is typically a,leadership,34,561,0.4013112963928987,5.5862620552593376e-05,1.1070686228135054e-05,0.0010037542239442442,0.00021453464732450599,0.0007773277593806465,0.00028835499987882725,0.00045840912324222015,0.00034619780147776883,0.0008155792792213154,0.00034972850014181696,0.0009536493483286703,0.0005972963922164019,0.0010180869629463835,0.0012559697908513686,0.0009181516480743354,0.0009028964182909797,0.0010011314070798496,0.0023516171118792366,0.0015931486445952226,0.00212552968193503,0.004544658456894166,0.005471354021745569,0.009394091930831393,0.011939888491350062,0.05254275297311113,0.1601455684970407
A strong executive is typically a,leadership,33,528,0.3263835446776756,5.733560432087291e-05,1.0707161643288352e-05,0.000984290558280367,0.00020614898566043738,0.0007841293558929906,0.00028647979100545246,0.0004877364545157461,0.0003470832651311701,0.0008777291937307878,0.00038383585033994734,0.000994267901687911,0.0006544824802514279,0.0011706535111774099,0.0014951969638015285,0.0010682268801963692,0.0011710885799292362,0.0011326462933511445,0.0036097891402967048,0.0017820438652327566,0.0031132932865258417,0.004058523047150988,0.007957211046507864,0.007477378529129606,0.017574749209664085,0.06000800391264034,0.2539053198063012
A company president is typically a,leadership,34,561,0.3731719491082006,5.6973115645627926e-05,1.1140809339635512e-05,0.001030019154098157,0.00020719451062819536,0.0008218407418426133,0.00029259744812460504,0.00047417779232303937,0.00038570516249712775,0.0008126333648083257,0.0003724816967459286,0.000970439264906069,0.000628962236292222,0.0010893294942995232,0.001342138823340921,0.000954185152648817,0.0009774828658384435,0.0009515711542969294,0.002501124844831579,0.0015711236127557602,0.002258074634215411,0.004503894723460423,0.00616489613757414,0.009692216301984328,0.013697354232563692,0.05142368761400913,0.1586959677584031
A department director is typically described as a,leadership,35,595,0.5093865847218261,5.362304318852785e-05,9.691715240478515e-06,0.0009158517132286264,0.00023124558585030692,0.0006396124342910382,0.00028994764600481305,0.00036380461284092494,0.00038863420486450194,0.0006637791625591887,0.0003533635820661272,0.0007155595707292316,0.000574028491973877,0.0008355292953362986,0.0012023806571960448,0.0008193807441647313,0.000927008901323591,0.0008097209850279223,0.002424751009259905,0.0013488152447868795,0.0023518340928213935,0.0036785506400741448,0.006288036278315953,0.007428284252391142,0.014533441407339913,0.06352964299065726,0.1754853231566293
A project supervisor is typically described as a,leadership,35,595,0.539803594833233,5.493284273548287e-05,8.678436279296875e-06,0.0008565082269556382,0.0002324495996747698,0.0006820599571997378,0.000299072265625,0.0003651521786922166,0.0003690242767333984,0.0006001293158330837,0.00035362754549298967,0.0006616640491645877,0.0005510108811514718,0.0007527854262279863,0.0011202505656651089,0.0007433422473298401,0.0008679168564932687,0.000728978930401201,0.0023565190179007395,0.0012177679719043379,0.002195818083626883,0.0032078335265151594,0.005786361013139997,0.0071055216949527005,0.012840814249856131,0.06719873592633159,0.15438747235706873
"In many companies, a CEO is seen as a",leadership,35,595,0.28685212821917744,5.230963731012425e-05,8.131776537214006e-06,0.001081352975188183,0.00021722146442958287,0.0007544056708071413,0.00025838613510131836,0.0004224972564633153,0.00036191088812691826,0.000733563379079354,0.000353104727608817,0.0008225755531246923,0.0005253417151314871,0.0009392496918429848,0.0011396442140851702,0.0007900580638596992,0.0008153166089739118,0.0008530618763771378,0.0016709668295724052,0.0011900990950961072,0.001746499538421631,0.003481493276708266,0.004834391389574324,0.006503815310341971,0.010802292823791504,0.04556443072667643,0.1280755843435015
"In many companies, a manager is seen as a",leadership,32,496,0.2575968710688928,5.4454731364404e-05,8.670613169670105e-06,0.0010606001221364545,0.00020720809698104858,0.0007824759569860273,0.00026916898787021637,0.00042371980605586883,0.0003787074238061905,0.0007701271003292452,0.00035005807876586914,0.0008642097874995201,0.0005235821008682251,0.000994379602132305,0.0010794047266244888,0.0008699728115912407,0.0008097086101770401,0.0009414170297884172,0.0018329042941331863,0.0012703087301023544,0.0018018633127212524,0.0036981926570015568,0.005185095593333244,0.007507215223966106,0.011860445141792297,0.04494375675435989,0.15087713114917278
"In many companies, a leader is seen as a",leadership,31,465,0.29969066118864063,4.664518499887118e-05,8.52346420288086e-06,0.0010842081039182602,0.00021835296384749875,0.000764237424378754,0.00026904383013325354,0.00042271396165253014,0.0003740499096532022,0.0007525728594872259,0.00035865268399638513,0.0008675018946329752,0.0005265762729029502,0.0009974782184887958,0.0010856370772084883,0.000811641062459638,0.000824251482563634,0.0008166269589495915,0.001983231113803002,0.0010508664192691926,0.0018182666070999639,0.003074700088911159,0.005154701971238659,0.005908225685037592,0.011812179319320186,0.03561216490243071,0.15506247743483512
"In many companies, an executive is seen as a",leadership,33,528,0.28821105764033106,5.17268975575765e-05,7.916580546985973e-06,0.0011056245050647042,0.0002200007438659668,0.0007783693797660596,0.00027077487020781547,0.00042691950996716815,0.0003810958428816362,0.0007495365359566429,0.0003580216205481327,0.0008421272716738961,0.000529020121603301,0.0009474271174633142,0.0011096976020119407,0.0008055318259831631,0.0008029052705475779,0.0008854141289537603,0.0017922358079390092,0.001231926182905833,0.001821969494675145,0.003664794857754852,0.0050069725874698524,0.006995293565771796,0.011294794805122145,0.04745634425092827,0.14425484158776022
The ideal CEO is often imagined as a,leadership,33,528,0.2823892368389426,5.323010863679828e-05,8.987657951586174e-06,0.0014078242309165723,0.00023118293646610144,0.0008972073820504276,0.0002723480715896144,0.0005293569781563499,0.0003832109046704841,0.0008857725470355063,0.0004065054835695209,0.001016579003948154,0.0005758350545709783,0.001082425880612749,0.0010995015953526352,0.0009178687451463757,0.0007411006725195682,0.000954467464577068,0.0018183968283913352,0.0012628326587604754,0.0018158356348673503,0.003608275092009342,0.004889152266762473,0.0066272432379650345,0.01098757621013757,0.0528862439095974,0.14071387413776282
