context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
A CEO is typically described as a,leadership,36,630,0.3020373689417805,0.15024322527460754,0.9830283256014809,0.16047720586266223,0.9849969329612804,0.0,1.850371707708594e-17,0.0,3.39234813079909e-17,0.0,4.3175339846533866e-17,0.0,4.0091387000352874e-17,0.0,3.39234813079909e-17,0.0,5.551115123125783e-17,0.0,4.0091387000352874e-17,0.0,4.625929269271486e-17,0.0,2.4671622769447922e-17,0.0,3.39234813079909e-17,0.0,3.700743415417188e-17,0.0,3.0839528461809905e-17,0.009674928190356898,0.00498634214747194
A manager is typically described as a,leadership,36,630,0.26149162704582696,0.26713427249342203,0.9935323157114908,0.27942688045368413,0.9940107910839515,0.0,4.3175339846533866e-17,0.0,2.4671622769447922e-17,0.0,1.5419764230904953e-17,0.0,9.25185853854297e-18,0.0,5.551115123125783e-17,0.0,4.625929269271486e-17,0.0,4.625929269271486e-17,0.0,4.3175339846533866e-17,0.0,2.7755575615628914e-17,0.0,5.859510407743882e-17,0.0,1.2335811384723961e-17,0.0,3.39234813079909e-17,0.007767556191569634,0.005339269379132172
A leader is typically described as a,leadership,37,666,0.29230324034502597,0.16512410435825586,0.9753224758896977,0.17250662125343297,0.9766764143178079,0.0,2.400482215405744e-17,0.0,2.700542492331462e-17,0.0,3.300663046182898e-17,0.0,3.300663046182898e-17,0.0,3.00060276925718e-17,0.0,3.900783600034334e-17,0.0,4.200843876960052e-17,0.0,2.100421938480026e-17,0.0,1.200241107702872e-17,0.0,4.50090415388577e-17,0.0,1.800361661554308e-17,0.0,2.100421938480026e-17,0.009389458363353186,0.005169124166132199
A successful entrepreneur is typically a,leadership,35,595,0.4022243864627143,0.3086527595296502,0.9805640666745603,0.3263401976200839,0.9812095170601083,0.0,3.172065784643304e-17,0.0,4.7580986769649563e-17,0.0,3.8064789415719653e-17,0.0,2.8548592061789737e-17,0.0,2.5376526277146434e-17,0.0,5.709718412357947e-17,0.0,5.075305255429287e-17,0.0,4.7580986769649563e-17,0.0,2.8548592061789737e-17,0.0,3.172065784643304e-17,0.0,9.516197353929913e-18,0.0,2.2204460492503132e-17,0.013801779501855191,0.0063591428221992045
A strong executive is typically a,leadership,35,595,0.3772934903514973,0.30177968461066484,0.9849753461312503,0.32564220321000903,0.9852778578315338,0.0,2.5376526277146434e-17,0.0,1.9032394707859827e-17,0.0,1.586032892321652e-17,0.0,2.2204460492503132e-17,0.0,1.9032394707859827e-17,0.0,4.7580986769649563e-17,0.0,3.8064789415719653e-17,0.0,3.489272363107635e-17,0.0,1.9032394707859827e-17,0.0,3.8064789415719653e-17,0.0,1.2688263138573217e-17,0.0,4.123685520036296e-17,0.013170325494454209,0.006280484295741335
A company president is typically a,leadership,39,741,0.46006904711152785,0.26209317427128553,0.9978447232278995,0.30101875842228765,0.9979967982862092,0.0,2.846725704167068e-17,0.0,3.985415985833895e-17,0.0,5.693451408334136e-17,0.0,2.5620531337503614e-17,0.0,1.9927079929169476e-17,0.0,3.131398274583775e-17,0.0,6.832141690000964e-17,0.0,5.124106267500723e-17,0.0,4.2700885562506023e-17,0.0,2.846725704167068e-17,0.0,1.9927079929169476e-17,0.0,2.2773805633336544e-17,0.014921361461454848,0.006401910196695904
A department director is typically described as a,leadership,36,630,0.39723435005064256,0.20275390148162842,0.991119839833118,0.218444434376579,0.9919779251945897,0.0,2.4671622769447922e-17,0.0,2.7755575615628914e-17,0.0,1.850371707708594e-17,0.0,2.1587669923266933e-17,0.0,4.3175339846533866e-17,0.0,1.5419764230904953e-17,0.0,4.625929269271486e-17,0.0,3.700743415417188e-17,0.0,4.9343245538895844e-17,0.0,2.1587669923266933e-17,0.0,2.1587669923266933e-17,0.0,4.0091387000352874e-17,0.010230479471499005,0.005258467148510702
A project supervisor is typically described as a,leadership,36,630,0.38309638636037946,0.2593030449934304,0.9950624344055541,0.27466041926618345,0.9952595843369068,0.0,3.700743415417188e-17,0.0,4.0091387000352874e-17,0.0,2.7755575615628914e-17,0.0,3.39234813079909e-17,0.0,1.850371707708594e-17,0.0,5.859510407743882e-17,0.0,3.39234813079909e-17,0.0,4.625929269271486e-17,0.0,3.700743415417188e-17,0.0,2.1587669923266933e-17,0.0,3.0839528461809905e-17,0.0,3.700743415417188e-17,0.007973587309353573,0.005346679909425179
"In many companies, a CEO is seen as a",leadership,35,595,0.4498201760373921,0.1825719140470028,0.9558250154368579,0.19206618925909424,0.9564259053101978,0.0,1.9032394707859827e-17,0.0,3.172065784643304e-17,0.0,2.2204460492503132e-17,0.0,4.123685520036296e-17,0.0,3.8064789415719653e-17,0.0,3.489272363107635e-17,0.0,4.7580986769649563e-17,0.0,5.075305255429287e-17,0.0,4.123685520036296e-17,0.0,1.9032394707859827e-17,0.0,3.8064789415719653e-17,0.0,1.9032394707859827e-17,0.01384959492711684,0.0053758374397209555
"In many companies, a manager is seen as a",leadership,36,630,0.44975182507132794,0.21289474004879594,0.9523351755924523,0.2259470795274865,0.9530577579955661,0.0,1.2335811384723961e-17,0.0,4.0091387000352874e-17,0.0,4.3175339846533866e-17,0.0,3.0839528461809905e-17,0.0,4.625929269271486e-17,0.0,4.3175339846533866e-17,0.0,7.401486830834377e-17,0.0,7.093091546216277e-17,0.0,3.0839528461809905e-17,0.0,5.859510407743882e-17,0.0,2.7755575615628914e-17,0.0,3.0839528461809905e-17,0.015269998790052055,0.005731659921456035
