context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
A CEO is typically described as a,leadership,36,630,0.40107093841828345,0.15024831844493747,0.9299348439089954,0.0007261694529462013,6.60086554688028e-05,0.02573279236482695,0.020835780608991248,0.032000926467443576,0.04564635162347847,0.03037034837894565,0.06703035766371436,0.04398804772130491,0.1126152344632335,0.05057741114509515,0.12036259023644529,0.10023012912456496,0.1637572918149511,0.06762634586842552,0.19479110607817632,0.07434232797805211,0.21477686772069268,0.054511688415893406,0.23724458779503055,0.07427181730125595,0.29032726318939606,0.10312955315156504,0.36529530587561343,0.0046357064330068655,0.010427607865717623
A manager is typically described as a,leadership,36,630,0.4935457064889507,0.26714048837311566,0.9091814388521016,0.0007921186539560181,6.144827419232414e-05,0.029933435857810043,0.021679762448836327,0.032653600426987894,0.04507375205887108,0.03550634718019964,0.07030862592920198,0.042594048212296454,0.11587395610597108,0.04464114308387019,0.1226103267731109,0.06901357361245726,0.15063116087800466,0.04464636212386827,0.1872250247908666,0.06005142150086395,0.1971398566905284,0.04321717882338284,0.22261098304620275,0.07164499152747174,0.29928758593489135,0.10407265261666022,0.39109753376873846,0.003141485474402835,0.010270113757253532
A leader is typically described as a,leadership,37,666,0.37816126620385265,0.16510305227711797,0.9291419805958867,0.00076980270437691,6.141485885762603e-05,0.030397549988012366,0.020519640415281887,0.034802401572406536,0.044065965871769044,0.035880076026018164,0.06956772650202785,0.046007511636760645,0.11314678334412084,0.052256878303748505,0.12506547904708615,0.07255059322465032,0.15676563202182073,0.05655885315321879,0.18569776846076966,0.07062302252732824,0.19581449164299136,0.05365586990601985,0.225475646281528,0.08340588800852497,0.2953197365391078,0.12195320995911267,0.37527002099551315,0.003678460615234578,0.009756436079816478
A successful entrepreneur is typically a,leadership,35,595,0.44146849855424664,0.3086472423747182,0.9523579743690789,0.0007267450691858654,6.447724706703438e-05,0.040307108673211814,0.021913045049041135,0.05933828466847997,0.05174248522425586,0.03976315921853071,0.0741005921670453,0.04264361128923179,0.11999568240527303,0.048936617036421215,0.1234208811759064,0.08674847188136717,0.17177017771651243,0.07085646303971642,0.20063997000915115,0.07412505518138086,0.20598110931786334,0.060438318643713324,0.24904645229276826,0.08341160019174525,0.3162790825742476,0.12115155698502918,0.3828612495179464,0.004525943423307503,0.01023490235354538
A strong executive is typically a,leadership,36,630,0.4174942443006488,0.30178079660981894,0.9687134567648172,0.0007234234734230263,6.666764547795061e-05,0.03705893928627223,0.022362482754506748,0.0460030333074782,0.04928853391350933,0.03707617295181796,0.0764979482628177,0.05382885272718001,0.12809263534600956,0.06328089399250375,0.1352066459914766,0.09992133143496924,0.17966062997929722,0.07945821106809035,0.20806207159151333,0.07720931415882884,0.2258211518738128,0.06676252935396063,0.2583535109425217,0.085465882892256,0.3124734875779742,0.1249309517219327,0.37808438085299245,0.004978273345622821,0.010264814839700194
A company president is typically a,leadership,39,741,0.5339362032864124,0.2620901479385793,0.9717495036311448,0.00065101533167171,5.7724894435220786e-05,0.03235896090251009,0.020857609599834234,0.0516312807176251,0.049056553981464766,0.04431198693247163,0.0723936344027191,0.048614243315104194,0.12494865716679057,0.055858934953953464,0.12611001216263124,0.09853408048965105,0.16277725803138796,0.07199269359885807,0.19308508114147718,0.0757988797208752,0.23737193825418906,0.052768958993989104,0.23731812415090767,0.07953859453718784,0.2927175672152211,0.12051504173449892,0.3664281558836667,0.004628039922555023,0.010624282722980046
A department director is typically described as a,leadership,36,630,0.5192173673157082,0.20274509908631444,0.9097207374870777,0.0007646964613051919,6.429994023938857e-05,0.025322575663933224,0.019012235521941534,0.02858798656577129,0.04087815715517395,0.03296934793370715,0.06401505288426189,0.0448352285909836,0.1054845970406616,0.05283261791589178,0.1147522181609511,0.0912034981282658,0.14363060885377213,0.06164126563928573,0.18327888973235765,0.06863303692708529,0.21989539399655034,0.04432876364805272,0.22319066291282372,0.07202449977625396,0.28859408641159306,0.10369825539215403,0.36622974818909093,0.0036199956422675685,0.010401919297397236
A project supervisor is typically described as a,leadership,37,666,0.540621753935805,0.25929932994768023,0.9240048909559846,0.000742877219570919,5.967730486658065e-05,0.026964505694124737,0.017625423200030663,0.0280803737655056,0.03844603576285865,0.031036981449898624,0.06168659697371169,0.04442736794577019,0.09834942809551926,0.049215243757801994,0.11060825903816886,0.09488648728219377,0.1456665478011964,0.05809262020282768,0.18529405156354167,0.050068559905283826,0.18976734101482506,0.04339720125099701,0.2101060411468853,0.06763699985534805,0.2832998984683826,0.09194372863227512,0.3615518519892576,0.002862569378677168,0.010487017881831505
"In many companies, a CEO is seen as a",leadership,36,630,0.520380823215265,0.18256440479308367,0.9710952672176063,0.0007602820360617283,6.246414808084361e-05,0.017110938305991454,0.018498518554232533,0.035522972565645364,0.04107700794839431,0.03548588291453263,0.06211279992889803,0.04895787646225067,0.10702588901016835,0.0698706432551318,0.1316674646601723,0.09544765188395166,0.1767172021918847,0.06911736000055252,0.2534495819973469,0.061196576888395186,0.30954179831044354,0.06990720414995578,0.29242430682717757,0.06789090630868323,0.32877079698085043,0.11771910948986146,0.40594973146327606,0.004487259929645325,0.013043030645983698
"In many companies, a manager is seen as a",leadership,37,666,0.5660230814290473,0.21289603970944881,0.960945077938959,0.0007325295401848721,6.041279644379298e-05,0.020416633119516706,0.019195141083132625,0.041858124538107125,0.04327391126852838,0.035972809969079464,0.06649537440775376,0.04558868205910322,0.11024182592551884,0.06368217492218735,0.13315052493859203,0.10910558376711724,0.18923721448300188,0.08862190918464886,0.2529052303876105,0.05977447998266205,0.3184599905496432,0.060019252984631684,0.29618112824036164,0.06338580711941234,0.32904351942261056,0.09789452085335885,0.40076783048194126,0.003416302706441428,0.01265558405229873
