context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
A CEO is typically described as a,leadership,36,630,0.3009366075947734,0.15024322527460754,0.9010932752862573,0.1639339069770358,0.9014753522119463,0.0006962250344527887,5.8676668748631875e-05,0.02337026656162251,0.014591457628267142,0.04318911172887299,0.042233032312628,0.031733686612046196,0.06655516990390681,0.03981681227721741,0.10232776501012047,0.041273624840041274,0.10446528122815833,0.060440402400548494,0.13701000673501587,0.058415721199009306,0.17652298019798737,0.08931226777500505,0.16314587575862996,0.06866736555510933,0.23493110939639086,0.09076605199936257,0.30194376598865286,0.1146809632614937,0.3700911189954329,0.003540090691785111,0.00880959802354848
A manager is typically described as a,leadership,36,630,0.4211779135174868,0.26713427249342203,0.8914207918569446,0.2798106606796864,0.8916904956467988,0.000646278657188705,5.572748255841839e-05,0.025829481176154023,0.01697439073627975,0.04990483039061839,0.0459231321755571,0.03945111055860104,0.07055800220573336,0.03463973506537902,0.10376920258905681,0.03613359575036738,0.10441865209165554,0.04799199504370787,0.1320115816352353,0.054548441083885076,0.17095110455631832,0.09546498726022865,0.16397407625615482,0.08635911682612647,0.23790908120994464,0.09696572596809544,0.31400153579679757,0.12097896068564719,0.4025650128050653,0.0024432421442786485,0.009086202037706175
A leader is typically described as a,leadership,37,666,0.410093327439129,0.16512410435825586,0.9064220115542412,0.17263721231802265,0.9067768924065831,0.0006769948350273563,5.446778413168099e-05,0.02253372794432701,0.014921148314024552,0.04513226653052459,0.04324007684667591,0.03858493309460112,0.06994193460410512,0.03961244040519235,0.10818482823577147,0.04253281121837741,0.11358748996696769,0.05520873702546637,0.13730930063007712,0.06115224294088694,0.17155799271961225,0.09339085774734553,0.16202736350456892,0.09409739311989254,0.24107195793524974,0.10283205237101917,0.31821549077820943,0.1343498308612752,0.41471668004189105,0.0028891763223053406,0.008747357982574406
A successful entrepreneur is typically a,leadership,37,666,0.41026734504071355,0.3086527595296502,0.9417314436286688,0.3245150927095892,0.946726942106352,0.000667277934468465,6.445557575200093e-05,0.034076535245804875,0.0169358319007506,0.06563510600240234,0.048776948605227625,0.041681148655608465,0.0722279262734843,0.034797349696321915,0.10701121327571142,0.03513236218943556,0.10926719387337465,0.050434437814881695,0.14028866938981066,0.06643920632762178,0.19946716964921235,0.0873916457198994,0.1764904037965162,0.07751698690714227,0.2476093344663826,0.09081052516038199,0.34077393609252066,0.12545968049187362,0.4038210679790864,0.003541237956500854,0.00943773767663622
A strong executive is typically a,leadership,36,630,0.39451317646599926,0.30177968461066484,0.9322669790126383,0.31891850939791766,0.9346377222972251,0.0006707881354237411,6.30912810470156e-05,0.03347963723472543,0.016897787617140222,0.057512542691500315,0.04655213722243515,0.0375312005462391,0.07395288144721025,0.04351815821459047,0.11526270378278751,0.04229349844963375,0.11650505809199349,0.05457592484318612,0.14172048495508846,0.0713231657526126,0.19604824085382783,0.09065797950388181,0.17491616834797363,0.06976981905731398,0.2579211930828385,0.09003932720344487,0.33203464064020977,0.13580299237269677,0.3933331707165807,0.0034475673544169757,0.008281654787187636
A company president is typically a,leadership,39,741,0.4352430556022008,0.26209317427128553,0.9744719990994781,0.2887144839478424,0.9745655142581313,0.000593606020979328,5.458996236077459e-05,0.03003961867405392,0.015459973654869083,0.0628907995432536,0.045566121390293174,0.04331733528570062,0.06812670987206976,0.03775815165002886,0.11090354361941533,0.03509674170961067,0.11342098696533032,0.048054730604726446,0.13566439866676655,0.05895160148952816,0.19130244606643151,0.0935459615902774,0.18598359500682846,0.06755292223152012,0.2573520964412565,0.09091882585896872,0.3177292392352897,0.12413274449065147,0.3896182100879027,0.003922289745147386,0.009459345311618085
A department director is typically described as a,leadership,36,630,0.3886138069438864,0.20275390148162842,0.9057700578123331,0.2189836896759516,0.9059630901285232,0.0006588669429364021,5.8503037712280705e-05,0.01975130461408601,0.014530998260052762,0.04568173848852221,0.04180364863310304,0.03530383395778802,0.061770260900633596,0.03563729500187859,0.09590586738367139,0.0390679502659865,0.09984177496354474,0.047222735447560546,0.12588830894069725,0.057230181611989166,0.16822008769113517,0.09714964599547606,0.16226308524000987,0.07373460459098559,0.23525777711291335,0.09903214069007597,0.30253907946149805,0.12382319954397894,0.3886493236852442,0.003437611933914032,0.009202981509478467
A project supervisor is typically described as a,leadership,37,666,0.4292598461613187,0.2593030449934304,0.9168136389926076,0.27313072614288103,0.9170733774803921,0.0006320161939133732,5.39416782898495e-05,0.02275335944404853,0.013077136057732789,0.045882372906558964,0.03870743341487371,0.03493540238198048,0.05918066596356297,0.035964989718597094,0.08659188534365356,0.03648127089948665,0.09053742722023406,0.044561183974323244,0.1142993016115308,0.053112466463240485,0.16396204336681264,0.0774247489103451,0.14707335264650337,0.07282686275702384,0.22259313070650696,0.09510892940977618,0.2937974133476836,0.11875311754088486,0.3923806496877793,0.0027355478275130265,0.00904194602675503
"In many companies, a CEO is seen as a",leadership,36,630,0.42165821603793224,0.1825719140470028,0.9461878868751228,0.19017572261873283,0.9469091584491878,0.0006579791512088698,6.222553156116455e-05,0.018656924863104354,0.012950072403598974,0.045748084963305756,0.0380789142917648,0.030350619003437718,0.05794446553933927,0.031036779561017743,0.09293561995529459,0.04677899937030998,0.10835026660530168,0.07033485387591044,0.16427243515101136,0.046912775647979646,0.24777640228536912,0.06121573049505727,0.2567100560278848,0.06546912240071065,0.3069803366072659,0.06992523052376452,0.36434088380662877,0.1139239984469572,0.44035987694814815,0.004890194859634463,0.014677710975175257
"In many companies, a manager is seen as a",leadership,37,666,0.43673037752420457,0.21289474004879594,0.9487804737873375,0.23093536437954754,0.9495567477058842,0.0006185025513305829,6.058861392697788e-05,0.020029539073901415,0.013634073573053134,0.053138671655408753,0.04152530953148122,0.03748431634859611,0.06346580538147455,0.03080884598384155,0.09797530384053324,0.042442514559466425,0.11312085780744477,0.08190047255598501,0.18151909164917557,0.06938170513714642,0.25202333382987513,0.0643657569068913,0.26636951736824754,0.05860862704376894,0.3179494403417552,0.061903172406086726,0.36293370697461397,0.09516893980609299,0.4414907014123299,0.003907399417504217,0.01390888026546189
